CodigoAbastecimento;CodigoPostoAbastecimento;CodigoFerrovia;DataReferencia;LitrosManobra;LitrosViagem;LitrosOutro
3616;23;8;01/01/2013 00:00:00;2753;234808;1581
3617;25;8;01/01/2013 00:00:00;38362;3271563;995
3618;24;8;01/01/2013 00:00:00;17323;1477291;5840
3619;98;8;01/01/2013 00:00:00;932;79486;0
3620;19;8;01/01/2013 00:00:00;4535;386780;2661
3621;26;8;01/01/2013 00:00:00;501;42751;1354
3622;27;8;01/01/2013 00:00:00;4335;369721;605
3623;33;8;01/01/2013 00:00:00;28214;2406106;192
3624;31;8;01/01/2013 00:00:00;2383;203190;3856
3625;34;8;01/01/2013 00:00:00;1546;131833;605
3626;28;8;01/01/2013 00:00:00;4297;366476;1392
3627;35;8;01/01/2013 00:00:00;15404;1313640;1274
3628;32;8;01/01/2013 00:00:00;0;0;0
3629;29;8;01/01/2013 00:00:00;3809;324830;431
3630;101;8;01/01/2013 00:00:00;662;56453;0
3631;83;6;01/01/2013 00:00:00;0;230740;14961
3632;71;6;01/01/2013 00:00:00;5695;15779;177
3633;63;11;01/01/2013 00:00:00;0;123473;60
3634;66;11;01/01/2013 00:00:00;0;1545239;272
3635;64;11;01/01/2013 00:00:00;0;8298820;32904
3636;68;11;01/01/2013 00:00:00;0;1546467;6615
3637;69;11;01/01/2013 00:00:00;0;511853;586
3638;65;11;01/01/2013 00:00:00;0;5443769;18670
3639;67;11;01/01/2013 00:00:00;0;1482626;358
3640;73;2;01/01/2013 00:00:00;0;0;0
3641;97;2;01/01/2013 00:00:00;0;64829;0
3642;79;2;01/01/2013 00:00:00;0;10040;0
3643;75;2;01/01/2013 00:00:00;0;686;0
3644;80;2;01/01/2013 00:00:00;0;81478;0
3645;76;2;01/01/2013 00:00:00;0;0;0
3646;82;2;01/01/2013 00:00:00;0;23384;0
3647;77;2;01/01/2013 00:00:00;0;140030;0
3648;78;2;01/01/2013 00:00:00;0;161168;0
3649;74;2;01/01/2013 00:00:00;0;0;0
3650;81;2;01/01/2013 00:00:00;0;284150;0
3651;72;10;01/01/2013 00:00:00;7004;119704;1562
3652;44;1;01/02/2013 00:00:00;0;38108;0
3653;43;1;01/02/2013 00:00:00;0;101000;0
3654;92;1;01/02/2013 00:00:00;0;365000;0
3655;51;1;01/02/2013 00:00:00;0;357707;0
3656;47;1;01/02/2013 00:00:00;0;435731;0
3657;37;1;01/02/2013 00:00:00;0;129850;0
3658;87;1;01/02/2013 00:00:00;0;87200;0
3659;89;1;01/02/2013 00:00:00;0;30410;0
3660;45;1;01/02/2013 00:00:00;0;30165;0
3661;38;1;01/02/2013 00:00:00;0;236581;0
3662;48;1;01/02/2013 00:00:00;0;116850;0
3663;39;1;01/02/2013 00:00:00;0;4700560;0
3664;40;1;01/02/2013 00:00:00;0;32930;0
3665;91;1;01/02/2013 00:00:00;0;72475;0
3666;42;1;01/02/2013 00:00:00;0;289300;0
3667;41;1;01/02/2013 00:00:00;0;56900;0
3668;96;1;01/02/2013 00:00:00;0;5000;0
3669;93;1;01/02/2013 00:00:00;0;4000;0
3670;46;1;01/02/2013 00:00:00;0;2185802;0
3671;90;1;01/02/2013 00:00:00;0;116000;0
3672;95;1;01/02/2013 00:00:00;0;2000;0
3673;54;1;01/02/2013 00:00:00;0;60790;0
3674;49;1;01/02/2013 00:00:00;0;163031;0
3675;52;1;01/02/2013 00:00:00;0;667040;0
3676;88;1;01/02/2013 00:00:00;0;47400;0
3677;53;1;01/02/2013 00:00:00;0;757898;0
3678;55;1;01/02/2013 00:00:00;0;75605;0
3679;94;1;01/02/2013 00:00:00;0;0;0
3680;50;1;01/02/2013 00:00:00;0;0;0
3681;62;7;01/02/2013 00:00:00;0;1324981;0
3682;85;5;01/02/2013 00:00:00;0;6000;0
3683;56;5;01/02/2013 00:00:00;0;2301754;0
3684;57;5;01/02/2013 00:00:00;0;107066;0
3685;84;5;01/02/2013 00:00:00;0;1375546;0
3686;58;9;01/02/2013 00:00:00;0;22000;0
3687;61;9;01/02/2013 00:00:00;0;32200;0
3688;60;9;01/02/2013 00:00:00;0;86770;0
3689;86;9;01/02/2013 00:00:00;0;61808;0
3690;59;9;01/02/2013 00:00:00;0;68520;0
3691;83;6;01/02/2013 00:00:00;0;257878;51
3692;71;6;01/02/2013 00:00:00;5228;0;161
3693;63;11;01/02/2013 00:00:00;0;75312;130
3694;66;11;01/02/2013 00:00:00;0;1192810;542
3695;64;11;01/02/2013 00:00:00;0;9055242;14535
3696;68;11;01/02/2013 00:00:00;0;1327874;5792
3697;69;11;01/02/2013 00:00:00;0;441483;440
3698;65;11;01/02/2013 00:00:00;0;4483349;16696
3699;67;11;01/02/2013 00:00:00;0;1339414;809
3700;36;12;01/02/2013 00:00:00;124;45482;0
3701;2;3;01/02/2013 00:00:00;12489;1143876;41521
3702;3;3;01/02/2013 00:00:00;21499;1969180;18499
3703;8;3;01/02/2013 00:00:00;0;0;0
3704;10;3;01/02/2013 00:00:00;0;0;0
3705;1;3;01/02/2013 00:00:00;125509;11495653;14507
3706;7;3;01/02/2013 00:00:00;0;0;0
3707;13;4;01/02/2013 00:00:00;0;0;0
3708;18;4;01/02/2013 00:00:00;4319;177136;8729
3709;14;4;01/02/2013 00:00:00;78636;3225416;31930
3710;16;4;01/02/2013 00:00:00;10644;436571;0
3711;17;4;01/02/2013 00:00:00;159;6542;21240
3712;12;4;01/02/2013 00:00:00;0;0;28760
3713;11;4;01/02/2013 00:00:00;291727;11965719;0
3714;99;8;01/02/2013 00:00:00;470;38129;0
3715;20;8;01/02/2013 00:00:00;2330;188718;1247
3716;100;8;01/02/2013 00:00:00;0;0;0
3717;21;8;01/02/2013 00:00:00;8906;721140;582
3718;22;8;01/02/2013 00:00:00;0;0;0
3719;102;8;01/02/2013 00:00:00;12020;973274;145275
3720;30;8;01/02/2013 00:00:00;0;0;0
3721;23;8;01/02/2013 00:00:00;4045;327529;2346
3722;25;8;01/02/2013 00:00:00;36690;2970749;661
3723;24;8;01/02/2013 00:00:00;16635;1346932;2660
3724;98;8;01/02/2013 00:00:00;905;73279;0
3725;19;8;01/02/2013 00:00:00;4085;330825;3573
3726;26;8;01/02/2013 00:00:00;428;34684;1631
3727;27;8;01/02/2013 00:00:00;4289;347295;2227
3728;101;8;01/02/2013 00:00:00;561;45419;0
3729;33;8;01/02/2013 00:00:00;24858;2012693;150
3730;31;8;01/02/2013 00:00:00;2240;181428;2773
3731;34;8;01/02/2013 00:00:00;1541;124837;925
3732;28;8;01/02/2013 00:00:00;4349;352175;678
3733;35;8;01/02/2013 00:00:00;16642;1347466;1494
3734;32;8;01/02/2013 00:00:00;0;0;0
3735;29;8;01/02/2013 00:00:00;5044;408431;820
3736;72;10;01/02/2013 00:00:00;6050;104098;779
3737;73;2;01/02/2013 00:00:00;0;0;0
3738;97;2;01/02/2013 00:00:00;0;61980;0
3739;79;2;01/02/2013 00:00:00;0;9599;0
3740;75;2;01/02/2013 00:00:00;0;656;0
3741;80;2;01/02/2013 00:00:00;0;77897;0
3742;76;2;01/02/2013 00:00:00;0;0;0
3743;82;2;01/02/2013 00:00:00;0;22356;0
3744;77;2;01/02/2013 00:00:00;0;133877;0
3745;78;2;01/02/2013 00:00:00;0;154085;0
3746;74;2;01/02/2013 00:00:00;0;0;0
3747;81;2;01/02/2013 00:00:00;0;271662;0
3748;62;7;01/03/2013 00:00:00;0;1479259;0
3749;59;9;01/03/2013 00:00:00;0;90500;0
3750;58;9;01/03/2013 00:00:00;0;0;0
3751;61;9;01/03/2013 00:00:00;0;46100;0
3752;60;9;01/03/2013 00:00:00;0;115720;0
3753;86;9;01/03/2013 00:00:00;0;50025;0
3754;56;5;01/03/2013 00:00:00;0;3247173;0
3755;57;5;01/03/2013 00:00:00;0;45909;0
3756;84;5;01/03/2013 00:00:00;0;1738921;0
3757;85;5;01/03/2013 00:00:00;0;9000;0
3758;46;1;01/03/2013 00:00:00;0;2738140;0
3759;39;1;01/03/2013 00:00:00;0;5378788;0
3760;49;1;01/03/2013 00:00:00;0;121249;0
3761;48;1;01/03/2013 00:00:00;0;177732;0
3762;87;1;01/03/2013 00:00:00;0;124000;0
3763;43;1;01/03/2013 00:00:00;0;122190;0
3764;90;1;01/03/2013 00:00:00;0;98000;0
3765;47;1;01/03/2013 00:00:00;0;567088;0
3766;38;1;01/03/2013 00:00:00;0;345184;0
3767;45;1;01/03/2013 00:00:00;0;24735;0
3768;41;1;01/03/2013 00:00:00;0;65100;0
3769;51;1;01/03/2013 00:00:00;0;294181;0
3770;92;1;01/03/2013 00:00:00;0;439000;0
3771;88;1;01/03/2013 00:00:00;0;31600;0
3772;91;1;01/03/2013 00:00:00;0;68557;0
3773;40;1;01/03/2013 00:00:00;0;34900;0
3774;89;1;01/03/2013 00:00:00;0;39200;0
3775;95;1;01/03/2013 00:00:00;0;2000;0
3776;52;1;01/03/2013 00:00:00;0;756347;0
3777;37;1;01/03/2013 00:00:00;0;149694;0
3778;54;1;01/03/2013 00:00:00;0;84950;0
3779;44;1;01/03/2013 00:00:00;0;29300;0
3780;53;1;01/03/2013 00:00:00;0;861889;0
3781;42;1;01/03/2013 00:00:00;0;414312;0
3782;55;1;01/03/2013 00:00:00;0;70625;0
3783;94;1;01/03/2013 00:00:00;0;0;0
3784;93;1;01/03/2013 00:00:00;0;0;0
3785;50;1;01/03/2013 00:00:00;0;0;0
3786;96;1;01/03/2013 00:00:00;0;0;0
3787;2;3;01/03/2013 00:00:00;15449;1428406;31191
3788;3;3;01/03/2013 00:00:00;23905;2210234;26812
3789;8;3;01/03/2013 00:00:00;0;0;0
3790;10;3;01/03/2013 00:00:00;0;0;0
3791;7;3;01/03/2013 00:00:00;0;0;0
3792;1;3;01/03/2013 00:00:00;145447;13447734;15482
3793;63;11;01/03/2013 00:00:00;0;100220;100
3794;66;11;01/03/2013 00:00:00;0;1401269;1441
3795;64;11;01/03/2013 00:00:00;0;9280455;21468
3796;68;11;01/03/2013 00:00:00;0;1555792;7157
3797;69;11;01/03/2013 00:00:00;0;797722;560
3798;65;11;01/03/2013 00:00:00;0;7358181;44841
3799;67;11;01/03/2013 00:00:00;0;1443192;256
3800;36;12;01/03/2013 00:00:00;1113;190433;0
3801;99;8;01/03/2013 00:00:00;1158;92952;0
3802;20;8;01/03/2013 00:00:00;2332;187267;353
3803;100;8;01/03/2013 00:00:00;0;0;0
3804;21;8;01/03/2013 00:00:00;10657;855761;636
3805;22;8;01/03/2013 00:00:00;0;0;0
3806;102;8;01/03/2013 00:00:00;16072;1290607;165115
3807;30;8;01/03/2013 00:00:00;0;0;0
3808;23;8;01/03/2013 00:00:00;3554;285422;2039
3809;25;8;01/03/2013 00:00:00;46180;3708259;714
3810;24;8;01/03/2013 00:00:00;18680;1500052;1947
3811;98;8;01/03/2013 00:00:00;1107;88887;0
3812;19;8;01/03/2013 00:00:00;4836;388312;3802
3813;26;8;01/03/2013 00:00:00;207;16603;1078
3814;27;8;01/03/2013 00:00:00;5478;439846;636
3815;101;8;01/03/2013 00:00:00;799;64124;0
3816;33;8;01/03/2013 00:00:00;33620;2699675;352
3817;31;8;01/03/2013 00:00:00;2474;198659;3671
3818;34;8;01/03/2013 00:00:00;1872;150343;2964
3819;28;8;01/03/2013 00:00:00;4891;392773;1127
3820;32;8;01/03/2013 00:00:00;0;0;0
3821;29;8;01/03/2013 00:00:00;10669;856726;186
3822;71;6;01/03/2013 00:00:00;3685;600;168
3823;83;6;01/03/2013 00:00:00;1200;246959;198
3824;14;4;01/03/2013 00:00:00;79957;3473711;23904
3825;18;4;01/03/2013 00:00:00;5580;242435;13604
3826;16;4;01/03/2013 00:00:00;13817;600289;0
3827;17;4;01/03/2013 00:00:00;147;6387;59294
3828;13;4;01/03/2013 00:00:00;0;0;0
3829;12;4;01/03/2013 00:00:00;0;0;30785
3830;11;4;01/03/2013 00:00:00;296850;12896492;0
3831;73;2;01/03/2013 00:00:00;0;0;0
3832;97;2;01/03/2013 00:00:00;0;67440;0
3833;79;2;01/03/2013 00:00:00;0;23000;0
3834;75;2;01/03/2013 00:00:00;0;454;0
3835;80;2;01/03/2013 00:00:00;0;72758;0
3836;76;2;01/03/2013 00:00:00;0;0;0
3837;82;2;01/03/2013 00:00:00;0;24848;0
3838;77;2;01/03/2013 00:00:00;0;132147;0
3839;78;2;01/03/2013 00:00:00;0;184242;0
3840;74;2;01/03/2013 00:00:00;0;0;0
3841;81;2;01/03/2013 00:00:00;0;313033;0
3842;35;8;01/03/2013 00:00:00;17575;1411314;472
3843;72;10;01/03/2013 00:00:00;6968;106965;890
3852;86;9;01/04/2013 00:00:00;0;48320;0
3853;60;9;01/04/2013 00:00:00;0;178970;0
3854;61;9;01/04/2013 00:00:00;0;53600;0
3855;58;9;01/04/2013 00:00:00;0;4000;0
3856;59;9;01/04/2013 00:00:00;0;62700;0
3860;85;5;01/04/2013 00:00:00;0;4000;0
3861;56;5;01/04/2013 00:00:00;0;3184411;0
3862;84;5;01/04/2013 00:00:00;0;1693498;0
3863;57;5;01/04/2013 00:00:00;0;157253;0
3864;62;7;01/04/2013 00:00:00;0;1342167;0
3866;53;1;01/04/2013 00:00:00;0;748022;0
3867;91;1;01/04/2013 00:00:00;0;61100;0
3868;90;1;01/04/2013 00:00:00;0;117000;0
3869;46;1;01/04/2013 00:00:00;0;2481245;0
3870;38;1;01/04/2013 00:00:00;0;262719;0
3871;88;1;01/04/2013 00:00:00;0;29400;0
3872;43;1;01/04/2013 00:00:00;0;81700;0
3873;47;1;01/04/2013 00:00:00;0;294593;0
3874;45;1;01/04/2013 00:00:00;0;24821;0
3875;48;1;01/04/2013 00:00:00;0;172931;0
3876;42;1;01/04/2013 00:00:00;0;344250;0
3877;44;1;01/04/2013 00:00:00;0;13800;0
3878;40;1;01/04/2013 00:00:00;0;41900;0
3879;37;1;01/04/2013 00:00:00;0;81160;0
3880;41;1;01/04/2013 00:00:00;0;126300;0
3881;87;1;01/04/2013 00:00:00;0;112000;0
3882;93;1;01/04/2013 00:00:00;0;25000;0
3883;39;1;01/04/2013 00:00:00;0;5325660;0
3884;54;1;01/04/2013 00:00:00;0;106400;0
3885;52;1;01/04/2013 00:00:00;0;871570;0
3886;49;1;01/04/2013 00:00:00;0;155507;0
3887;95;1;01/04/2013 00:00:00;0;2000;0
3888;55;1;01/04/2013 00:00:00;0;61678;0
3889;51;1;01/04/2013 00:00:00;0;630052;0
3890;92;1;01/04/2013 00:00:00;0;438000;0
3891;89;1;01/04/2013 00:00:00;0;164311;0
3892;50;1;01/04/2013 00:00:00;0;0;0
3893;94;1;01/04/2013 00:00:00;0;0;0
3894;96;1;01/04/2013 00:00:00;0;0;0
3895;83;6;01/04/2013 00:00:00;900;170768;163
3896;71;6;01/04/2013 00:00:00;2702;17722;403
3897;36;12;01/04/2013 00:00:00;1507;146060;0
3898;20;8;01/04/2013 00:00:00;3060;200931;882
3899;21;8;01/04/2013 00:00:00;11644;764610;569
3900;22;8;01/04/2013 00:00:00;0;0;0
3901;30;8;01/04/2013 00:00:00;0;0;0
3902;23;8;01/04/2013 00:00:00;3094;203200;2849
3903;25;8;01/04/2013 00:00:00;55661;3655072;921
3904;24;8;01/04/2013 00:00:00;22527;1479274;2274
3905;19;8;01/04/2013 00:00:00;5821;382262;4182
3906;26;8;01/04/2013 00:00:00;393;25799;1804
3907;27;8;01/04/2013 00:00:00;7827;513963;1352
3908;33;8;01/04/2013 00:00:00;42322;2779173;92
3909;31;8;01/04/2013 00:00:00;2822;185288;6178
3910;34;8;01/04/2013 00:00:00;2212;145279;712
3911;28;8;01/04/2013 00:00:00;5775;379190;661
3912;35;8;01/04/2013 00:00:00;21843;1434292;1206
3913;32;8;01/04/2013 00:00:00;59;3842;0
3914;29;8;01/04/2013 00:00:00;7748;508800;130
3915;102;8;01/04/2013 00:00:00;22942;1506542;179868
3916;101;8;01/04/2013 00:00:00;796;52294;0
3917;100;8;01/04/2013 00:00:00;0;0;0
3918;98;8;01/04/2013 00:00:00;1015;66630;0
3919;99;8;01/04/2013 00:00:00;1574;103341;0
3920;63;11;01/04/2013 00:00:00;0;136624;94
3921;66;11;01/04/2013 00:00:00;0;1602254;1346
3922;64;11;01/04/2013 00:00:00;0;8905310;13887
3923;68;11;01/04/2013 00:00:00;0;1378623;2808
3924;69;11;01/04/2013 00:00:00;0;611450;199
3925;65;11;01/04/2013 00:00:00;0;8036908;22969
3926;67;11;01/04/2013 00:00:00;0;1250636;83
3927;2;3;01/04/2013 00:00:00;14339;1002632;41498
3928;3;3;01/04/2013 00:00:00;28060;1961991;30640
3929;8;3;01/04/2013 00:00:00;0;0;0
3930;10;3;01/04/2013 00:00:00;0;0;0
3931;1;3;01/04/2013 00:00:00;164146;11477434;15563
3932;7;3;01/04/2013 00:00:00;0;0;0
3933;14;4;01/04/2013 00:00:00;88884;3452327;44577
3934;18;4;01/04/2013 00:00:00;5789;224854;15264
3935;16;4;01/04/2013 00:00:00;19490;757008;0
3936;17;4;01/04/2013 00:00:00;54;2082;88267
3937;11;4;01/04/2013 00:00:00;345664;13425789;0
3938;13;4;01/04/2013 00:00:00;0;0;0
3939;12;4;01/04/2013 00:00:00;0;0;26199
3940;80;2;01/04/2013 00:00:00;0;84305;0
3941;73;2;01/04/2013 00:00:00;0;0;0
3942;82;2;01/04/2013 00:00:00;0;18463;0
3943;97;2;01/04/2013 00:00:00;0;46189;0
3944;79;2;01/04/2013 00:00:00;0;0;0
3945;75;2;01/04/2013 00:00:00;0;0;0
3946;76;2;01/04/2013 00:00:00;0;0;0
3947;77;2;01/04/2013 00:00:00;0;103323;0
3948;78;2;01/04/2013 00:00:00;0;133563;0
3949;74;2;01/04/2013 00:00:00;0;0;0
3950;81;2;01/04/2013 00:00:00;0;260784;0
3951;72;10;01/04/2013 00:00:00;5330;126944;1357
3952;53;1;01/05/2013 00:00:00;0;696546;0
3953;91;1;01/05/2013 00:00:00;0;69275;0
3954;90;1;01/05/2013 00:00:00;0;115000;0
3955;46;1;01/05/2013 00:00:00;0;2406644;0
3956;38;1;01/05/2013 00:00:00;0;228045;0
3957;88;1;01/05/2013 00:00:00;0;57800;0
3958;43;1;01/05/2013 00:00:00;0;89340;0
3959;47;1;01/05/2013 00:00:00;0;286424;0
3960;45;1;01/05/2013 00:00:00;0;25948;0
3961;48;1;01/05/2013 00:00:00;0;213243;0
3962;42;1;01/05/2013 00:00:00;0;509200;0
3963;44;1;01/05/2013 00:00:00;0;15600;0
3964;40;1;01/05/2013 00:00:00;0;143480;0
3965;41;1;01/05/2013 00:00:00;0;81000;0
3966;87;1;01/05/2013 00:00:00;0;127500;0
3967;93;1;01/05/2013 00:00:00;0;46626;0
3968;39;1;01/05/2013 00:00:00;0;5933421;0
3969;54;1;01/05/2013 00:00:00;0;115950;0
3970;52;1;01/05/2013 00:00:00;0;886394;0
3971;49;1;01/05/2013 00:00:00;0;158408;0
3972;55;1;01/05/2013 00:00:00;0;43936;0
3973;51;1;01/05/2013 00:00:00;0;639635;0
3974;92;1;01/05/2013 00:00:00;0;350000;0
3975;89;1;01/05/2013 00:00:00;0;155480;0
3976;62;7;01/05/2013 00:00:00;0;1159668;0
3977;86;9;01/05/2013 00:00:00;0;68010;0
3978;60;9;01/05/2013 00:00:00;0;133860;0
3979;61;9;01/05/2013 00:00:00;0;59900;0
3980;58;9;01/05/2013 00:00:00;0;10000;0
3981;59;9;01/05/2013 00:00:00;0;65753;0
3984;85;5;01/05/2013 00:00:00;0;21600;0
3985;56;5;01/05/2013 00:00:00;0;3431888;0
3986;84;5;01/05/2013 00:00:00;0;2064109;0
3987;57;5;01/05/2013 00:00:00;0;187324;0
3988;37;1;01/05/2013 00:00:00;0;0;0
3989;94;1;01/05/2013 00:00:00;0;0;0
3990;95;1;01/05/2013 00:00:00;0;0;0
3991;50;1;01/05/2013 00:00:00;0;0;0
3992;96;1;01/05/2013 00:00:00;0;0;0
3993;36;12;01/05/2013 00:00:00;2376;164053;0
3994;11;4;01/05/2013 00:00:00;371193;13531176;0
3995;13;4;01/05/2013 00:00:00;0;0;0
3996;12;4;01/05/2013 00:00:00;0;0;23987
3997;14;4;01/05/2013 00:00:00;99709;3634696;51110
3998;18;4;01/05/2013 00:00:00;7947;289691;16555
3999;16;4;01/05/2013 00:00:00;21054;767494;0
4000;17;4;01/05/2013 00:00:00;279;10166;47251
4001;2;3;01/05/2013 00:00:00;14693;1251934;22119
4002;3;3;01/05/2013 00:00:00;28951;2466845;15669
4003;8;3;01/05/2013 00:00:00;0;0;0
4004;10;3;01/05/2013 00:00:00;0;0;0
4005;1;3;01/05/2013 00:00:00;144723;12331371;20361
4006;7;3;01/05/2013 00:00:00;0;0;0
4007;99;8;01/05/2013 00:00:00;1533;111215;0
4008;20;8;01/05/2013 00:00:00;2613;189527;1431
4009;100;8;01/05/2013 00:00:00;0;0;0
4010;21;8;01/05/2013 00:00:00;11746;851927;1145
4011;22;8;01/05/2013 00:00:00;0;0;0
4012;102;8;01/05/2013 00:00:00;21034;1525575;193866
4013;30;8;01/05/2013 00:00:00;0;0;0
4014;23;8;01/05/2013 00:00:00;2422;175697;1346
4015;25;8;01/05/2013 00:00:00;49838;3614725;163
4016;24;8;01/05/2013 00:00:00;22947;1664358;1842
4017;98;8;01/05/2013 00:00:00;1170;84838;0
4018;19;8;01/05/2013 00:00:00;5080;368419;2986
4019;26;8;01/05/2013 00:00:00;125;9064;1531
4020;27;8;01/05/2013 00:00:00;7021;509191;1216
4021;101;8;01/05/2013 00:00:00;736;53345;0
4022;33;8;01/05/2013 00:00:00;40182;2914361;172
4023;31;8;01/05/2013 00:00:00;2326;168689;2927
4024;34;8;01/05/2013 00:00:00;2623;190220;484
4025;28;8;01/05/2013 00:00:00;5804;420923;1593
4026;35;8;01/05/2013 00:00:00;20157;1461977;3876
4027;32;8;01/05/2013 00:00:00;112;8078;0
4028;29;8;01/05/2013 00:00:00;7086;513907;408
4029;63;11;01/05/2013 00:00:00;0;53429;100
4030;66;11;01/05/2013 00:00:00;0;1893838;923
4031;64;11;01/05/2013 00:00:00;0;9353269;12517
4032;68;11;01/05/2013 00:00:00;0;1555194;5494
4033;69;11;01/05/2013 00:00:00;0;785893;120
4034;65;11;01/05/2013 00:00:00;0;8833220;11997
4035;67;11;01/05/2013 00:00:00;0;1443622;611
4036;71;6;01/05/2013 00:00:00;2875;300;280
4037;83;6;01/05/2013 00:00:00;500;175528;3100
4038;82;2;01/05/2013 00:00:00;0;16000;0
4039;73;2;01/05/2013 00:00:00;0;0;0
4040;97;2;01/05/2013 00:00:00;0;49544;0
4041;79;2;01/05/2013 00:00:00;0;0;0
4042;75;2;01/05/2013 00:00:00;0;3006;0
4043;80;2;01/05/2013 00:00:00;0;68618;0
4044;76;2;01/05/2013 00:00:00;0;0;0
4045;77;2;01/05/2013 00:00:00;0;123950;0
4046;78;2;01/05/2013 00:00:00;0;140213;0
4047;74;2;01/05/2013 00:00:00;0;0;0
4048;81;2;01/05/2013 00:00:00;0;276077;0
4049;72;10;01/05/2013 00:00:00;7068;110213;1175
4052;53;1;01/06/2013 00:00:00;0;671152;0
4053;91;1;01/06/2013 00:00:00;0;68850;0
4054;90;1;01/06/2013 00:00:00;0;132000;0
4055;46;1;01/06/2013 00:00:00;0;2444097;0
4056;38;1;01/06/2013 00:00:00;0;198870;0
4057;88;1;01/06/2013 00:00:00;0;25370;0
4058;43;1;01/06/2013 00:00:00;0;100973;0
4059;47;1;01/06/2013 00:00:00;0;252997;0
4060;45;1;01/06/2013 00:00:00;0;27800;0
4061;48;1;01/06/2013 00:00:00;0;192101;0
4062;42;1;01/06/2013 00:00:00;0;499249;0
4063;44;1;01/06/2013 00:00:00;0;22650;0
4064;40;1;01/06/2013 00:00:00;0;138035;0
4065;41;1;01/06/2013 00:00:00;0;89800;0
4066;87;1;01/06/2013 00:00:00;0;131000;0
4067;93;1;01/06/2013 00:00:00;0;32200;0
4068;39;1;01/06/2013 00:00:00;0;5437805;0
4069;54;1;01/06/2013 00:00:00;0;100210;0
4070;52;1;01/06/2013 00:00:00;0;863210;0
4071;49;1;01/06/2013 00:00:00;0;181338;0
4072;95;1;01/06/2013 00:00:00;0;4000;0
4073;55;1;01/06/2013 00:00:00;0;48008;0
4074;51;1;01/06/2013 00:00:00;0;639005;0
4075;92;1;01/06/2013 00:00:00;0;281000;0
4076;89;1;01/06/2013 00:00:00;0;153600;0
4077;62;7;01/06/2013 00:00:00;0;1153221;0
4080;85;5;01/06/2013 00:00:00;0;22000;0
4081;56;5;01/06/2013 00:00:00;0;3309484;0
4082;84;5;01/06/2013 00:00:00;0;1922792;0
4083;57;5;01/06/2013 00:00:00;0;247343;0
4085;86;9;01/06/2013 00:00:00;0;71661;0
4086;60;9;01/06/2013 00:00:00;0;160630;0
4087;61;9;01/06/2013 00:00:00;0;45000;0
4088;58;9;01/06/2013 00:00:00;0;73400;0
4089;59;9;01/06/2013 00:00:00;0;44793;0
4090;37;1;01/06/2013 00:00:00;0;0;0
4091;94;1;01/06/2013 00:00:00;0;0;0
4092;50;1;01/06/2013 00:00:00;0;0;0
4093;96;1;01/06/2013 00:00:00;0;0;0
4094;71;6;01/06/2013 00:00:00;3028;1400;838
4095;83;6;01/06/2013 00:00:00;0;123410;4374
4096;36;12;01/06/2013 00:00:00;820;135856;0
4097;20;8;01/06/2013 00:00:00;2778;199972;888
4098;99;8;01/06/2013 00:00:00;1319;94969;0
4099;100;8;01/06/2013 00:00:00;0;0;0
4100;21;8;01/06/2013 00:00:00;12655;911082;587
4101;22;8;01/06/2013 00:00:00;0;0;0
4102;102;8;01/06/2013 00:00:00;18240;1313116;161175
4103;30;8;01/06/2013 00:00:00;0;0;0
4104;23;8;01/06/2013 00:00:00;2803;201776;2228
4105;25;8;01/06/2013 00:00:00;47754;3437994;0
4106;24;8;01/06/2013 00:00:00;21895;1576252;1793
4107;98;8;01/06/2013 00:00:00;1188;85498;0
4108;19;8;01/06/2013 00:00:00;4378;315185;2287
4109;26;8;01/06/2013 00:00:00;299;21468;995
4110;27;8;01/06/2013 00:00:00;5810;418250;674
4111;101;8;01/06/2013 00:00:00;799;57551;0
4112;33;8;01/06/2013 00:00:00;36978;2662143;242
4113;31;8;01/06/2013 00:00:00;3796;273265;1078
4114;34;8;01/06/2013 00:00:00;2871;206656;588
4115;28;8;01/06/2013 00:00:00;5250;377965;1454
4116;35;8;01/06/2013 00:00:00;17492;1259256;3590
4117;32;8;01/06/2013 00:00:00;86;6184;0
4118;29;8;01/06/2013 00:00:00;4988;359109;391
4126;63;11;01/06/2013 00:00:00;0;98068;50
4127;66;11;01/06/2013 00:00:00;0;1817426;746
4128;64;11;01/06/2013 00:00:00;0;11092507;15981
4129;68;11;01/06/2013 00:00:00;0;1508649;3624
4130;69;11;01/06/2013 00:00:00;0;888293;190
4131;65;11;01/06/2013 00:00:00;0;6828047;24647
4132;67;11;01/06/2013 00:00:00;0;1426313;0
4133;2;3;01/06/2013 00:00:00;11122;1282076;22417
4134;3;3;01/06/2013 00:00:00;20999;2420689;13121
4135;8;3;01/06/2013 00:00:00;0;0;0
4136;10;3;01/06/2013 00:00:00;0;0;0
4137;1;3;01/06/2013 00:00:00;128634;14828773;22065
4138;7;3;01/06/2013 00:00:00;0;0;0
4139;11;4;01/06/2013 00:00:00;345605;13260873;0
4140;13;4;01/06/2013 00:00:00;0;0;0
4141;12;4;01/06/2013 00:00:00;0;0;23987
4142;14;4;01/06/2013 00:00:00;81061;3110324;23741
4143;18;4;01/06/2013 00:00:00;8776;336721;18859
4144;16;4;01/06/2013 00:00:00;31108;1193603;0
4145;17;4;01/06/2013 00:00:00;229;8805;66051
4146;73;2;01/06/2013 00:00:00;0;0;0
4147;97;2;01/06/2013 00:00:00;0;46832;0
