CodigoAbastecimento;CodigoPostoAbastecimento;CodigoFerrovia;DataReferencia;LitrosManobra;LitrosViagem;LitrosOutro
7168;3;3;01/08/2015 00:00:00;38657;2235302;21144
7169;8;3;01/08/2015 00:00:00;0;0;0
7170;10;3;01/08/2015 00:00:00;0;0;0
7171;1;3;01/08/2015 00:00:00;275487;15929633;35932
7172;7;3;01/08/2015 00:00:00;0;0;0
7173;103;2;01/08/2015 00:00:00;0;92766;0
7174;73;2;01/08/2015 00:00:00;0;0;0
7175;97;2;01/08/2015 00:00:00;0;94578;0
7176;79;2;01/08/2015 00:00:00;0;0;0
7177;75;2;01/08/2015 00:00:00;0;0;0
7178;104;2;01/08/2015 00:00:00;0;110217;0
7179;80;2;01/08/2015 00:00:00;0;0;0
7180;76;2;01/08/2015 00:00:00;0;0;0
7181;82;2;01/08/2015 00:00:00;0;24914;0
7182;77;2;01/08/2015 00:00:00;0;49276;0
7183;78;2;01/08/2015 00:00:00;0;96431;0
7184;74;2;01/08/2015 00:00:00;0;0;0
7185;81;2;01/08/2015 00:00:00;0;287802;0
7186;14;4;01/08/2015 00:00:00;62130;2484178;81449
7187;18;4;01/08/2015 00:00:00;4634;185303;19801
7188;16;4;01/08/2015 00:00:00;11383;455120;0
7189;17;4;01/08/2015 00:00:00;106;4229;36369
7190;11;4;01/08/2015 00:00:00;385605;15417859;0
7191;13;4;01/08/2015 00:00:00;0;0;0
7192;12;4;01/08/2015 00:00:00;0;0;56540
7193;99;8;01/08/2015 00:00:00;2724;145332;0
7194;20;8;01/08/2015 00:00:00;2774;147986;1015
7195;100;8;01/08/2015 00:00:00;0;0;0
7196;21;8;01/08/2015 00:00:00;9732;519193;2857
7197;22;8;01/08/2015 00:00:00;175;9325;0
7198;102;8;01/08/2015 00:00:00;23002;1227063;44336
7199;30;8;01/08/2015 00:00:00;0;0;0
7200;23;8;01/08/2015 00:00:00;3660;195273;5429
7201;25;8;01/08/2015 00:00:00;70342;3752578;600
7202;24;8;01/08/2015 00:00:00;27960;1491579;1237
7203;98;8;01/08/2015 00:00:00;1053;56187;0
7204;19;8;01/08/2015 00:00:00;9047;482650;2842
7205;26;8;01/08/2015 00:00:00;0;0;0
7206;27;8;01/08/2015 00:00:00;9001;480200;472
7207;101;8;01/08/2015 00:00:00;140;7460;0
7208;33;8;01/08/2015 00:00:00;65850;3512970;130
7209;31;8;01/08/2015 00:00:00;0;0;733
7210;34;8;01/08/2015 00:00:00;7719;411814;1046
7211;28;8;01/08/2015 00:00:00;7810;416648;1232
7212;35;8;01/08/2015 00:00:00;36135;1927700;453
7213;32;8;01/08/2015 00:00:00;508;27091;0
7214;29;8;01/08/2015 00:00:00;16513;880916;611
7215;36;12;01/08/2015 00:00:00;5968;426516;5314
7216;72;10;01/08/2015 00:00:00;11552;161724;1095
7217;63;11;01/09/2015 00:00:00;0;147672;96
7218;66;11;01/09/2015 00:00:00;0;1057056;15352
7219;64;11;01/09/2015 00:00:00;0;6276430;37713
7220;68;11;01/09/2015 00:00:00;0;1001401;5566
7221;69;11;01/09/2015 00:00:00;0;1306231;1638
7222;65;11;01/09/2015 00:00:00;0;11621254;0
7223;67;11;01/09/2015 00:00:00;0;933153;768
7224;2;3;01/09/2015 00:00:00;15161;1516255;16235
7225;3;3;01/09/2015 00:00:00;24433;2443507;13696
7226;8;3;01/09/2015 00:00:00;0;0;0
7227;10;3;01/09/2015 00:00:00;0;0;0
7228;1;3;01/09/2015 00:00:00;190179;19019847;45283
7229;7;3;01/09/2015 00:00:00;0;0;0
7230;83;6;01/09/2015 00:00:00;1000;218718;1678
7231;71;6;01/09/2015 00:00:00;2300;9117;474
7234;86;9;01/09/2015 00:00:00;0;12286;0
7235;60;9;01/09/2015 00:00:00;0;19498;0
7236;61;9;01/09/2015 00:00:00;0;63540;0
7237;58;9;01/09/2015 00:00:00;0;0;0
7238;59;9;01/09/2015 00:00:00;0;21200;0
7269;53;1;01/09/2015 00:00:00;0;610685;0
7270;46;1;01/09/2015 00:00:00;0;2749965;0
7271;38;1;01/09/2015 00:00:00;0;275177;0
7272;88;1;01/09/2015 00:00:00;0;10000;0
7273;43;1;01/09/2015 00:00:00;0;25800;0
7274;47;1;01/09/2015 00:00:00;0;376782;0
7275;45;1;01/09/2015 00:00:00;0;27456;0
7276;48;1;01/09/2015 00:00:00;0;187222;0
7277;44;1;01/09/2015 00:00:00;0;47160;0
7278;40;1;01/09/2015 00:00:00;0;4703814;0
7279;41;1;01/09/2015 00:00:00;0;74470;0
7280;87;1;01/09/2015 00:00:00;0;105000;0
7281;39;1;01/09/2015 00:00:00;0;626241;0
7282;50;1;01/09/2015 00:00:00;0;695249;0
7283;52;1;01/09/2015 00:00:00;0;546588;0
7284;49;1;01/09/2015 00:00:00;0;261528;0
7285;51;1;01/09/2015 00:00:00;0;346546;0
7286;92;1;01/09/2015 00:00:00;0;10000;0
7287;85;5;01/09/2015 00:00:00;0;10980;0
7288;56;5;01/09/2015 00:00:00;0;4587343;0
7289;84;5;01/09/2015 00:00:00;0;2620185;0
7290;57;5;01/09/2015 00:00:00;0;408704;0
7296;62;7;01/09/2015 00:00:00;0;2212038;0
7297;37;1;01/09/2015 00:00:00;0;0;0
7298;89;1;01/09/2015 00:00:00;0;0;0
7299;91;1;01/09/2015 00:00:00;0;0;0
7300;42;1;01/09/2015 00:00:00;0;0;0
7301;94;1;01/09/2015 00:00:00;0;0;0
7302;93;1;01/09/2015 00:00:00;0;0;0
7303;90;1;01/09/2015 00:00:00;0;0;0
7304;95;1;01/09/2015 00:00:00;0;0;0
7305;54;1;01/09/2015 00:00:00;0;0;0
7306;55;1;01/09/2015 00:00:00;0;0;0
7307;96;1;01/09/2015 00:00:00;0;0;0
7308;103;2;01/09/2015 00:00:00;0;94559;0
7309;73;2;01/09/2015 00:00:00;0;0;0
7310;97;2;01/09/2015 00:00:00;0;102394;0
7311;79;2;01/09/2015 00:00:00;0;0;0
7312;75;2;01/09/2015 00:00:00;0;0;0
7313;104;2;01/09/2015 00:00:00;0;103133;0
7314;80;2;01/09/2015 00:00:00;0;0;0
7315;76;2;01/09/2015 00:00:00;0;0;0
7316;82;2;01/09/2015 00:00:00;0;24221;0
7317;77;2;01/09/2015 00:00:00;0;51978;0
7318;78;2;01/09/2015 00:00:00;0;114869;0
7319;74;2;01/09/2015 00:00:00;0;0;0
7320;81;2;01/09/2015 00:00:00;0;304131;0
7321;72;10;01/09/2015 00:00:00;11050;154700;435
7322;99;8;01/09/2015 00:00:00;2932;139522;0
7323;20;8;01/09/2015 00:00:00;2606;124005;1561
7324;100;8;01/09/2015 00:00:00;0;0;0
7325;21;8;01/09/2015 00:00:00;13268;631417;824
7326;22;8;01/09/2015 00:00:00;0;0;0
7327;102;8;01/09/2015 00:00:00;22033;1048526;28333
7328;30;8;01/09/2015 00:00:00;0;0;0
7329;23;8;01/09/2015 00:00:00;6189;294507;6255
7330;25;8;01/09/2015 00:00:00;76861;3657749;0
7331;24;8;01/09/2015 00:00:00;30655;1458815;983
7332;98;8;01/09/2015 00:00:00;1398;66532;0
7333;19;8;01/09/2015 00:00:00;6956;331033;2339
7334;26;8;01/09/2015 00:00:00;0;0;0
7335;27;8;01/09/2015 00:00:00;8961;426444;2451
7336;101;8;01/09/2015 00:00:00;182;8668;0
7337;33;8;01/09/2015 00:00:00;79428;3779884;1450
7338;31;8;01/09/2015 00:00:00;0;0;0
7339;34;8;01/09/2015 00:00:00;7063;336110;2425
7340;28;8;01/09/2015 00:00:00;7813;371798;1922
7341;35;8;01/09/2015 00:00:00;39647;1886756;10506
7342;32;8;01/09/2015 00:00:00;633;30107;0
7343;29;8;01/09/2015 00:00:00;17656;840247;244
7344;36;12;01/09/2015 00:00:00;9390;456253;6091
7359;14;4;01/09/2015 00:00:00;60943;2436724;86647
7360;18;4;01/09/2015 00:00:00;6106;244124;14827
7361;16;4;01/09/2015 00:00:00;11064;442376;34101
7362;17;4;01/09/2015 00:00:00;174;6973;0
7363;11;4;01/09/2015 00:00:00;371348;15363747;0
7364;13;4;01/09/2015 00:00:00;0;0;0
7365;12;4;01/09/2015 00:00:00;0;0;57940
7421;53;1;01/10/2015 00:00:00;0;607160;0
7422;46;1;01/10/2015 00:00:00;0;2655978;0
7423;38;1;01/10/2015 00:00:00;0;246194;0
7424;88;1;01/10/2015 00:00:00;0;34000;0
7425;43;1;01/10/2015 00:00:00;0;32990;0
7426;47;1;01/10/2015 00:00:00;0;376489;0
7427;45;1;01/10/2015 00:00:00;0;25671;0
7428;48;1;01/10/2015 00:00:00;0;190687;0
7429;44;1;01/10/2015 00:00:00;0;41900;0
7430;40;1;01/10/2015 00:00:00;0;4698937;0
7431;41;1;01/10/2015 00:00:00;0;130669;0
7432;87;1;01/10/2015 00:00:00;0;101800;0
7433;50;1;01/10/2015 00:00:00;0;457994;0
7434;52;1;01/10/2015 00:00:00;0;573034;0
7435;49;1;01/10/2015 00:00:00;0;201537;0
7436;51;1;01/10/2015 00:00:00;0;323980;0
7437;92;1;01/10/2015 00:00:00;0;15000;0
7438;86;9;01/10/2015 00:00:00;0;27038;0
7439;60;9;01/10/2015 00:00:00;0;23500;0
7440;61;9;01/10/2015 00:00:00;0;62894;0
7441;58;9;01/10/2015 00:00:00;0;0;0
7442;59;9;01/10/2015 00:00:00;0;19550;0
7443;85;5;01/10/2015 00:00:00;0;4600;0
7444;56;5;01/10/2015 00:00:00;0;4451002;0
7445;84;5;01/10/2015 00:00:00;0;2828872;0
7446;57;5;01/10/2015 00:00:00;0;405716;0
7447;62;7;01/10/2015 00:00:00;0;2356723;0
7448;37;1;01/10/2015 00:00:00;0;0;0
7449;89;1;01/10/2015 00:00:00;0;0;0
7450;39;1;01/10/2015 00:00:00;0;0;0
7451;91;1;01/10/2015 00:00:00;0;0;0
7452;42;1;01/10/2015 00:00:00;0;0;0
7453;94;1;01/10/2015 00:00:00;0;0;0
7454;93;1;01/10/2015 00:00:00;0;0;0
7455;90;1;01/10/2015 00:00:00;0;0;0
7456;95;1;01/10/2015 00:00:00;0;0;0
7457;54;1;01/10/2015 00:00:00;0;0;0
7458;55;1;01/10/2015 00:00:00;0;0;0
7459;96;1;01/10/2015 00:00:00;0;0;0
7460;63;11;01/10/2015 00:00:00;0;159279;416
7461;66;11;01/10/2015 00:00:00;0;1183206;23829
7462;64;11;01/10/2015 00:00:00;0;6033121;35270
7463;68;11;01/10/2015 00:00:00;0;1058480;10380
7464;69;11;01/10/2015 00:00:00;0;1543591;583
7465;65;11;01/10/2015 00:00:00;0;13060594;0
7466;67;11;01/10/2015 00:00:00;0;1134868;198
7467;83;6;01/10/2015 00:00:00;0;243827;600
7468;71;6;01/10/2015 00:00:00;4705;3404;261
7469;14;4;01/10/2015 00:00:00;52625;2395043;43581
7470;18;4;01/10/2015 00:00:00;4511;205314;14939
7471;16;4;01/10/2015 00:00:00;10807;491848;0
7472;17;4;01/10/2015 00:00:00;388;17647;81096
7473;11;4;01/10/2015 00:00:00;350648;15958539;0
7474;13;4;01/10/2015 00:00:00;0;0;0
7475;12;4;01/10/2015 00:00:00;0;0;74830
7476;103;2;01/10/2015 00:00:00;0;44306;0
7477;73;2;01/10/2015 00:00:00;0;0;0
7478;97;2;01/10/2015 00:00:00;0;84423;0
7479;79;2;01/10/2015 00:00:00;0;0;0
7480;75;2;01/10/2015 00:00:00;0;0;0
7481;104;2;01/10/2015 00:00:00;0;104592;0
7482;80;2;01/10/2015 00:00:00;0;0;0
7483;76;2;01/10/2015 00:00:00;0;0;0
7484;82;2;01/10/2015 00:00:00;0;20725;0
7485;77;2;01/10/2015 00:00:00;0;63437;0
7486;78;2;01/10/2015 00:00:00;0;171442;0
7487;74;2;01/10/2015 00:00:00;0;0;0
7488;81;2;01/10/2015 00:00:00;0;275209;0
7489;2;3;01/10/2015 00:00:00;17458;1599043;37754
7490;3;3;01/10/2015 00:00:00;28645;2623706;6462
7491;8;3;01/10/2015 00:00:00;0;0;0
7492;10;3;01/10/2015 00:00:00;0;0;0
7493;1;3;01/10/2015 00:00:00;219418;20097065;58481
7494;7;3;01/10/2015 00:00:00;0;0;0
7495;99;8;01/10/2015 00:00:00;2759;170861;0
7496;20;8;01/10/2015 00:00:00;1943;120337;1205
7497;100;8;01/10/2015 00:00:00;194;12012;1
7498;21;8;01/10/2015 00:00:00;9452;585411;1168
7499;22;8;01/10/2015 00:00:00;0;0;0
7500;102;8;01/10/2015 00:00:00;15107;935635;33580
7501;30;8;01/10/2015 00:00:00;0;0;0
7502;23;8;01/10/2015 00:00:00;4545;281502;4906
7503;25;8;01/10/2015 00:00:00;53759;3329591;0
7504;24;8;01/10/2015 00:00:00;25139;1557014;1410
7505;98;8;01/10/2015 00:00:00;875;54198;0
7506;19;8;01/10/2015 00:00:00;5445;337226;2629
7507;26;8;01/10/2015 00:00:00;0;0;0
7508;27;8;01/10/2015 00:00:00;5408;334971;2354
7509;33;8;01/10/2015 00:00:00;61251;3793581;4092
7510;31;8;01/10/2015 00:00:00;0;0;0
7511;34;8;01/10/2015 00:00:00;5950;368483;7554
7512;28;8;01/10/2015 00:00:00;6489;401879;1006
7513;35;8;01/10/2015 00:00:00;29835;1847825;2274
7514;32;8;01/10/2015 00:00:00;461;28545;0
7515;29;8;01/10/2015 00:00:00;12332;763813;840
7516;101;8;01/10/2015 00:00:00;291;18010;0
7517;36;12;01/10/2015 00:00:00;0;542476;1004
7518;72;10;01/10/2015 00:00:00;10203;142838;576
7519;63;11;01/11/2015 00:00:00;0;100400;347
7520;66;11;01/11/2015 00:00:00;0;1051307;31293
7521;64;11;01/11/2015 00:00:00;0;5443754;54611
7522;68;11;01/11/2015 00:00:00;0;960844;1019
7523;69;11;01/11/2015 00:00:00;0;1335474;189
7524;65;11;01/11/2015 00:00:00;0;12182357;0
7525;67;11;01/11/2015 00:00:00;0;965931;1855
7526;99;8;01/11/2015 00:00:00;2658;164842;0
7527;20;8;01/11/2015 00:00:00;2134;132345;1119
7528;100;8;01/11/2015 00:00:00;86;5344;0
7529;21;8;01/11/2015 00:00:00;9694;601189;966
7530;22;8;01/11/2015 00:00:00;0;0;0
7531;102;8;01/11/2015 00:00:00;13838;858185;7772
7532;30;8;01/11/2015 00:00:00;0;0;0
7533;23;8;01/11/2015 00:00:00;4971;308287;3852
7534;25;8;01/11/2015 00:00:00;50315;3120287;0
7535;24;8;01/11/2015 00:00:00;23438;1453518;1368
7536;98;8;01/11/2015 00:00:00;822;50997;0
7537;19;8;01/11/2015 00:00:00;5040;312535;4604
7538;26;8;01/11/2015 00:00:00;0;0;0
7539;27;8;01/11/2015 00:00:00;4790;297054;959
7540;101;8;01/11/2015 00:00:00;268;16643;0
7541;33;8;01/11/2015 00:00:00;58728;3642067;586
7542;31;8;01/11/2015 00:00:00;0;0;0
7543;34;8;01/11/2015 00:00:00;3321;205942;7630
7544;28;8;01/11/2015 00:00:00;6002;372220;1126
7545;35;8;01/11/2015 00:00:00;33382;2070214;1702
7546;32;8;01/11/2015 00:00:00;329;20414;0
7547;29;8;01/11/2015 00:00:00;8453;524212;970
7548;36;12;01/11/2015 00:00:00;1263;505268;1776
7552;86;9;01/11/2015 00:00:00;0;8060;0
7553;60;9;01/11/2015 00:00:00;0;12500;0
7554;61;9;01/11/2015 00:00:00;0;51700;0
7555;58;9;01/11/2015 00:00:00;0;4650;0
7556;59;9;01/11/2015 00:00:00;0;0;0
7573;53;1;01/11/2015 00:00:00;0;601194;0
7574;46;1;01/11/2015 00:00:00;0;2668615;0
7575;38;1;01/11/2015 00:00:00;0;225607;0
7576;88;1;01/11/2015 00:00:00;0;15000;0
7577;43;1;01/11/2015 00:00:00;0;16850;0
7578;47;1;01/11/2015 00:00:00;0;356871;0
7579;45;1;01/11/2015 00:00:00;0;21100;0
7580;48;1;01/11/2015 00:00:00;0;200201;0
7581;44;1;01/11/2015 00:00:00;0;52528;0
7582;40;1;01/11/2015 00:00:00;0;3768803;0
7583;41;1;01/11/2015 00:00:00;0;75531;0
7584;87;1;01/11/2015 00:00:00;0;108800;0
7585;50;1;01/11/2015 00:00:00;0;684558;0
7586;52;1;01/11/2015 00:00:00;0;661653;0
7587;49;1;01/11/2015 00:00:00;0;201344;0
7588;51;1;01/11/2015 00:00:00;0;388217;0
7589;92;1;01/11/2015 00:00:00;0;5000;0
7590;85;5;01/11/2015 00:00:00;0;0;0
7591;56;5;01/11/2015 00:00:00;0;4091222;0
7592;84;5;01/11/2015 00:00:00;0;2776466;0
7593;57;5;01/11/2015 00:00:00;0;502887;0
7594;62;7;01/11/2015 00:00:00;0;2581934;0
7595;37;1;01/11/2015 00:00:00;0;0;0
7596;89;1;01/11/2015 00:00:00;0;0;0
7597;39;1;01/11/2015 00:00:00;0;0;0
7598;91;1;01/11/2015 00:00:00;0;0;0
7599;42;1;01/11/2015 00:00:00;0;0;0
7600;94;1;01/11/2015 00:00:00;0;0;0
7601;93;1;01/11/2015 00:00:00;0;0;0
7602;90;1;01/11/2015 00:00:00;0;0;0
7603;95;1;01/11/2015 00:00:00;0;0;0
7604;54;1;01/11/2015 00:00:00;0;0;0
7605;55;1;01/11/2015 00:00:00;0;0;0
7606;96;1;01/11/2015 00:00:00;0;0;0
7607;83;6;01/11/2015 00:00:00;0;190382;650
7608;71;6;01/11/2015 00:00:00;3500;171;1254
7609;11;4;01/11/2015 00:00:00;323063;12446239;0
7610;13;4;01/11/2015 00:00:00;0;0;0
7611;12;4;01/11/2015 00:00:00;0;0;73050
7612;14;4;01/11/2015 00:00:00;75042;2891053;21628
7613;18;4;01/11/2015 00:00:00;4370;168352;17999
7614;16;4;01/11/2015 00:00:00;8114;312582;0
7615;17;4;01/11/2015 00:00:00;291;10819;52940
7616;103;2;01/11/2015 00:00:00;0;51158;0
7617;73;2;01/11/2015 00:00:00;0;0;0
7618;97;2;01/11/2015 00:00:00;0;76497;0
7619;79;2;01/11/2015 00:00:00;0;0;0
7620;75;2;01/11/2015 00:00:00;0;0;0
7621;104;2;01/11/2015 00:00:00;0;102821;0
7622;80;2;01/11/2015 00:00:00;0;0;0
7623;76;2;01/11/2015 00:00:00;0;0;0
7624;77;2;01/11/2015 00:00:00;0;39519;0
7625;78;2;01/11/2015 00:00:00;0;113421;0
7626;74;2;01/11/2015 00:00:00;0;0;0
7627;81;2;01/11/2015 00:00:00;0;270527;0
7628;82;2;01/11/2015 00:00:00;0;24571;0
7629;2;3;01/11/2015 00:00:00;11285;1513755;9821
7630;3;3;01/11/2015 00:00:00;19353;2595954;4712
7631;8;3;01/11/2015 00:00:00;0;0;0
7632;10;3;01/11/2015 00:00:00;0;0;0
7633;1;3;01/11/2015 00:00:00;144954;19443380;65895
7634;7;3;01/11/2015 00:00:00;0;0;0
7635;72;10;01/11/2015 00:00:00;11871;166199;409
7636;63;11;01/12/2015 00:00:00;0;126839;27114
7637;66;11;01/12/2015 00:00:00;0;1345975;28265
7638;64;11;01/12/2015 00:00:00;0;5299300;22454
7639;68;11;01/12/2015 00:00:00;0;771038;5915
7640;69;11;01/12/2015 00:00:00;0;1557928;1339
7641;65;11;01/12/2015 00:00:00;0;12891359;0
7642;67;11;01/12/2015 00:00:00;0;923562;1058
7643;36;12;01/12/2015 00:00:00;526;404385;1027
7644;99;8;01/12/2015 00:00:00;2022;152830;0
7645;20;8;01/12/2015 00:00:00;1550;117097;903
7646;100;8;01/12/2015 00:00:00;0;0;0
7647;21;8;01/12/2015 00:00:00;7056;533200;594
7648;22;8;01/12/2015 00:00:00;0;0;0
7649;102;8;01/12/2015 00:00:00;16079;1215123;0
7650;30;8;01/12/2015 00:00:00;0;0;0
7651;23;8;01/12/2015 00:00:00;3044;230029;2220
7652;25;8;01/12/2015 00:00:00;52969;4003032;402
7653;24;8;01/12/2015 00:00:00;15310;1156981;1494
7654;98;8;01/12/2015 00:00:00;742;56061;1
7655;19;8;01/12/2015 00:00:00;4149;313509;4753
7656;26;8;01/12/2015 00:00:00;0;0;0
7657;27;8;01/12/2015 00:00:00;4263;322144;535
7658;101;8;01/12/2015 00:00:00;195;14701;0
7659;33;8;01/12/2015 00:00:00;48063;3632273;1453
7660;31;8;01/12/2015 00:00:00;0;0;0
7661;34;8;01/12/2015 00:00:00;2033;153624;4274
7662;28;8;01/12/2015 00:00:00;4266;322393;506
7663;35;8;01/12/2015 00:00:00;27714;2094438;864
7664;32;8;01/12/2015 00:00:00;448;33863;0
7665;29;8;01/12/2015 00:00:00;8121;613754;754
7689;86;9;01/12/2015 00:00:00;0;6971;0
7690;60;9;01/12/2015 00:00:00;0;1500;0
7691;61;9;01/12/2015 00:00:00;0;60600;0
7692;58;9;01/12/2015 00:00:00;0;0;0
7693;59;9;01/12/2015 00:00:00;0;4000;0
7694;85;5;01/12/2015 00:00:00;0;3000;0
7695;56;5;01/12/2015 00:00:00;0;4264764;0
7696;84;5;01/12/2015 00:00:00;0;2367327;0
7697;57;5;01/12/2015 00:00:00;0;479758;0
7698;62;7;01/12/2015 00:00:00;0;2264367;0
7699;53;1;01/12/2015 00:00:00;0;612687;0
7700;46;1;01/12/2015 00:00:00;0;1665577;0
7701;38;1;01/12/2015 00:00:00;0;19655;0
7702;88;1;01/12/2015 00:00:00;0;20000;0
7703;43;1;01/12/2015 00:00:00;0;14000;0
7704;47;1;01/12/2015 00:00:00;0;291415;0
7705;45;1;01/12/2015 00:00:00;0;14900;0
7706;48;1;01/12/2015 00:00:00;0;153996;0
7707;44;1;01/12/2015 00:00:00;0;36100;0
7708;40;1;01/12/2015 00:00:00;0;4585810;0
7709;41;1;01/12/2015 00:00:00;0;87284;0
7710;87;1;01/12/2015 00:00:00;0;92200;0
7711;50;1;01/12/2015 00:00:00;0;598241;0
7712;52;1;01/12/2015 00:00:00;0;570836;0
7713;49;1;01/12/2015 00:00:00;0;199609;0
7714;51;1;01/12/2015 00:00:00;0;328641;0
7715;92;1;01/12/2015 00:00:00;0;11000;0
7716;89;1;01/12/2015 00:00:00;0;135578;0
7717;71;6;01/12/2015 00:00:00;2300;1000;736
7718;83;6;01/12/2015 00:00:00;0;137646;725
7719;37;1;01/12/2015 00:00:00;0;0;0
7720;39;1;01/12/2015 00:00:00;0;0;0
7721;91;1;01/12/2015 00:00:00;0;0;0
7722;42;1;01/12/2015 00:00:00;0;0;0
7723;94;1;01/12/2015 00:00:00;0;0;0
7724;93;1;01/12/2015 00:00:00;0;0;0
7725;90;1;01/12/2015 00:00:00;0;0;0
7726;95;1;01/12/2015 00:00:00;0;0;0
7727;54;1;01/12/2015 00:00:00;0;0;0
7728;55;1;01/12/2015 00:00:00;0;0;0
7729;96;1;01/12/2015 00:00:00;0;0;0
7730;72;10;01/12/2015 00:00:00;11732;164246;401
7731;11;4;01/12/2015 00:00:00;407064;13875895;0
7732;13;4;01/12/2015 00:00:00;0;0;0
7733;12;4;01/12/2015 00:00:00;0;0;65540
7734;14;4;01/12/2015 00:00:00;103040;3512406;31937
7735;18;4;01/12/2015 00:00:00;4557;155324;11019
7736;16;4;01/12/2015 00:00:00;10979;374234;0
7737;17;4;01/12/2015 00:00:00;220;7503;24365
7738;103;2;01/12/2015 00:00:00;0;55906;0
7739;73;2;01/12/2015 00:00:00;0;0;0
7740;97;2;01/12/2015 00:00:00;0;58494;0
7741;79;2;01/12/2015 00:00:00;0;0;0
7742;75;2;01/12/2015 00:00:00;0;0;0
7743;104;2;01/12/2015 00:00:00;0;99600;0
7744;80;2;01/12/2015 00:00:00;0;0;0
7745;76;2;01/12/2015 00:00:00;0;0;0
7746;82;2;01/12/2015 00:00:00;0;28948;0
7747;77;2;01/12/2015 00:00:00;0;39334;0
7748;78;2;01/12/2015 00:00:00;0;119121;0
7749;74;2;01/12/2015 00:00:00;0;0;0
7750;81;2;01/12/2015 00:00:00;0;280166;0
7751;2;3;01/12/2015 00:00:00;15828;1762563;13174
7752;3;3;01/12/2015 00:00:00;26921;2997928;3022
7753;8;3;01/12/2015 00:00:00;0;0;0
7754;10;3;01/12/2015 00:00:00;0;0;0
7755;1;3;01/12/2015 00:00:00;192169;21399836;74015
7756;7;3;01/12/2015 00:00:00;0;0;0
7766;86;9;01/01/2016 00:00:00;0;3535;0
7767;61;9;01/01/2016 00:00:00;0;77700;0
7768;58;9;01/01/2016 00:00:00;0;4000;0
7769;59;9;01/01/2016 00:00:00;0;13900;0
7771;53;1;01/01/2016 00:00:00;0;445425;0
7772;46;1;01/01/2016 00:00:00;0;953439;0
7773;38;1;01/01/2016 00:00:00;0;130709;0
7774;43;1;01/01/2016 00:00:00;0;5800;0
7775;47;1;01/01/2016 00:00:00;0;488236;0
7776;45;1;01/01/2016 00:00:00;0;9500;0
7777;48;1;01/01/2016 00:00:00;0;99947;0
7778;44;1;01/01/2016 00:00:00;0;11000;0
7779;40;1;01/01/2016 00:00:00;0;3122794;0
7780;41;1;01/01/2016 00:00:00;0;14590;0
7781;87;1;01/01/2016 00:00:00;0;94630;0
7782;50;1;01/01/2016 00:00:00;0;540258;0
7783;52;1;01/01/2016 00:00:00;0;369720;0
7784;49;1;01/01/2016 00:00:00;0;137839;0
7785;51;1;01/01/2016 00:00:00;0;262155;0
7786;92;1;01/01/2016 00:00:00;0;5000;0
7787;89;1;01/01/2016 00:00:00;0;98652;0
7788;85;5;01/01/2016 00:00:00;0;3000;0
7789;56;5;01/01/2016 00:00:00;0;3374884;0
7790;84;5;01/01/2016 00:00:00;0;1980007;0
7791;57;5;01/01/2016 00:00:00;0;497528;0
7792;62;7;01/01/2016 00:00:00;0;1656367;0
7793;60;9;01/01/2016 00:00:00;0;0;0
7794;37;1;01/01/2016 00:00:00;0;0;0
7795;39;1;01/01/2016 00:00:00;0;0;0
7796;91;1;01/01/2016 00:00:00;0;0;0
7797;42;1;01/01/2016 00:00:00;0;0;0
7798;94;1;01/01/2016 00:00:00;0;0;0
7799;93;1;01/01/2016 00:00:00;0;0;0
7800;90;1;01/01/2016 00:00:00;0;0;0
7801;95;1;01/01/2016 00:00:00;0;0;0
7802;54;1;01/01/2016 00:00:00;0;0;0
7803;88;1;01/01/2016 00:00:00;0;0;0
7804;55;1;01/01/2016 00:00:00;0;0;0
7805;96;1;01/01/2016 00:00:00;0;0;0
7806;99;8;01/01/2016 00:00:00;1834;78266;0
7807;20;8;01/01/2016 00:00:00;3334;142278;1024
7808;100;8;01/01/2016 00:00:00;115;4891;0
7809;21;8;01/01/2016 00:00:00;13846;590809;669
7810;22;8;01/01/2016 00:00:00;69;2931;0
7811;102;8;01/01/2016 00:00:00;19782;844120;15492
7812;30;8;01/01/2016 00:00:00;0;0;0
7813;23;8;01/01/2016 00:00:00;5583;238229;5960
7814;25;8;01/01/2016 00:00:00;61636;2630082;74
7815;24;8;01/01/2016 00:00:00;20806;887824;1976
7816;98;8;01/01/2016 00:00:00;1407;60034;0
7817;19;8;01/01/2016 00:00:00;5803;247607;6297
7818;26;8;01/01/2016 00:00:00;0;0;0
7819;27;8;01/01/2016 00:00:00;6293;268542;1515
7820;101;8;01/01/2016 00:00:00;395;16855;0
7821;33;8;01/01/2016 00:00:00;59080;2521035;130
7822;31;8;01/01/2016 00:00:00;0;0;0
7823;34;8;01/01/2016 00:00:00;2786;118868;10876
7824;28;8;01/01/2016 00:00:00;7692;328242;391
7825;35;8;01/01/2016 00:00:00;40620;1733320;814
7826;32;8;01/01/2016 00:00:00;454;19356;0
7827;29;8;01/01/2016 00:00:00;5031;214672;827
7828;36;12;01/01/2016 00:00:00;328;364537;1895
7829;71;6;01/01/2016 00:00:00;5950;12202;604
7830;83;6;01/01/2016 00:00:00;0;265130;887
7838;14;4;01/01/2016 00:00:00;132651;5259661;24344
7839;18;4;01/01/2016 00:00:00;1475;58466;14402
7840;16;4;01/01/2016 00:00:00;10747;426123;0
