CodigoPessoaJuridica;CodigoTipoEmpresa;RazaoSocial;NomeFantasia;NumeroCNPJ;NumeroInscricaoEstadual
5;2;ESTRADA DE FERRO PARANA OESTE SA;;80544042000122;
6;2;RUMO MALHA NORTE S.A;RUMO MALHA NORTE S.A;24962466000136;
8;2;Rumo Malha Oeste S/A;Malha Oeste;45421858000168;
9;2;Ferrovia Tereza Cristina S/A;FTC;1629083000145;
11;1;VALEC - Engenharia, Construções e Ferrovias S/A;VALEC;42150664000349;
23;1;ITRI RODOFERROVIA E SERVIÇOS LTDA;;4215000180;
32;2;CIPLAN CIMENTO PLANALTO SA;Ciplan S/A;57240000122;
33;2;CIMENTO TOCANTINS S/A;Cimento Tocantins;65557000100;
38;2;CARAMURU ALIMENTOS S/A;;80671000100;
39;2;CARAMURU ALIMENTOS S/A;;80671000371;
40;2;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;;80671000533;
41;1;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;;80671001858;
42;1;COMPAGER - LOGÍSTICA, TRANSPORTES E ARMAZENS GERAIS LTDA;;106386000110;
47;1;PEGMATITOS DO NORDESTE MINERAÇÃO LTDA - PEGNOR;;276208000138;
48;1;ISOESTE INDÚSTRIA E COMÉRCIO;;289348000140;
49;1;SUCDEN DO BRASIL;;308337000160;
57;2;GALVANI INDUSTRIA, COMERCIO E SERVICOS S/A;;546997000180;
58;1;FERGUMAR - FERRO GUSA DO MARANHÃO LTDA;;560621000120;
61;1;MASISA DO BRASIL LTDA;;606549000124;
64;1;LEMOS CONSTRUCOES TRANSPORTES AREIA E CASCALHO LTDA;;652008000132;
73;2;FERROVIA CENTRO-ATLANTICA S.A;;924429000175;
74;1;LOGIBRÁS INDÚSTRIA E COMÉRCIO LTDA;;956574000138;
75;1;MINERAÇÃO ATLANTICA;Mineração Atlantica;968624000105;
76;1;SEMENTES SELECTA LTDA;;969790000207;
82;1;TERRA BRANCA CEREAIS LTDA;;1058487000126;
85;1;SIDERÚRGICA MAT PRIMA LTDA;Siderúrgica Mat Prima LTDA;1089814000107;
86;1;PLASTIPAK PACKAGING DO BRASIL LTDA;PLASTIPAK PACKAGING DO BRASIL LTDA;1115825000114;
89;1;ALE COMBUSTIVEIS S/A;;1136598000294;
96;1;DIPLOMATA S/A INDÚSTRIAL E COMERCIO;;1243305000278;
97;2;RUMO Malha Sul S/A;Malha Sul;1258944000126;
99;1;SIDERÚRGICA IBIRACU LTDA;Ibiracu;1319693000142;
101;1;MERCOSUL LINE NAVEGACAO E LOGISTICA LTDA;Mercosul Line;1341776000138;
106;1;CMA CGM;CMA CGM;1417222000339;
111;1;GRAND TERRA EXPORTAÇÃO DE GRANITOS LTDA;;1491544000166;
114;1;ASA INDUSTRIA E COMERCIO LTDA;;1551272000142;
115;1;ASA INDUSTRIA E COMERCIO LTDA;;1551272000908;
116;1;LATINA DISTRIBUIDORA DE PETROLEO LTDA;;1562225000102;
117;1;USIMAR LTDA;;1577304000189;
123;1;UNILEVER BESTFOODS LTDA;Unilever;1615814005839;
129;1;M&G FIBRAS E RESINAS LTDA.;;1651102000130;
130;1;M&G FIBRAS E RESINAS LTDA.;;1651102000300;
132;1;CIA. DE FOMENTO MINERAL;;1662827000123;
133;1;NOTARO ALIMENTOS LTDA;;1682695000282;
136;1;CALCARIO FORTE LTDA;Calcario Forte;1700294000127;
138;1;CORN PRODUCTS BRASIL INGREDIENTES;;1730520001194;
145;1;SIQUEIRA CAMPOS SHOPPING CAR PEÇAS;;1791424000184;
148;2;MIZU S/A;Mizu;1797671000198;
149;2;AGRENCO DO BRASIL S/A;;1806966000183;
152;1;MINERAÇÃO GAMMA LTDA;;1968906000167;
153;1;CRYSTALSEV COMÉRCIO E REPRESENTAÇÃO LTDA;;1979841000155;
156;1;ADM DO BRASIL LTDA;;2003402000760;
157;1;ADM DO BRASIL LTDA;;2003402000922;
158;1;ADM DO BRASIL LTDA;;2003402002380;
159;1;ADM DO BRASIL LTDA;ADM;2003402002461;
160;1;ADM DO BRASIL LTDA;;2003402002542;
161;1;ADM DO BRASIL LTDA;;2003402002704;
162;1;ADM DO BRASIL LTDA;ADM DO BRASIL;2003402002976;
163;1;ADM DO BRASIL LTDA;;2003402003352;
164;1;ADM DO BRASIL LTDA;;2003402004162;
165;1;ADM DO BRASIL LTDA;ADM do Brasil;2003402004324;
166;1;ADM DO BRASIL LTDA;;2003402004405;
167;1;ADM DO BRASIL LTDA;ADM do Brasil;2003402004839;
168;1;ADM DO BRASIL LTDA;;2003402004910;
169;1;ADM DO BRASIL LTDA;;2003402005134;
171;1;ADM DO BRASIL LTDA;ADM do Brasil;2003402005568;
172;1;ADM DO BRASIL LTDA;ADM do Brasil;2003402005649;
174;1;ADM DO BRASIL LTDA;ADM;2003402006106;
181;1;SANTOS BRASIL S/A;;2084220000257;
184;1;MINERAÇÃO SÃO DOMINGOS LTDA;;2096930000116;
188;1;CITYGUSA SIDERÚRGIA LTDA;Citygusa;2167722000160;
190;1;FERTILIZANTES/ALIANCA LTDA;FertilizanteS/Alianca;2208767000721;
191;2;ARCELOR MITTAL CONVARRI BRASIL PRODUTOS SIDERURGICOS S/A;;2235994000150;
192;1;PEDRAS NATURAIS IMPORTAÇÃO EXPORTAÇÃO LTDA;;2246772000133;
193;2;MULTIGRAIN COM. EXP. E IMPORTAÇÃO S/A;;2250783000197;
194;2;MULTIGRAIN COM. EXP. E IMPORTAÇÃO S/A;Multigrain;2250783000430;
196;1;MULTIGRAIN COM. EXP. E IMPORTAÇÃO S/A;;2250783001592;
198;1;ORGANIACOES VS LTDA;;2257587000144;
200;2;Ferrovia Transnordestina Logística S/A;Ferrovia Transnordestina Logística;17234244000131;
201;1;EXPRESSO MODAL LTDA;;2292047000100;
202;1;COMPANHIA ENERGÉTICA SANTA ELISA;;2300261000152;
204;1;TIMAC AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;;2329713000129;
205;1;TRANSPORTADORA AMIZADE LTDA;;2335956000170;
211;1;ALIANCA NAVEGAÇÃO E LOGÍSTICA LTDA;;2427026001894;
212;2;TRACTEBEL ENERGIA;;2474103000208;
213;2;ULTRAFERTIL S/A;;2476026000489;
214;2;ULTRAFERTIL S/A;;2476026000560;
215;2;ULTRAFERTIL S/A;;2476026000640;
220;1;BRASTON - BRASILIAN STONES;;2598578000117;
221;1;FERTIPAR SUDESTE ADUBOS E CORRETIVOS/AGRICOLA LTDA;;2614911000215;
223;1;GALVASUD S/A;;2618456000226;
228;1;MINERAÇÃO PLANALTO LTDA;;2672517000314;
230;1;LIJEIRO COMÉRCIO DE ALIMENTOS E TRANSPORTES LTDA ME;;2731146000132;
233;1;INDÚSTRIA NACIONAL DE AÇOS LAMINADO;;2737015000677;
234;1;ECB ROCHAS ORNAMENTAIS DO BRASIL;;2746671000121;
238;1;MEGAFORT DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA;;2782071000119;
240;1;MEGAFORT DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA;;2782071000461;
242;1;MEGAFORT DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA;;2782071000623;
244;2;COMPANHIA SIDERÚRGICA PAULISTA - COSIPA;;2790893000141;
245;2;COMPANHIA SIDERÚRGICA PAULISTA - COSIPA;;2790893000222;
248;1;EUROBRASIL LTDA;;2870306000124;
249;2;REDE GUSA, INDÚSTRIA E COMÉRCIO;Rede Gusa;2871936000113;
253;1;CERÂMICA MARGEM DO RIO DOCE LTDA - ME;;2912882000197;
257;1;CORRECTA INDÚSTRIA E COMÉRCIO LTDA;;2957104000114;
259;1;TRADIGRAIN DO BRASIL LTDA;;2982618000200;
269;1;COSIMAT SIDERURGICA DE MATOZINHOS;COSIMAT SIDERURGICA DE MATOZINHOS;3200559000153;
270;1;TMG SIDERÚRGIA LTDA;TMG Siderúrgia LTDA;3236132000105;
271;1;GRANITRADE EXPORTAÇÃO DE GRANITO LTDA;;3253898000106;
272;1;GRANITRADE EXPORTAÇÃO DE GRANITO LTDA;;3253898000360;
273;1;SBL INDÚSTRIA E COMÉRCIO LTDA;;3279501000147;
275;1;DORKING BRASIL LTDA;;3298342000128;
279;1;ADUBOS/ARAGUAIA IND E COM LTDA;AduboS/Araguaia;3306578001211;
281;1;MINERACAO CORUMBAENSE REUNIDA S/A;;3327988000196;
282;1;GUACIRA ALIMENTOS LTDA;;3329788000140;
286;1;ALIANCA NAVEGAÇÃO E LOGÍSTICA LTDA - PE;;3357428000770;
288;2;VALE S.A.;;33592510000154;
293;1;FORD MOTOR COMPANY BRASIL;;3470727000120;
294;1;COMPANHIA CIMENTO PORTLAND ITAU S/A;;3478054000317;
295;1;COMPANHIA MULLER DE BEBIDAS;;3485775000192;
302;1;USIVAL - USINA SIDERÚRGICA VALADARES LTDA;;3503445000182;
304;2;URUCUM MINERAÇÃO S/A;;3553344000116;
310;2;CIMENTO DAVI;Davi;3693299000103;
316;1;GRANITEC MARMORES E GRANITOS LTDA;;3899582000188;
317;1;COOP.AGRIC.SUL MATOGROSSENSE LTDA;;3902129000183;
319;1;GLOBAL GRANITE LTDA;Global;3913117000154;
328;1;STONEQUARRIES DO BRASIL LTDA - ME;;4001077000137;
331;2;SLC ALIMENTOS S/A;;4107020000621;
334;1;MCS LOGÍSTICA LTDA;;4159283000170;
335;2;PETRÓLEO SABBA S/A;;4169215002305;
337;1;ALBERTO PASQUALINI - REFAP S/A;;4207640000128;
338;1;SIDERÚRGICA IBERICA DO PARA S/A;;4212158000186;
343;1;AUROBINDO PHARMA INDÚSTRIA FARMACEUTICA LTDA;;4301884000175;
348;1;USISETE USINA SIDERÚRGICA SETE LAGOAS LTDA;Usisete;4360882000157;
350;1;DCNDB OVERSEAS S/A;;4375791000195;
353;1;PRIMO SCHINCARIOL IND CERV N - NE S/A;;4430717000124;
354;1;INSOL INTERTRADING DO BRASIL INDÚSTRIA E COMÉRCIO S/A;;4440724000107;
358;1;BRUMALE INDÚSTRIA DE BISCOITOS LTDA;;4493370000169;
359;1;DIST. CIMENTO VASCONCELOS LTDA;;4532125000113;
360;1;MINERACAO SANTA MARIA LTDA - EPP;;4535996000190;
361;1;R.E.D. GRANITI BRASIL LTDA;;4553263000189;
364;1;AGROPECPAR COM. IMP. E EXP. PROD. AGROPEC. LTDA;;4611284000103;
365;1;SERTRADING (BR) LTDA;Sertrading (Br) LTDA;4626426000106;
368;1;SAMIRA CRUZ COSTA COMÉRCIO;;4755145000153;
369;1;CIA SIDERÚRGICA SANTA BARBARA;;4765856000109;
370;1;FERDIL PRODUTOS METALURGICOS LTDA;Ferdil;4766768000121;
372;1;CEREALISTA NARDO;;4774663001322;
373;1;MILÊNIO COMÉRCIO E EXPORTAÇÃO LTDA;;4783944000133;
380;1;CAVA LTDA;;4975222000180;
382;1;PLASTRO DO BRASIL S/A;;5033026000150;
384;1;SIDERUNA IND. E COM.LTDA;;5057990000118;
389;1;DIVIGUSA INDÚSTRIA E COMÉRCIO;Divigusa;5250219000162;
391;1;COMASA COML MAQ E MOTORES LTDA;;5274139000147;
396;1;DISTRIBUIDORA GUANABARA;Guanabara;5456201000111;
397;1;MINAS GUSA SIDERÚRGIA LTDA;Minas Gusa Siderúrgia;5456420000109;
398;2;SIDERLAGOS SIDERÚRGIA;Siderlagos Siderúrgia;5457238000164;
402;1;SIMAR - SIDERÚRGICA MARAVILHAS LTDA;;5541165000194;
410;1;FORTALEZA PÃO LTDA;;5815477000220;
411;1;SIDERURGICA FENIX;;5826942000228;
414;1;LEV TERMOPLASTICOS LTDA;LEV;5936089000116;
415;2;NETHER IRON SIDERÚRGIA DO BRASIL S/A;Nether;6025802000132;
416;1;GIALLO VENEZIANO MINERACAO LTDA;;6037082000206;
421;1;SIDERBRAS SIDERURGICA BRASILEIRA LTDA;SIDERBRAS SIDERURGICA BRASILEIRA LTDA;6151340000280;
424;1;CIA MARANHENSE DE REFRIGERANTES - FILIAL;;6272199000940;
428;1;DURAMETAL S/A;;7041007000109;
429;1;ITAPUI BARBALHENSE IND DE CIMENTO S/A;;7052194000118;
430;1;F.C. OLIVEIRA;;7069487000370;
432;1;GRANDE MOINHO CEARENSE;;7199805000155;
433;1;M. DIAS BRANCO IND COM DE ALIMENTOS;;7206816002401;
436;1;VICUNHA NORDESTE S/A;;7332190000860;
438;2;VIENA SIDERÚRGICA S/A;;7609993000142;
439;1;GUSA NORDESTE S/A;;7636657000199;
440;1;CARBOMIL QUÍMICA S/A;;7645062000108;
442;1;COMPANHIA SIDERÚRGICA DO PARA - COSIPAR;;7919053000150;
443;1;SIMARA - SIDERÚRGICA MARABA S/A;;7933914000154;
445;1;COMAFAL - COMÉRCIO E INDÚSTRIA DE;;8195406000340;
446;1;CIMENTO POTY S/A;;8567539000139;
448;1;CIMENTO POTY S/A;;8567539003316;
451;1;BENTONIT UNIÃO NORDESTE INDUSTRIA E COMERCIO LTDA;BENTONIT UNIÃO NORDESTE INDUSTRIA E COMERCIO LTDA;8811119000822;
453;1;JOÃO IRAN DE VASCONCELOS;;9486374000133;
454;2;MARGUSA-MARANHAO GUSA S/A;;10255321000271;
456;1;ITAPICURU AGRO INDÚSTRIAL S/A;;10319846000142;
458;1;SIMASA - SIDERÚRGICA DO MARANHÃO S/A;;10426518000226;
459;1;COSIMA - SIDERÚRGICA DO MARANHÃO LTDA;Cosima;10431245000127;
461;1;USINA PETRIBU S/A;;10645075000183;
464;1;CIA. PB CIMENTO PORTLAND;;10804300000187;
465;1;CIA ACUC GOIANA USINA N S DAS MARAVILHAS;;10836195000168;
467;1;CCB - CIMPOR CIMENTOS DO BRASIL LTDA;;10919934002471;
470;1;CCB - CIMPOR CIMENTOS DO BRASIL LTDA;;10919934004415;
473;1;J B AÇÚCAR E ÁLCOOL LTDA;;11427572000178;
474;1;ITAPISSUMA S/A;;11482080000185;
477;1;USINA CRUANGI S/A;;11809134000174;
483;1;LAGINHA AGRO INDÚSTRIAL LTDA;;12274379000700;
485;2;LAGINHA AGRO INDÚSTRIAL LTDA;Laginha;12274379000964;
486;1;USINA CAETÉ S/A - UNIDADE DELTA;;12282034001096;
489;1;MAURICEA ALIMENTOS DO NORDESTE LTDA;;12819074000133;
490;1;POLIALDEN PETROQUÍMICA S/A;;13545769000137;
491;1;DETEN QUÍMICA S/A;;13546106000137;
494;1;POLITENO INDÚSTRIA E COMÉRCIO S/A;;13603683000113;
495;2;ELEKEIROZ S/A;Elekeiroz;13788120000147;
498;2;USINAS ITAMARATI S/A;;15009178000170;
500;1;COMPANHIA FERRO LIGAS DA BAHIA S/A;;15141799000103;
501;1;VALE MANGANES S/A;;15144306000199;
502;2;VALE MANGANES S/A;;15144306003295;
503;2;VALE MANGANES S/A;Rio Doce;15144306003376;
504;1;VALE MANGANES S/A;;15144306006553;
505;1;VALE MANGANES S/A;;15144306006987;
507;2;CARAIBA METAIS;Caraiba Metais;15224488000108;
508;1;DOW BRASIL NORDESTE INDUSTRIAL LTDA;Dow Brasil;15255680000323;
510;2;CIMENTO SERGIPE;Cimesa;15612930001650;
517;1;COFERGUSA - INDÚSTRIA E COMÉRCIO DE FERRO GUSA UNIAO;Cofergusa;16557266000170;
518;1;TEKSID DO BRASIL;Teksid;16694812000114;
520;2;SG COMERCIO EXTERIOR SA;SG COMERCIO EXTERIOR SA;16766164000164;
521;1;ITASIDER USINA SIDERÚRGICA ITAMINAS S/A;;16852451000278;
522;1;NOVO NORDISK PRODUÇÃO FARMACEUTICA DO BRASIL;;16921603000166;
524;2;COMPANHIA SETELAGOANA DE SIDERÚRGIA - COSSISA;Cossisa;16942195000129;
525;1;CERÂMICA SANTA CRUZ LTDA;;16960916000123;
529;2;DOMINGOS COSTA INDÚSTRIAS/ALIMENTÍCIAS;Domingos Costa;17159518000175;
530;1;COMPANHIA SIDERÚRGICA PITANGUI;Pitangui;17159559000242;
531;1;MARMOCIL LTDA;;17167032000189;
532;1;MARMOCIL LTDA;;17167032000260;
533;1;V & M DO BRASIL S/A;;17170150000146;
534;1;MINERAÇÃO RIO VERDE LTDA;;17195322000136;
535;2;LIGAS DE ALUMÍNIO S/A LIASA;Liasa;17221771000292;
536;2;GERDAU ACOMINAS S/A;Gerdau Acominas S/A;17227422000105;
538;1;GERDAU ACOMINAS S/A;;17227422002817;
539;2;GERDAU ACOMINAS S/A;Gerdau Aços Longos;17227422003384;
540;1;GERDAU ACOMINAS S/A;;17227422006057;
541;1;GERDAU AÇOMINAS S/A;;17227422007371;
542;1;GERDAU ACOMINAS S/A;;7358761005128;
543;3;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;Cooperativa Central dos Produtores Rurais de Minas Gerais LTDA;17249111000139;
544;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111001291;
547;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111003740;
548;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111007575;
549;1;COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA;;17249111007656;
552;2;ARCELORMITTAL BRASIL S.A.;;17469701003435;
553;2;ARCELORMITTAL BRASIL S/A;;17469701003788;
554;2;ARCELORMITTAL BRASIL S/A;ARCELORMITTAL BRASIL S.A.;17469701004911;
555;2;ARCELORMITTAL BRASIL S/A;;17469701005306;
556;2;USIMINAS MECANICA S/A;Usiminas Mecanica S/A Est Unif;17500224000246;
557;2;USIMINAS MECANICA S/A;;17500224002109;
558;1;METALSIDER LTDA;Metalsider;17635277000193;
559;2;ABC-INDUSTRIA E COMERCIO S/A-ABC-INCO;;17835042000145;
560;1;TERRENA AGRONEGOCIOS;Terrena;18104802000107;
562;1;MINCOEL MINERAÇÃO, INDÚSTRIA, COMÉRCIO E EXPORT. LTDA;;18531152000186;
563;1;BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME;Belgo;18786988000121;
567;2;COMERCIAL SANTA IDALIA S/A;;19324029000319;
568;2;VALE FERTILIZANTES S/A;;19443985000158;
569;1;CERÂMICA DO ESPANHOL LTDA;;19594928000170;
570;1;CERÂMICA COTA ALVES E ROCHA LTDA;;19597541000177;
571;1;LUCAPE SIDERÚRGIA LTDA;;19651561000189;
572;1;ETGRAN MINERAÇÃO LTDA;;19677962000108;
575;1;MAGNESITA S/A;;19791268003485;
576;1;NOVA ERA SILICON S/A;;19795665000167;
577;1;SAMA SANTA MARTA SIDERÚRGIA LTDA;Sama;19881671000137;
578;2;SIDERÚRGICA VALINHO S/A;Valinho;20144085000946;
579;1;SÃO CRISTOVAO COMERCIAL EXPORTADORA INDÚSTRIA E COMÉRCIO LTDA;;20144374000198;
580;1;SIDERURGICA BANDEIRANTE LTDA;SIDERURGICA BANDEIRANTE LTDA;20145421000118;
581;1;SIDERURGIA SANTO ANTONIO LTDA.;SIDERURGIA SANTO ANTONIO LTDA.;20148953000109;
582;1;FERROESTE INDÚSTRIAL LTDA;;20150090000104;
585;1;INSIVI INDÚSTRIA SIDERÚRGICA VIANA LTDA;Insivi;20174157000140;
586;1;AVG SIDERÚRGIA LTDA;Avg;20176160000284;
587;1;SIDERPA SIDERÚRGICA PAULINO LTDA;Siderpa;20177101000140;
588;2;PLANTAR SIDERÚRGICA;Plantar;20388757000101;
589;2;SADIA S/A;;20730099004009;
590;1;COIRBA SIDERÚRGICA LTDA;Coirba;20774139000108;
591;1;SIDERÚRGICA PIRATININGA LTDA;;20877502000102;
592;1;SIDERÚRGIA SÃO SEBASTIAO DE ITATIAIUCU S/A;;21255815000191;
594;2;MOINHOS VERA CRUZ S/A;Vera Cruz;21554274000526;
596;1;USIPAR INDUSTRIA E COMERCIO LTDA;USIPAR INDUSTRIA E COMERCIO LTDA;21587696000336;
598;1;VACCINAR INDÚSTRIA E COMÉRCIO;Vaccinar;21820014000121;
599;2;COSSISA AGROINDÚSTRIAL S/A;Cossisa;21864236000146;
601;1;COMPANHIA SIDERÚRGICA VALE DO PINDARÉ;Pindaré;22016026000160;
603;2;FERTILIZANTES HERINGER S/A;;22266175001311;
604;2;FERTILIZANTES HERINGER S/A;;22266175002121;
605;2;FERTILIZANTES HERINGER S/A;;22266175002202;
606;2;FERTILIZANTES HERINGER S/A;;22266175002555;
618;1;CIA DE TECIDOS NORTE DE MINAS - COTEMINAS;;22677520001148;
620;2;SIDERÚRGICA ALTEROSA S/A;Alterosa;23117229000106;
621;1;SIDERURGICA SAO LUIZ LTDA;SIDERURGICA SAO LUIZ LTDA;23157852000192;
622;1;MINERAÇÃO JUPARANÁ LTDA;;23290216000134;
623;2;GRANITOS SÃO FRANCISCO LTDA;São Francisco;23323058000252;
625;1;ALCOA ALUMÍNIO DO BRASIL S/A;;23637697000705;
627;1;RICARDO FERREIRA DE ANDRADE;;23678519000129;
629;1;MINERAÇÃO CAPAO DAS PEDRAS;Mineração Capao;23836620000160;
631;2;CIA. CIMENTO PORTLAND ITAÚ S/A;Cimento Portland Itau;24030025009667;
632;1;GRANSENA EXPORTAÇÃO E COMERCIO LTDA;;24042913000139;
633;1;AGROPECUÁRIA SERROTE REDONDO;Serrote Redondo;24084055000195;
636;2;ARCELOR BRASIL SA;Belgo Mineira;24315012000416;
637;2;ARCELOR BRASIL SA;Arcelormittal Brasil;24315012000505;
642;1;SIDERÚRGICA NOROESTE LTDA;Noroeste;24987463000157;
643;1;CONTRAIL;Calsete;24995227000182;
644;1;SICAFE PRODUTOS SIDERURGICOS LTDA;Sicafe;25003856000141;
645;1;TRANSPORTES SÃO GERALDO LTDA;;25284506000109;
649;1;AGRONELLI INDÚSTRIA E COMÉRCIO LTDA;;25778390000156;
650;1;XANGAI INDÚSTRIAL IMPORTADORA E EXPORTADORA LTDA;Xangai;25796285000140;
651;2;MOINHO SUL MINEIRO S/A;;25860305000102;
652;1;MGS MINAS GERAIS SIDERÚRGIA LIMITADA;MGS;25988676000247;
654;1;PRODESIVO INDÚSTRIA E COMÉRCIO LTDA;;26500579000145;
655;1;COOAGRI COOP.AGROPEC. E INDÚSTRIAL;;26827998000196;
656;1;COMPANHIA ITALO BRASILEIRA DE PELOTIZAÇÃO - ITABRASCO;;27063874000144;
658;1;ITABIRA AGRO INDÚSTRIAL S/A;;27175959000114;
662;1;MARSAL MARMORE SALVIANO LTDA;Marsal;27186741001641;
663;1;SANTO ANTONIO GRANITOS LTDA;;27188739000125;
664;1;MARBRASA MARMORES E GRANITOS DO BRASIL LTDA;Marbrasa;27189489000148;
665;1;CIA. HISPANO BRASILEIRA DE PELOTIZACAO - HISPANOBRAS;;27240092000133;
666;1;COMPANHIA NIPO BRASILEIRA DE PELOTIZAÇÃO - NIBRASCO;;27251842000172;
667;1;ARCELORMITTAL TUBARAO COMERCIAL S/A;;27251974000102;
669;1;ARCELORMITTAL TUBARAO COMERCIAL S/A;;27251974000447;
671;1;GRANASA GRANITOS NACIONAIS LTDA;;27354703001065;
673;1;CHOCOLATES GAROTO S/A;;28053619000183;
675;1;COIMEX - CIA IMPORT. E EXPORTADORA;;28163699002335;
678;1;BRASIL EXPORTAÇÃO DE MARMORES E GRANITOS LTDA;;28490043000111;
679;1;MULTITEX LOGÍSTICA INTEGRADA LTDA;;28492544000137;
681;1;SAINT - GOBAIN CANALIZACAO S/A;;28672087000162;
682;1;SAINT - GOBAIN CANALIZACAO S/A;;28672087000324;
687;1;TRANSPORTADORA JB FERNANDES LTDA;Transportadora JB;29873841000195;
689;1;MEC PREC;;31228703000286;
690;1;G+R GRANITOS LTDA;;31488562000150;
691;1;BRACON MINERAÇÃO EXPORTAÇÃO IMPORTAÇÃO LTDA;;31579113000117;
692;1;BRACON MINERAÇÃO EXPORTAÇÃO IMPORTAÇÃO LTDA;;31579113000206;
694;2;GLENCORE IMPORTADORA E EXPORTADORA S/A;;32441636000408;
695;1;MARBELLA GRANITOS E MARMORES LTDA;;32462137000154;
696;1;GRAMAZINI GRANITOS E MARMORES THOMAZINI LTDA;Gramazini;32485369000128;
700;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092000169;
701;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092000916;
702;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;Esso;33000092005128;
703;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092006957;
705;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092007414;
706;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092009204;
708;2;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092020356;
709;1;COSAN LUBRIFICANTES E ESPECIALIDADES S/A;;33000092024009;
710;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167009320;
711;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167057723;
712;1;PETRÓLEO BRASILEIRO S/A PETROBRAS;;33000167100750;
713;2;PETRÓLEO BRASILEIRO S/A PETROBRAS;Petrobras;33000167112252;
715;1;CIMENTO TUPI S/A;;33039223000111;
716;1;CIMENTO TUPI S/A;Cimento Tupi;33039223000626;
717;1;CIMENTO TUPI S/A;;33039223000979;
718;1;CIMENTO TUPI S/A;;33039223001436;
719;2;CIMENTO TUPI S/A;;33039223002750;
721;2;COMPANHIA SIDERURGICA NACIONAL;Companhia Siderúrgica Nacional - CSN;33042730001771;
722;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766000181;
725;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766002044;
726;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766004179;
728;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766004926;
729;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766012198;
730;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766012600;
731;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766018714;
734;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122000127;
736;2;IPIRANGA PRODUTOS DE PETROLEO S.A;;33337122004386;
737;2;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122006168;
738;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122007300;
739;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122008454;
740;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122012800;
741;2;IPIRANGA PRODUTOS DE PETROLEO S/A;Ipiranga;33337122013377;
742;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122014500;
743;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122015906;
744;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122018174;
745;1;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122020233;
746;2;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122021124;
747;2;ACESITA S/A;;33390170000189;
748;2;APERAM INOX AMERICA DO SUL S/A;Acesita;33390170001312;
750;1;MINERAÇÕES BRASILEIRAS REUNIDAS;;33417445000120;
751;1;RAIZEN COMBUSTIVEIS S/A;;33453598000123;
753;1;RAIZEN COMBUSTIVEIS S/A;;33453598016631;
754;1;RAIZEN COMBUSTIVEIS S/A;Shell;33453598018766;
756;2;VALE S/A;;33592510000740;
757;2;VALE S/A;;33592510016409;
758;2;VALE S.A.;;33592510021909;
759;2;VALE S/A;;33592510022042;
760;2;VALE S/A;Estrada de Ferro Vitória-Minas;33592510026200;
763;2;VALE S.A.  USVN1;VALE S.A.  USVN;33592510043473;
764;1;GERDAU ACOMINAS S/A;;33611500000119;
