CodigoPessoaJuridica;CodigoTipoEmpresa;RazaoSocial;NomeFantasia;NumeroCNPJ;NumeroInscricaoEstadual
3310;1;CIBRACO COMÉRCIO E INDÚSTRIA DE FERRO E ACO LTDA;Cibraco Comércio e Indústria de Ferro e Aco LTDA;3172722000111;
3311;2;MOINHO SÃO JORGE S/A;Moinho São Jorge S/A;2267206000108;
3312;1;ANTOLINI DO BRASIL PEDRAS NATURAIS LTDA;;5778327000102;
3313;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525014834;
3314;1;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589009720;
3315;1;GLOBOAVES SÃO PAULO AGROAVICOLA LTDA;;7580512001861;
3316;2;PEIU SOCIEDADE DE PROPOSITO ESPECIFICO - SPE S/A;;2385710000102;
3317;2;LAFARGE BRASIL S/A;;61403127006934;
3321;1;MINERAÇÃO CORCOVADO DE MINAS LTDA;;39282298000881;
3322;1;AGREX DO BRASIL AGRONEGÓCIOS LTDA;Agrex;6025608000408;
3323;2;ROMAGNOLE PRODUTOS ELETRICOS S/A;;78958717001371;
3324;2;BRADO LOGISTICA S.A.;;3307926000112;
3325;2;INDEPENDENCIA S/A;;2862776000308;
3326;1;SIPAL INDUSTRIA E COMERCIO LTDA;;2937632001264;
3327;2;KLABIN S/A;;89637490013557;
3328;1;COMERCIAL PHB DE AREIA CASCALHO E BRITA LTDA;;333594000152;
3329;2;COMPANHIA MINUANO DE ALIMENTOS;;91154690001322;
3330;1;ARSE COM. IMPORT. E EXPORT. LTDA;;1460673000197;
3331;2;BRASKEM S/A;;42150391001223;
3332;1;CONSTRUTORA OAS LTDA;;14310577004606;
3333;2;INSPECTION COMÉRCIO E SERVIÇOS S/A;;2808642000147;
3334;2;VOTORANTIM METAIS;VOTORANTIM METAIS;18499616000548;
3335;1;ROCHA BRANCA MINERAÇÃO COMÉRCIO E EXPORTAÇÃO LTDA;;2158366000119;
3339;1;EIF - ENGENHARIA E INVESTIMENTOS FERROVIARIOS LTDA;EIF - Engenharia e Investimentos Ferroviarios LTDA;4657085000136;
3340;2;BUNGE ALIMENTOS S/A;;84046101053637;
3341;2;APOLO TUBULARS S/A;Apolo Tubulars S/A;42419150000184;
3342;2;USINAS SIDERURGICAS DE MINAS GERAIS S/A;USIMINAS;60894730004011;
3343;2;RAIZEN ENERGIA S.A;;8070508006702;
3344;1;SIPAL INDUSTRIA E COMERCIO LTDA;;2937632002660;
3345;2;L.P BRASIL OSB INDÚSTRIA E COMÉRCIO S/A;;9408913000116;
3346;1;TRANZAL TRANSPORTES ZANELLA LTDA;;77393361000170;
3347;2;INDEPENDENCIA S/A;;2862776000650;
3348;1;NIDERA SEMENTES LTDA;Nideira Sementes;7053693000715;
3349;1;ADM DO BRASIL LTDA;;2003402001147;
3350;2;BUNGE ALIMENTOS S/A;;84046101046770;
3351;2;FRANCIELE SANDRI DA SILVA;;7339629000100;
3352;2;BUNGE ALIMENTOS S/A;;84046101043160;
3353;1;SEMENTES ESTRELA COMERCIO IMPORTACAO E EXPORTACAO LTDA;;1889918000104;
3354;2;ARREPAR PARTICIPAÇÕES S/A;;61095048000115;
3355;2;SATIPEL INDÚSTRIAL S/A;;97837181001542;
3356;1;BERTOLO AGROINDÚSTRIAL LTDA;;52317435000168;
3357;1;SIMASUL SIDERÚRGIA LTDA;;7084299000159;
3358;3;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589004176;
3359;2;CARGILL AGRICOLA S A;;60498706005892;
3360;2;CARGILL AGRICOLA S A;;60498706005973;
3361;2;CARGILL AGRICOLA S A;Cargill;60498706031893;
3362;2;CARGILL AGRICOLA S A;;60498706004900;
3363;2;CARGILL AGRICOLA S A;;60498706031460;
3364;1;S. F. DOS SANTOS - INDÚSTRIA COMÉRCIO E SERVIÇOS ME;;36415461000172;
3365;2;FERTILIZANTES HERINGER S/A;;22266175004094;
3366;1;ADM DO BRASIL LTDA;ADM DO BRASIL LTDA;2003402008311;
3367;2;PETROQUÍMICA PAULINIA S/A;;7698405000275;
3368;1;ASPEN DISTRIBUIDORA DE COMBUSTIVEIS LTDA;;1382912000219;
3369;1;DELLA COLETTA - USINA DE AÇÚCAR E ÁLCOOL LTDA;;44691236000197;
3370;2;CARGILL AGRICOLA S A;;60498706031540;
3371;1;GRANULE EXPORTADORA E IMPORTADORA LTDA;;5920123000164;
3372;1;DISAM DISTRIBUIDORA DE INSUMOS/AGRIC SUL AMERICA LTDA;;76154749001046;
3373;2;VOTORANTIM CIMENTOS BRASIL;;96824594001791;
3374;1;ADM DO BRASIL LTDA;ADM DO BRASIL;2003402001066;
3375;2;MARFRIG FRIGORIFICOS E COMÉRCIO DE ALIMENTOS S/A;;3853896000301;
3376;2;VANGUARDA DO BRASIL S/A;VANGUARDA DO BRASIL S.A.;1672342000110;
3377;1;AVANT LOGÍSTICA E ARMAZENS GERAIS LTDA;;4072449000116;
3378;2;CIA. IGUACU DE CAFE SOLUVEL;;76255926000190;
3379;2;USINA ALTO ALEGRE S/A - AÇÚCAR E ÁLCOOL;;48295562001884;
3380;3;COOAMAT COOPERATIVA AGROINDÚSTRIAL DO MATO GROSSO;;6889621000154;
3381;1;BUN - TECH, TECNOLOGIA EM INSUMOS LTDA;;56998438000246;
3382;1;CONCRELUX SERVIÇOS DE CONCRETAGEM LTDA;;526744000144;
3383;2;J MACEDO ALIMENTOS S/A;;15102213002498;
3384;2;CAMERA AGROALIMENTOS S/A;;98248644001684;
3385;2;OCRIM S/A PRODUTOS/ALIMENTÍCIOS;;61065199000473;
3386;1;SULTRIGO CEREAIS COMÉRCIO ATACADISTA LTDA;;7928238000201;
3387;1;TRES TENTOS AGROINDUSTRIAL SA;;94813102000846;
3388;2;TRACOMAL NORTE GRANITOS LTDA;;5950723000841;
3389;2;EMPRESA MINEIRA DE GRANITOS LTDA;;86430535000207;
3390;1;TRACOMAL NORTE GRANITOS LTDA;;5950723000922;
3391;1;BRASIL VERDE AGROINDÚSTRIAS LTDA;;1652197000297;
3392;2;COMERCIAL SANTA IDALIA S/A;;19324029000580;
3393;1;TRANSPORTES NOGUEIRA LIMA LTDA;;16836793000113;
3394;2;COSAN S/A INDUSTRIA E COMERCIO;;50746577003050;
3395;1;UTC OVERSEAS BRASIL LTDA;UTC;2612230000560;
3396;2;CARGILL AGRICOLA S/A;CARGILL AGRICOLA S/A;60498706009618;
3397;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;AMAGGI EXPORTACAO E IMPORTACAO LTDA;77294254003290;
3398;1;TEAG - TERMINAL DE EXPORTAÇÃO DE AÇÚCAR DO GUARUJA LTDA;;4721589000178;
3399;2;NUTRIPLANT INDÚSTRIA E COMÉRCIO S/A;;51128999000190;
3400;2;BRF S/A;;1838723016988;
3401;1;FV COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE CEREAIS LTDA;;8509046000142;
3402;2;ARCELORMITTAL TUBARAO COMERCIAL S/A;;27251974001338;
3403;3;C.VALE COOPERATIVA AGROINDUSTRIAL;C.VALE;77863223006490;
3404;1;TIMAC AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;;2329713000714;
3405;1;CEREALISTA RIGON E CERETTA LTDA;;3522692000126;
3406;2;SANTA FE VAGOES S/A;;6186839000142;
3407;2;CAMERA AGROALIMENTOS S/A;;98248644002656;
3408;1;VIB COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;6305291000102;
3409;2;ARCELORMITTAL TUBARAO COMERCIAL S/A;;27251974001095;
3410;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525017698;
3411;2;LOUIS DREYFUS COMMODITIES BRASIL S/A;;47067525017850;
3412;2;FERTILIZANTES HERINGER S/A;;22266175003101;
3413;2;MULTIGRAIN S/A;;6963088002410;
3414;2;MULTIGRAIN S/A;;6963088000395;
3415;2;CSN CIMENTOS S/A;CSN Cimentos;42564807000105;
3416;1;PROLUMINAS LUBRIFICANTES LTDA;;23821176000100;
3417;3;COAMO AGROINDÚSTRIAL COOPERATIVA;;75904383001284;
3418;2;INSOL INTERTRADING DO BRASIL INDÚSTRIA E COMÉRCIO S/A;;4440724001855;
3419;2;BRF S/A;;1838723004548;
3420;1;TRIGAL COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E REPRESENTAÇÕES LTDA;;4816579000116;
3421;2;USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS;;60894730006308;
3422;2;COSAN S/A INDUSTRIA E COMERCIO;;50746577008957;
3423;2;RAIZEN ENERGIA S.A;RAIZEN ENERGIA S.A;8070508008314;
3424;2;COSAN S/A INDUSTRIA E COMERCIO;;50746577009090;
3425;1;MGE - EQUIPAMENTOS E SERVICOS FERROVIARIOS LTDA;;67151258000321;
3426;1;VALLOUREC & SUMITOMO TUBOS DO BRASIL LTDA;VSB;8689024000292;
3427;2;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;;80671003044;
3428;2;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;Caramuru Alimentos;80671002900;
3429;2;BRADO LOGISTICA S/A;;3307926001194;
3430;1;EXPANSÃO COMÉRCIO E REPRESENTAÇÕES LTDA;Expansão;5805767000101;
3431;1;FIBRIA MS  CELULOSE SUL MATOGROSSENSE LTDA;FIBRIA MS  CELULOSE SUL MATOGROSSENSE LTDA;36785418001502;
3432;2;CARGILL AGRICOLA S A;;60498706028400;
3433;2;CARGILL AGRICOLA S A;CARGILL AGRICOLA S A;60498706030064;
3434;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766001900;
3435;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766003105;
3436;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766003792;
3437;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766003954;
3438;1;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766004500;
3439;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766014131;
3440;2;BRASKEM S/A;;42150391004087;
3441;2;BRF S/A;;1838723006753;
3442;3;COOPERATIVA MISTA AGROPECUÁRIA DO BRASIL - COOPERMIBRA;;2315631000206;
3443;1;PIRAGIBE F. SANTOS JUNIOR & CIA LTDA;;3272406000111;
3444;2;BRADO LOGISTICA S/A;;3307926000970;
3445;1;CARMO & PADILHA LTDA;;3811989000101;
3446;1;BF COMÉRCIO DE CEREAIS LTDA;;3979269000150;
3447;1;NAVICON DO BRASIL LTDA;;4470137000160;
3448;1;CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA;;5492968000287;
3449;1;GRANULE EXPORTADORA E IMPORTADORA LTDA;;5920123000911;
3450;1;PRATA COMÉRCIO DE CEREAIS LTDA;;6946277000350;
3451;1;NIDERA SEMENTES LTDA;;7053693000987;
3452;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766004330;
3453;1;BUN - TECH, TECNOLOGIA EM INSUMOS LTDA;;56998438000670;
3454;1;VILELA VILELA & CIA LTDA;;78907771000235;
3455;2;BUNGE ALIMENTOS S/A;;84046101035817;
3456;2;BUNGE ALIMENTOS S/A;;84046101037941;
3457;2;BUNGE ALIMENTOS S/A;;84046101042783;
3458;1;U.S/A - USINA SANTO ANGELO LTDA;;19537471000161;
3459;3;COAMO AGROINDÚSTRIAL COOPERATIVA;Coamo - Tupassi;75904383007215;
3460;2;VALE S.A.;;33592510004494;
3461;2;RIBEIRÃO S/A;Ribeirão;6855894000188;
3462;2;CARGILL AGRICOLA S A;;60498706029562;
3463;2;BRF S/A;;1838723023259;
3464;2;BRASKEM S/A;;42150391003781;
3465;1;AURELIO GOETTEMS;;74772823000171;
3466;2;MILITAO MAXIMO DIAS JUNIOR;;74218405000137;
3467;1;CBM BRASIL EXPORTAÇÃO E IMPORTAÇÃO;;7615462000162;
3468;2;CARGILL AGRICOLA S A;CARGILL AGRICOLA;60498706028914;
3469;2;BRF S/A;;1838723012214;
3470;1;ENERGY COMERCIAL IMPORTADORA E EXPORTADORA LTDA;;60014354000117;
3471;2;BUNGE ALIMENTOS S/A;;84046101054366;
3472;2;COM E IND BREITHAUPT S/A;;84429810002525;
3473;3;LUIZ SCHIRMAN FILHO;;88579701000178;
3474;3;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589003285;
3475;1;MINERMIX - MINERAÇÃO LTDA;;4548659000138;
3476;2;CARGILL AGRICOLA S A;;60498706030145;
3477;2;CARGILL AGRICOLA S A;;60498706014379;
3478;2;COMPANHIA BRASILEIRA DE PETROLEO IPIRANGA;;33069766002206;
3479;1;ALVORADA MINERAÇÃO COMÉRCIO E EXPORTAÇÃO LTDA;;7540465000265;
3480;1;MONTEROSSO COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE MARMORES E GRANITOS LTDA - EPP;;9529725000146;
3481;1;SIDERURGICA BARAO DE MAUA LTDA;SIDERURGICA BARAO DE MAUA LTDA;7022780000110;
3482;1;ADM DO BRASIL LTDA;;2003402008400;
3490;2;RUMO LOGISTICA OPERADORA MULTIMODAL S.A;Rumo Logistica Operadora Multimodal;71550388000142;
3491;2;CARGILL AGRICOLA S.A;CARGILL AGRICOLA S.A;60498706006600;
3492;2;CARGILL AGRICOLA S A;CARGILL AGRICOLA S A;60498706009456;
3493;2;CARAMURU ALIMENTOS S.A.;;80671002668;
3494;1;MIRAGRAOS COMERCIAL LTDA ME;;4143039000119;
3495;1;M3 LOGISTICS SOLUTIONS LTDA EPP;;4950554000100;
3496;2;ALE COMBUSTIVEIS S/A;;1136598002238;
3497;1;GUACIRA ALIMENTOS LTDA;;48347736000248;
3498;3;C.VALE COOPERATIVA AGROINDUSTRIAL;C.VALE;77863223008434;
3499;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254004939;
3500;2;MOINHOS CRUZEIRO DO SUL S/A;;88301155000109;
3501;1;CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA;CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA;5492968000449;
3502;2;NOBLE BRASIL;;6315338001514;
3503;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254002057;
3504;2;MITSUBISHI CORPORATION DO BRASIL S/A;;61090619000129;
3505;1;IRMAOS BOCCHI & CIA LTDA;;77804847000234;
3506;1;VOTORANTIM CIMENTOS BRASIL;;96824594017280;
3507;2;BRADO LOGISTICA S/A;;3307926000899;
3508;2;POLIVIAS S/A TRANSPORTES E SERVIÇOS;;53611828000223;
3509;1;AAM DO BRASIL LTDA;;3368638000178;
3510;2;DOUX FRANGOSUL S/A AGRO AVICOLA IND;;91374561007461;
3511;1;ADM DO BRASIL LTDA;;2003402001902;
3512;1;M. DIAS BRANCO IND COM DE ALIMENTOS;M. Dias Branco;7206816000115;
3513;2;COMERCIAL SANTA IDALIA S/A;;19324029000157;
3514;2;TRACOMAL MINERAÇÃO S/A;;450220000702;
3515;1;TRANSUL TRANSPORTE LTDA;;35196765000123;
3516;2;MULTIGRAIN S/A;;6963088001529;
3517;2;MULTIGRAIN S/A;;6963088003904;
3518;2;MULTIGRAIN ARMAZENS GERAIS S/A;;4715431001671;
3519;2;FERTILIZANTES HERINGER S/A;;22266175004256;
3520;2;COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E ALCOOL DO ESTADO DE SAO PAULO.;;61149589013914;
3524;1;CDM DO BRASIL IND. E COM. DE CEREAIS LTDA;CDM do Brasil;8609712000114;
3525;1;CONSTRUTORA G & F LTDA;G & F;63362347000102;
3526;2;NOVA AMERICA S/A - COMERCIAL;Usina Nova América;9311706000149;
3527;2;RAIZEN ENERGIA S.A;;8070508006532;
3528;1;COMAFAL - COMÉRCIO E INDÚSTRIA DE;Comafal;8195406000774;
3529;1;CEREALISTA MAVIL LTDA;Mavil;81371510000177;
3530;2;CARGILL AGRICOLA SA;CARGILL AGRICOLA SA;60498706006279;
3531;2;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;;80671001181;
3532;1;REJAILE DIST. PETRÓLEO LTDA;;209895000330;
3533;2;KLABIN S/A;;89637490013638;
3534;1;TERRA ROXA LOGÍSTICA E TRANSPORTES;;9674114000191;
3535;1;S & W EXPORTADORA LTDA;;4373525000123;
3536;2;CARGILL AGRICOLA S A;CARGILL AGRICOLA S A;60498706034485;
3537;2;DOUX FRANGOSUL S/A AGRO AVICOLA IND;;91374561009839;
3538;1;INDUKERN DO BRASIL QUIMICA LTDA;;72923113000170;
3539;2;COMTRAFO INDÚSTRIA DE TRANSFORMADORES ELETRICOS S/A;;138806000140;
3540;1;SEBBEN INDÚSTRIA E COMÉRCIO DE CEREAIS LTDA;;90778234000408;
3541;2;ALE COMBUSTIVEIS S/A;;23314594004793;
3542;1;MINERMIX - MINERAÇÃO LTDA;;4548659000308;
3543;2;BUNGE ALIMENTOS S/A;Bunge Alimentos;84046101026150;
3544;1;TRES IRMAOS GRANITOS EXPORTAÇÃO IMPORTAÇÃO LTDA;;36005437000165;
3546;2;BUNGE ALIMENTOS S/A;;84046101039308;
3548;1;COSIFER SIDERÚRGIA LTDA;;10852500000105;
3549;1;MINERACAO VALE DU GRANITO LTDA;;7280781000164;
3550;1;BIFF TRANSPORTES RODOVIARIOS LTDA;;3521203000111;
3551;1;GEFCO LOGÍSTICA DO BRASIL LTDA;Gefco Logística;3094658000106;
3552;1;TG AGRO INDÚSTRIAL LTDA;TG Agro;2126558000143;
3553;2;VOTORANTIM CIMENTOS N/NE S/A;Votorantim;10656452004410;
3554;1;URBANO AGROINDÚSTRIAL LTDA;Urbano;84432111000167;
3555;1;CEREALISTA FORQUILHINHA LTDA;Rampinelli;79416541000155;
3556;1;PEREIRA CARDOSO COM. DE ARMARINHO LTDA;Pereira Cardoso;8983070000119;
3557;1;FUAD RASSI ENGENHARIA IND. E COM. LTDA;Fuad;1701309000171;
3558;1;MORELLI ALIMENTOS LTDA;Morelli;8528561000170;
3559;1;CSW IMPORTAÇÃO E EXPORTAÇÃO DE GRAOS LTDA;;7651584000104;
3560;2;LOUIS DREYFUS COMMODITIES/AGROINDÚSTRIAL S/A;;831373005173;
3561;2;IACO AGRICOLA S/A;;7895728000682;
3562;1;NIDERA SEMENTES LTDA;;7053693000804;
3563;1;NIDERA SEMENTES LTDA;;7053693001444;
3564;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;;77294254002804;
3565;1;NIDERA SEMENTES LTDA;;7053693001525;
3566;1;SIPAL ASSESSORIA E PARTICIPAÇÕES LTDA;;83832683000170;
3567;2;BUNGE ALIMENTOS S/A;;84046101040063;
3568;1;MARASCA COMÉRCIO DE CEREAIS LTDA;;94106747000172;
3569;3;COOPERATIVA DE AGRONEGOCIOS DO PLANALTO MEDIO DO RIO GRANDE DO SUL;;8946040000132;
3570;2;BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A;;7322382000119;
3571;1;HERTER CEREAIS LTDA;;4830828000128;
3572;2;TIMBO EMPREENDIMENTOS FLORESTAIS S/A;;9469900001048;
3573;1;DEVAS IMPORTAÇÃO E EXPORTAÇÃO DE ALIMENTOS LTDA;;144921000128;
3574;1;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;;79038097002559;
3575;1;TOSHIBA TRANSMISSÃO E DISTRIBUIÇÃO DO BRASIL LTDA;;8870769000172;
3577;1;MASISA DO BRASIL LTDA;;606549002682;
3578;2;BRF S/A;;1838723023925;
3579;1;VIDA ALIMENTOS LTDA;;2399654000246;
3580;1;SIPAL INDUSTRIA E COMERCIO LTDA;;2937632003208;
3581;1;CORRECTA INDÚSTRIA E COMÉRCIO LTDA;;2957104001277;
3582;1;JOSE INACIO HANAUER E CIA LTDA;;5350009000146;
3583;1;PONTUAX ARMAZEM DE COMBUSTIVEIS E DERIVADOS DE PETRÓLEO LTDA;;6196631000104;
3584;1;TRANSPORTADORA CRUZALTENSE LTDA - ME;;8218608000107;
3585;1;ANGELO BUSANELLO & CIA LTDA;;9026997000123;
3586;1;CCB - CIMPOR CIMENTOS DO BRASIL LTDA;;10919934001580;
3587;2;BIOSEV S/A;BIOSEV S.A.;15527906000721;
3588;1;BASEQUIMICA PRODUTOS QUIMICOS LTDA;BASEQUIMICA PRODUTOS QUIMICOS LTDA;65763377000148;
3589;2;INDÚSTRIA E COMÉRCIO DE CARNES MINERVA LTDA;;67620377001358;
3590;1;FERTILIZANTES PIRATINI LTDA;;78937158000856;
3591;1;DESEMPAR DEFENSIVOS/AGRICOLAS SEMENTES PALMEIRA LTDA;;79106894000744;
3592;2;BUNGE ALIMENTOS S/A;;84046101054870;
3593;1;MATTILE COMÉRCIO DE CEREAIS LTDA - EPP;;10666307000180;
3594;2;SADIA S/A;;20730099011390;
3595;2;RAIZEN ENERGIA S.A;;8070508006885;
3596;2;CARGILL AGRICOLA S A;;60498706028752;
3597;1;WORLD MINERALS DO BRASIL FILTRANTES LTDA;;1045120000178;
3598;1;AGROMAZA IND. E COM. DE CEREAIS LTDA;Panelaço;83067942000114;
3599;1;ULG LOGÍSTICA DO BRASIL LTDA;ULG;8988967000135;
3600;1;FERDIL PRODUTOS METALURGICOS LTDA;Ferdil;4766768000202;
3601;1;SEMENTES SELECTA LTDA;Selecta;969790001785;
3602;1;SPA ENGENHARIA INDÚSTRIA E COMÉRCIO LTDA;SPA;25707134000178;
3603;2;SIMASA - SIDERÚRGICA DO MARANHÃO S/A;Simasa;10426518000145;
3604;2;RAIZEN TARUMA LTDA;Usina Nova America;62092739003909;
3605;1;COMÉRCIO DE CEREAIS E RESIDUOS DE FERRO TOP LTDA ME;;110853000186;
3606;1;ITAP/BEMIS LTDA;;216758000323;
3607;2;CIA DE BEBIDAS DAS/AMERICAS - AMBEV;;2808708002738;
3608;1;SIPAL INDUSTRIA E COMERCIO LTDA;;2937632001930;
3609;1;MASTER TRANSPORTES LTDA;;3289185000194;
3610;1;ATLAS/AGROINDÚSTRIAL LTDA;;5553578000431;
3611;2;SINIAT S/A MINERACAO, INDUSTRIA E COMERCIO;;24443608000230;
3612;1;AGROUNIAO COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA;;26545046000180;
3613;1;BEMUF PRODUTOS FLORESTAIS LTDA;;72346141000171;
3614;1;AURELIO GOETTEMS;;74772823000252;
3615;1;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;;79038097000505;
3616;1;PALMALI - INDÚSTRIAL DE ALIMENTOS LTDA;;80170376000264;
3617;2;TANAC S/A;;91359711000536;
3618;2;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122004700;
3619;2;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122004971;
3620;1;AGROINDUSTRIAL SANTA JULIANA LTDA;;5980986000127;
3621;2;IPIRANGA PRODUTOS DE PETROLEO S.A.;IPIRANGA PRODUTOS DE PETROLEO S.A.;33337122009183;
3622;1;GM GRANITOS E MARMORES LTDA;;27662469000142;
3623;1;POLIMIX CONCRETO LTDA;Polimix;29067113013921;
3624;1;TERNIUM BRASIL LTDA;TERNIUM BRASIL LTDA;7005330000119;
3625;1;GLOBEST CEARÁ MINERADORA LTDA;Globest;9557584000175;
3626;2;SADIA S/A;;20730099005315;
3627;2;IPIRANGA PRODUTOS DE PETROLEO S/A;IPIRANGA PRODUTOS DE PETROLEO S.A.;33337122005358;
3628;2;MARQUESA S/A;;46886040000183;
3629;1;COOPERATIVA TRITICOLA SANANDUVA LTDA;;95323986000147;
3630;2;BIOSEV S/A;;15527906003402;
3631;1;MILEA - IMPORTAÇÃO E EXPORTAÇÃO DE CEREAIS LTDA;;10367105000137;
3632;1;BOCCHI ARMAZENS GERAIS LTDA;;1703118000149;
3633;1;NIDERA SEMENTES LTDA;;7053693001797;
3634;2;DOUX FRANGOSUL S/A AGRO AVICOLA IND;;91374561004284;
3635;2;BRF S/A;;1838723025626;
3636;1;CALTINS CALCARIO TOCANTINS LTDA;;2649005000175;
3637;1;TRACOMAL NORTE GRANITOS LTDA;;5950723001066;
3638;2;IPIRANGA PRODUTOS DE PETROLEO S/A;;33337122020403;
3639;2;PETRÓLEO SABBA S/A;;4169215003530;
3640;2;PETRÓLEO SABBA S/A;;4169215003611;
3641;2;USINA SÃO TOME S/A;;2334471000404;
3642;2;MULTIGRAIN S/A;;6963088004544;
3643;2;TANGARA IMPORTADORA E EXPORTADORA S/A;;39787056001064;
3644;2;BRASKEM S/A;;42150391002890;
3645;2;OCRIM S/A PRODUTOS/ALIMENTÍCIOS;;61065199000635;
3646;2;RANDON SA IMPLEMENTOS E PARTICIPAÇÕES;;89086144000116;
3647;2;FITESAFIBERWEB NAOTECIDOS S/A;;93211084000274;
3648;1;CAMPGRAOS COMÉRCIO E EXPORTAÇÃO DE CEREAIS LTDA;;7622611000110;
3649;1;ALVORADA MINERAÇÃO COMÉRCIO E EXPORTAÇÃO LTDA;;7540465000184;
3650;2;LOG - IN - LOGÍSTICA INTERMODAL S/A;;42278291002178;
3652;2;BRF S/A;;1838723009698;
3653;1;AMAGGI EXPORTACAO E IMPORTACAO LTDA;SEMAGGIL;77294254002995;
3654;2;AGRO - SAM AGRICULTURA E PECUARIA S/A;;92644715000103;
3655;1;GOOD QUALITY INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA;;7332548000188;
3656;1;E ORLANDO ROOS & CIA LTDA;;91494765000423;
3657;1;AURELIO GOETTEMS;;74772823001062;
3658;1;COOPERATIVA TRITICOLA SARANDI LTDA;;97320451000733;
3659;1;COOPERATIVA AGRICOLA MISTA GENERAL OSÓRIO LTDA;;90657289002829;
3660;2;USINA ALTO ALEGRE S/A - AÇÚCAR E ÁLCOOL;;48295562000136;
3661;1;MOSAIC FERTILIZANTES DO BRASIL LTDA;;61156501009293;
3662;2;UNEXPA SERVIÇOS LOGÍSTICOS INTEGRADOS;Unexpa;11403632000112;
3663;2;FIBRIA CELULOSE S/A;;60643228047195;
3664;2;GUSA NORDESTE S/A;;7636657000270;
3665;1;ASPEN DISTRIBUIDORA DE COMBUSTIVEIS LTDA;;1382912000138;
3666;2;USINAS SIDERURGICAS DE MINAS GERAIS SA USIMINAS;USINAS SIDERURGICAS DE MINAS GERAIS SA USIMINAS;60894730003716;
3667;2;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS PEDERNEIRAS LTDA;Caramuru Alimentos S/A;80671003125;
3668;1;COMPAGER - LOGÍSTICA, TRANSPORTES E ARMAZENS GERAIS LTDA;;106386000625;
3669;1;CAMPAGRO INSUMOS/AGRICOLAS LTDA;;452633000130;
3670;2;BRF S/A;;1838723001603;
3671;1;LOTI & CIA LTDA;;5091158000138;
3672;1;DNG CEREAIS E LOGÍSTICA LTDA;;8925568000125;
3673;1;SARG COMÉRCIO E DISTRIBUIÇÃO LTDA;;10294308000140;
3674;1;MAERSK BRASIL BRASMAR LTDA;;30259220001339;
3675;1;USIQUIMICA DO BRASIL LTDA;;60755519000101;
3676;1;MBOICHINI IMP E EXP DE CEREAIS  LTDA;Mboichini;72388655000190;
3677;3;COAMO AGROINDÚSTRIAL COOPERATIVA;;75904383001950;
3678;3;COPACOL - COOPERATIVA AGROINDÚSTRIAL CONSOLATA;;76093731000271;
3679;3;COPACOL - COOPERATIVA AGROINDÚSTRIAL CONSOLATA;;76093731000433;
3680;1;CIA DE CIMENTO ITAMBÉ;;76630573000241;
