CodigoDesempenhoVagao;CodigoFerrovia;CodigoTipoVagao;DataReferencia;NumeroImobilizacaoOficinaPropria;NumeroImobilizacaoOficinaTerceiros;NumeroImobilizacaoMorta;NumeroDisponivelNaoUtilizadoPropria;NumeroDisponivelNaoUtilizadoTerceiros;NumeroUtilizacaoPropria;NumeroUtilizacaoTerceiros;NumeroUtilizacaoServicoInterno;NumeroTUTransportada;NumeroTKUProduzida;NumeroDistanciaPercorrida
3561;9;68;01/08/2009 00:00:00;3873,3;137,8;;3124,1;1500,1;3976,6;2029,5;;91096.0;63150087.0;1195311.0
3562;9;115;01/08/2009 00:00:00;2113,9;;;8281,7;;5259,4;;;83232.0;48922544.0;1119827.0
3563;9;163;01/08/2009 00:00:00;10595,4;;;26340,4;;1442,2;;;23940.0;10696768.0;202469.0
3564;9;211;01/08/2009 00:00:00;778,5;253,9;;3564,4;2145,0;3283,1;2902,1;;27449.0;33043926.0;1016370.0
3565;9;320;01/08/2009 00:00:00;237,7;113,0;;235,1;1172,9;271,1;1586,9;;15677.0;12571754.0;317279.0
3566;8;68;01/09/2009 00:00:00;5979,0;1258,0;5209,0;23290,0;4923,0;29025,0;2590,0;1008,0;156020.0;164203607.0;19193641.0
3567;8;115;01/09/2009 00:00:00;8826,0;1631,0;3358,0;16824,0;3166,0;15873,0;15230,0;1109,0;554160.0;211311690.0;11795787.0
3568;8;163;01/09/2009 00:00:00;12101,0;3954,0;10540,0;32207,0;4146,0;52103,0;23676,0;2175,0;432303.0;470017947.0;59085502.0
3569;8;211;01/09/2009 00:00:00;3157,0;1478,0;2605,0;12138,0;1710,0;18568,0;6001,0;1322,0;64640.0;92024343.0;37628220.0
3570;8;320;01/09/2009 00:00:00;7332,0;632,0;12369,0;16932,0;582,0;11740,0;5465,0;559,0;134644.0;83828957.0;10183340.0
3571;4;68;01/09/2009 00:00:00;710,6;1650,4;;204,4;1068,4;4365,4;5668,5;154,9;108284.0;59834249.0;1073421.0
3572;4;115;01/09/2009 00:00:00;29715,8;3700,9;;62610,2;8110,9;304264,1;21497,8;814,8;9809070.0;5361425946.0;72428183.0
3573;4;163;01/09/2009 00:00:00;7037,6;1642,4;;4111,4;1516,7;20682,7;9455,9;3193,4;98052.0;108231972.0;1724472.0
3574;4;211;01/09/2009 00:00:00;4024,5;1305,4;;7100,3;3187,7;37309,2;16180,7;1712,2;408034.0;184251624.0;2730299.0
3575;6;68;01/09/2009 00:00:00;30,0;360,0;0,0;1290,0;0,0;6,0;301,0;0,0;15023.0;14504297.0;152683.0
3576;6;163;01/09/2009 00:00:00;0,0;0,0;0,0;300,0;;0,0;48,0;0,0;2547.0;1631416.0;23929.0
3577;6;211;01/09/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;232,6;0,0;6048.0;4369097.0;115842.0
3578;6;320;01/09/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;17,0;0,0;444.0;327102.0;8506.0
3579;3;115;01/09/2009 00:00:00;13056,0;0,0;;60605,8;;255794,5;;0,0;8062829.0;7263151443.0;140219006.0
3580;3;163;01/09/2009 00:00:00;1317,3;;;2245,4;;15572,0;;681,4;498783.0;219896653.0;4446431.0
3581;3;211;01/09/2009 00:00:00;4,8;;;2745,9;34,3;1913,7;19,9;830,9;208.0;25584.0;116712.0
3582;3;320;01/09/2009 00:00:00;205,1;;;565,1;;3112,3;;617,6;89994.0;51024199.0;1191722.0
3583;12;163;01/09/2009 00:00:00;39,3;0,0;;7858,2;3217,5;4462,5;27,8;0,0;44892.0;32564344.0;746263.0
3584;12;211;01/09/2009 00:00:00;0,0;0,0;;0,0;165,3;95,8;1740,4;0,0;2484.0;1795932.0;10383.0
3585;11;68;01/09/2009 00:00:00;12165,2;0,0;0,0;17409,4;0,0;13365,4;0,0;680,0;177887.0;61913697.0;1843672.0
3586;11;115;01/09/2009 00:00:00;37797,8;0,0;0,0;13756,3;0,0;267071,2;0,0;199,1;9485412.0;4517570442.0;99278751.0
3587;11;163;01/09/2009 00:00:00;7632,7;0,0;0,0;18678,8;0,0;54527,4;0,0;2291,1;1240961.0;512504271.0;13537032.0
3588;11;208;01/09/2009 00:00:00;240,0;0,0;0,0;443,1;0,0;336,9;0,0;150,0;1428.0;923116.0;58894.0
3589;11;211;01/09/2009 00:00:00;11338,9;0,0;0,0;8541,2;0,0;48891,1;0,0;3918,8;573927.0;178245257.0;5113877.0
3590;11;320;01/09/2009 00:00:00;1394,3;0,0;0,0;495,3;0,0;11160,4;0,0;0,0;100482.0;50986875.0;1334998.0
3591;2;68;01/09/2009 00:00:00;4330,9;233,0;0,0;8059,1;877,0;4107,5;511,3;330,5;33196.0;16848614.0;863823.0
3592;2;1;01/09/2009 00:00:00;6,0;0,0;0,0;180,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3593;2;115;01/09/2009 00:00:00;410,9;0,0;0,0;1089,1;60,0;527,3;4,1;30,0;3792.0;2522644.0;102170.0
3594;2;163;01/09/2009 00:00:00;2133,6;0,0;0,0;10762,2;0,0;1752,5;0,0;387,8;26309.0;9044361.0;403625.0
3595;2;211;01/09/2009 00:00:00;1511,3;33,2;0,0;6558,7;266,8;2907,6;146,7;349,5;16798.0;17973350.0;645066.0
3596;2;320;01/09/2009 00:00:00;4244,2;330,0;0,0;9255,8;30,0;4438,2;10,5;30,0;26599.0;19243063.0;1233095.0
3597;10;68;01/09/2009 00:00:00;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3598;10;115;01/09/2009 00:00:00;1666,6;0,0;0,0;308,2;0,0;4889,3;0,0;2405,9;187974.0;13174550.0;443212.0
3599;10;163;01/09/2009 00:00:00;150,0;0,0;0,0;0,0;0,0;0,0;0,0;240,0;0.0;0.0;0.0
3600;10;211;01/09/2009 00:00:00;0,0;0,0;0,0;120,5;0,0;686,7;0,0;152,8;2838.0;303673.0;15836.0
3601;9;68;01/09/2009 00:00:00;3706,8;108,3;0,0;3143,7;1066,2;3499,5;1442,6;;81955.0;51153206.0;994272.0
3602;9;115;01/09/2009 00:00:00;1887,2;23,2;0,0;6543,4;292,1;6719,4;395,1;;147655.0;49770248.0;1169869.0
3603;9;163;01/09/2009 00:00:00;10723,4;;;24045,8;;2370,8;;;32697.0;20776943.0;403845.0
3604;9;211;01/09/2009 00:00:00;720,7;47,8;;3322,4;468,6;3606,8;634,0;;17876.0;22285459.0;703894.0
3605;9;320;01/09/2009 00:00:00;227,6;136,3;;306,7;1618,0;185,7;2189,1;;21594.0;16536917.0;428574.0
3606;7;163;01/09/2009 00:00:00;6347,5;2168,6;;49772,8;17946,1;45129,7;26147,5;;1007682.0;1412000441.0;19937563.0
3607;7;211;01/09/2009 00:00:00;209,5;;;2411,5;;349,1;;;1226.0;1308126.0;86197.0
3608;7;320;01/09/2009 00:00:00;135,7;;;985,4;;768,9;;;8303.0;9445310.0;179535.0
3609;5;68;01/09/2009 00:00:00;35986,8;;;13071,3;;546,9;;75,0;15371.0;6320059.0;118818.0
3610;5;115;01/09/2009 00:00:00;11917,1;;;16317,1;;145,8;;;12880.0;2296392.0;45712.0
3611;5;163;01/09/2009 00:00:00;11950,6;;;46657,3;;14107,0;;95,0;202628.0;150677350.0;2317702.0
3612;5;211;01/09/2009 00:00:00;13589,2;;;16538,8;;1372,0;;;16598.0;10980411.0;348355.0
3613;5;320;01/09/2009 00:00:00;5133,1;;;27705,7;;16001,2;;;219111.0;119736455.0;2642543.0
3614;1;68;01/09/2009 00:00:00;1277,2;;;14362,2;;18942,3;;308,4;179977.0;118741885.0;2269747.0
3615;1;115;01/09/2009 00:00:00;1581,0;;;16265,8;;3989,1;;274,1;21428.0;23533352.0;554453.0
3616;1;163;01/09/2009 00:00:00;12729,0;;;84680,7;;143181,7;;1687,6;1439812.0;1005067782.0;19020839.0
3617;1;208;01/09/2009 00:00:00;2287,2;;;1098,0;;3094,8;;;4808.0;6832816.0;151840.0
3618;1;211;01/09/2009 00:00:00;3712,2;;;15955,7;;37617,5;;284,6;131169.0;119275305.0;2898749.0
3619;1;320;01/09/2009 00:00:00;4996,9;;;20469,8;;40114,8;;838,5;435763.0;257516852.0;6375299.0
3620;8;68;01/10/2009 00:00:00;5894,0;1298,0;5244,0;23811,0;5040,0;27594,0;3152,0;1093,0;146461.0;159341646.0;14122155.0
3621;8;115;01/10/2009 00:00:00;9280,0;1479,0;3356,0;17702,0;3623,0;13769,0;12708,0;1074,0;640366.0;243432168.0;10246579.0
3622;8;163;01/10/2009 00:00:00;12599,0;3547,0;10457,0;33723,0;3718,0;48905,0;22846,0;2417,0;544112.0;651470744.0;52026324.0
3623;8;211;01/10/2009 00:00:00;3692,0;1573,0;2598,0;12211,0;2285,0;18737,0;7544,0;975,0;69736.0;98135520.0;28552798.0
3624;8;320;01/10/2009 00:00:00;6775,0;552,0;12395,0;16822,0;632,0;12309,0;5813,0;405,0;158504.0;104481987.0;8622491.0
3625;11;68;01/10/2009 00:00:00;12336,4;0,0;0,0;17435,0;0,0;14595,1;0,0;707,5;185837.0;64014976.0;2049887.0
3626;11;115;01/10/2009 00:00:00;35420,0;0,0;0,0;28296,4;0,0;266465,3;0,0;204,8;8994959.0;4223468747.0;92881107.0
3627;11;163;01/10/2009 00:00:00;7559,5;0,0;0,0;25706,8;0,0;50294,9;0,0;2339,9;938112.0;423584057.0;11105331.0
3628;11;208;01/10/2009 00:00:00;264,3;0,0;0,0;177,4;0,0;612,4;0,0;155,0;1944.0;1378303.0;65938.0
3629;11;211;01/10/2009 00:00:00;10722,3;0,0;0,0;9140,4;0,0;51108,2;0,0;4142,2;545851.0;190456172.0;5250368.0
3630;11;320;01/10/2009 00:00:00;1402,5;0,0;0,0;488,1;0,0;11594,5;0,0;0,0;111127.0;58147093.0;1621134.0
3631;3;115;01/10/2009 00:00:00;13632,8;0,0;;62416,2;0,0;264274,2;0,0;0,0;7530540.0;6772070128.0;129057182.0
3632;3;163;01/10/2009 00:00:00;1387,8;0,0;;2130,2;0,0;17790,2;0,0;198,0;562613.0;259444997.0;5340275.0
3633;3;211;01/10/2009 00:00:00;50,9;0,0;;2065,6;38,8;3062,3;31,4;729,9;222.0;36186.0;301947.0
3634;3;320;01/10/2009 00:00:00;237,8;0,0;;648,8;0,0;3089,7;0,0;667,9;67223.0;40657655.0;1182778.0
3635;12;163;01/10/2009 00:00:00;0,0;0,0;;8029,8;3286,2;2954,2;226,3;0,0;36421.0;26419871.0;685498.0
3636;12;211;01/10/2009 00:00:00;0,0;0,0;;3,6;132,5;78,3;1859,6;0,0;12055.0;4946311.0;84442.0
3637;6;68;01/10/2009 00:00:00;30,0;360,0;0,0;1470,0;0,0;0,0;56,4;0,0;2767.0;3458866.0;28122.0
3638;6;163;01/10/2009 00:00:00;0,0;0,0;0,0;300,0;0,0;0,0;7,5;0,0;398.0;259063.0;3735.0
3639;6;211;01/10/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;298,0;0,0;7749.0;5410265.0;148423.0
3640;6;320;01/10/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;32,2;0,0;839.0;618434.0;16081.0
3641;2;68;01/10/2009 00:00:00;4563,0;201,1;0,0;8240,0;945,9;3951,2;463,1;350,4;36233.0;19315867.0;908093.0
3642;2;1;01/10/2009 00:00:00;73,4;0,0;0,0;174,6;0,0;0,0;0,0;25,8;0.0;0.0;0.0
3643;2;115;01/10/2009 00:00:00;472,6;15,0;0,0;1077,4;47,0;599,9;6,5;31,0;2105.0;3583886.0;124125.0
3644;2;163;01/10/2009 00:00:00;1984,6;0,0;0,0;11345,4;0,0;4360,9;0,0;312,0;51696.0;17396166.0;872097.0
3645;2;211;01/10/2009 00:00:00;1322,3;33,1;0,0;7065,5;276,9;2948,2;133,0;318,9;29121.0;21290038.0;788626.0
3646;2;320;01/10/2009 00:00:00;4355,3;341,0;0,0;9594,7;31,0;4518,1;9,3;29,6;27145.0;21367067.0;1249053.0
3647;10;68;01/10/2009 00:00:00;0,0;0,0;0,0;31,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3648;10;115;01/10/2009 00:00:00;1920,0;0,0;0,0;452,0;0,0;5198,6;0,0;2008,4;193565.0;13227366.0;445722.0
3649;10;163;01/10/2009 00:00:00;155,0;0,0;0,0;2,1;0,0;0,0;0,0;245,9;0.0;0.0;0.0
3650;10;211;01/10/2009 00:00:00;0,0;0,0;0,0;169,2;0,0;1140,9;0,0;115,9;4361.0;466639.0;24396.0
3651;4;68;01/10/2009 00:00:00;770,3;1824,3;;233,7;1195,7;4201,6;6385,8;180,3;91970.0;34046098.0;2717411.0
3652;4;115;01/10/2009 00:00:00;29932,7;3303,5;;91176,4;10633,4;289570,7;21206,8;638,7;8499106.0;4632943561.0;11094573.0
3653;4;163;01/10/2009 00:00:00;7453,3;2045,3;;5439,5;1643,9;20431,1;10181,3;3015,4;251378.0;291248391.0;6167798.0
3654;4;211;01/10/2009 00:00:00;4586,8;1385,2;;8273,4;3791,2;36302,5;15536,6;1563,2;335662.0;162512360.0;4507725.0
3655;7;163;01/10/2009 00:00:00;6810,7;1141,8;;50609,4;9013,9;49622,9;;13133,2;887215.0;1239947116.0;17534918.0
3656;7;211;01/10/2009 00:00:00;87,7;;;2295,9;;685,4;;;2406.0;2579252.0;170216.0
3657;7;320;01/10/2009 00:00:00;119,0;;;1148,6;;685,4;;;8386.0;7972076.0;151763.0
3658;5;68;01/10/2009 00:00:00;36965,1;;;12355,0;;1010,9;;65,9;23141.0;8082527.0;194190.0
3659;5;115;01/10/2009 00:00:00;11838,9;;;16366,4;;469,6;;;27764.0;6724972.0;133061.0
3660;5;163;01/10/2009 00:00:00;13033,3;;;42147,6;;19932,2;;123,9;286298.0;212401735.0;3247456.0
3661;5;211;01/10/2009 00:00:00;14223,3;;;16709,2;;1617,6;;;26907.0;18172040.0;416754.0
3662;5;320;01/10/2009 00:00:00;4670,3;;;30129,8;;15667,9;;;214548.0;116895746.0;2564307.0
3663;1;208;01/10/2009 00:00:00;2315,4;;;2258,1;;2122,4;;;4009.0;4686065.0;104135.0
3664;1;68;01/10/2009 00:00:00;2390,3;;;13979,3;;19764,2;;322,3;183364.0;123894043.0;4646176.0
3665;1;115;01/10/2009 00:00:00;1477,7;;;15881,2;;5873,1;;265,9;63813.0;34647846.0;2197427.0
3666;1;163;01/10/2009 00:00:00;14586,5;;;123151,0;;108941,0;;1258,5;1074657.0;764714324.0;28743868.0
3667;1;211;01/10/2009 00:00:00;3862,0;;;24206,8;;31579,3;;367,9;117120.0;100129768.0;6425538.0
3668;1;320;01/10/2009 00:00:00;5539,7;;;21307,9;;41059,9;;726,5;480206.0;263584126.0;13595206.0
3669;9;68;01/10/2009 00:00:00;4004,0;353,1;;3253,8;2136,1;3437,2;2890,0;;102473.0;67459876.0;1307129.0
3670;9;115;01/10/2009 00:00:00;1912,1;35,9;;6809,6;494,0;6933,3;668,4;;157767.0;56148029.0;1315655.0
3671;9;163;01/10/2009 00:00:00;10723,3;;;26824,8;;829,9;;;14751.0;6695277.0;129730.0
3672;9;211;01/10/2009 00:00:00;880,4;52,3;;3354,3;349,8;3670,3;473,3;;17466.0;22371213.0;704394.0
3673;9;320;01/10/2009 00:00:00;249,7;152,8;;195,5;982,1;298,8;1328,7;;14754.0;11530226.0;297885.0
3674;8;68;01/11/2009 00:00:00;6482,0;1287,0;5076,0;23213,0;5180,0;23419,0;2657,0;1154,0;152076.0;171611351.0;13162389.0
3675;8;115;01/11/2009 00:00:00;9373,0;1456,0;3281,0;16897,0;3077,0;13632,0;11950,0;989,0;617983.0;240989134.0;10401570.0
3676;8;163;01/11/2009 00:00:00;13460,0;3380,0;10079,0;31543,0;7319,0;44113,0;16315,0;2352,0;403944.0;410237569.0;46014733.0
3677;8;211;01/11/2009 00:00:00;3529,0;1585,0;2526,0;13241,0;1657,0;18121,0;5718,0;1039,0;59766.0;89606265.0;33285788.0
3678;8;320;01/11/2009 00:00:00;6723,0;595,0;11972,0;15940,0;510,0;11590,0;5380,0;384,0;122185.0;80384052.0;7959693.0
3679;3;211;01/11/2009 00:00:00;72,3;0,0;;1961,4;57,5;2992,0;42,0;844,4;2.0;1346.0;312295.0
3680;3;320;01/11/2009 00:00:00;159,6;0,0;;554,7;0,0;3175,2;0,0;583,6;62389.0;37849904.0;1097993.0
3681;3;163;01/11/2009 00:00:00;1278,0;;;4948,0;;13924,6;;401,1;361121.0;158500155.0;3361184.0
3682;3;115;01/11/2009 00:00:00;13462,1;0,0;;47163,0;0,0;268160,5;0,0;0,0;8074489.0;7264700759.0;141953708.0
3683;11;68;01/11/2009 00:00:00;11841,6;0,0;0,0;17617,8;0,0;13492,6;0,0;668,1;172990.0;57357863.0;1744634.0
3684;11;115;01/11/2009 00:00:00;35703,7;0,0;0,0;17756,5;0,0;266919,9;0,0;218,5;8871627.0;4211617399.0;91680000.0
3685;11;163;01/11/2009 00:00:00;7837,8;0,0;0,0;21666,4;0,0;51273,5;0,0;2352,4;970663.0;436828906.0;11403160.0
3686;11;208;01/11/2009 00:00:00;255,0;0,0;0,0;173,0;0,0;604,2;0,0;137,9;1574.0;1115831.0;65290.0
3687;11;211;01/11/2009 00:00:00;11047,8;0,0;0,0;8800,6;0,0;48841,4;0,0;4000,2;498479.0;172320251.0;4931736.0
3688;11;320;01/11/2009 00:00:00;1614,6;0,0;0,0;370,1;0,0;11065,2;0,0;0,0;106073.0;57367673.0;1532502.0
3689;12;163;01/11/2009 00:00:00;;;;9528,7;2773,1;857,3;331,3;0,0;33914.0;24601448.0;575141.0
3690;12;211;01/11/2009 00:00:00;;;;17,7;296,7;27,5;1953,8;0,0;41011.0;12022596.0;285630.0
3691;6;68;01/11/2009 00:00:00;30,0;360,0;0,0;1170,0;;10,0;13,0;0,0;1128.0;1358789.0;11464.0
3692;6;211;01/11/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;270,0;0,0;7020.0;4775976.0;134460.0
3693;6;163;01/11/2009 00:00:00;0,0;0,0;0,0;150,0;;5,0;237,6;0,0;12862.0;9307935.0;120858.0
3694;6;320;01/11/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;136.0;100266.0;2607.0
3695;4;68;01/11/2009 00:00:00;738,2;2311,2;;205,8;1196,0;4066,0;8235,8;143,4;106074.0;48934094.0;2559294.0
3696;4;115;01/11/2009 00:00:00;28542,5;3238,4;;56925,2;8633,2;312191,5;21654,8;598,2;8301295.0;4610515644.0;110786619.0
3697;4;163;01/11/2009 00:00:00;7411,2;2405,1;;4856,9;1798,5;23395,4;12355,0;2925,4;81872.0;66679752.0;5585591.0
3698;4;211;01/11/2009 00:00:00;4611,4;1435,9;;6889,0;2819,6;37288,3;13855,4;1513,0;363848.0;164848150.0;3662536.0
3699;2;68;01/11/2009 00:00:00;4455,7;178,7;0,0;7934,3;931,3;3709,9;460,9;336,2;51449.0;16589293.0;902056.0
3700;2;1;01/11/2009 00:00:00;41,0;0,0;0,0;199,0;0,0;0,0;0,0;14,1;0.0;0.0;0.0
3701;2;115;01/11/2009 00:00:00;438,1;0,0;0,0;1061,9;60,0;336,9;7,9;32,6;3914.0;1714930.0;97357.0
3702;2;163;01/11/2009 00:00:00;2134,5;0,0;0,0;10765,5;0,0;6033,0;0,0;347,9;45403.0;17801770.0;816533.0
3703;2;211;01/11/2009 00:00:00;1183,4;41,5;0,0;6976,6;258,5;2960,0;135,6;427,0;18106.0;16783841.0;589371.0
3704;2;320;01/11/2009 00:00:00;3973,0;330,0;0,0;9527,0;30,0;4813,1;9,7;29,5;24067.0;20023627.0;1184759.0
3705;10;68;01/11/2009 00:00:00;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3706;10;115;01/11/2009 00:00:00;2229,7;0,0;0,0;362,9;0,0;4756,2;0,0;1921,2;212638.0;15546793.0;521436.0
3707;10;163;01/11/2009 00:00:00;150,0;0,0;0,0;0,1;0,0;0,0;0,0;239,9;0.0;0.0;0.0
3708;10;211;01/11/2009 00:00:00;0,0;0,0;0,0;123,4;0,0;1104,0;0,0;152,6;2315.0;247658.0;21186.0
3709;5;68;01/11/2009 00:00:00;35542,1;;;12858,9;;788,0;;70,9;27582.0;9325510.0;169289.0
3710;5;115;01/11/2009 00:00:00;11197,6;;;16379,6;;472,8;;;23688.0;6210382.0;119371.0
3711;1;208;01/11/2009 00:00:00;2162,6;;;2351,9;;1965,4;;;3751.0;4339454.0;96432.0
3712;1;68;01/11/2009 00:00:00;1915,9;;;13603,0;;19640,3;;210,8;181163.0;123117867.0;2271496.0
3713;1;115;01/11/2009 00:00:00;1403,4;;;15875,3;;4918,4;;242,9;33714.0;29015594.0;659827.0
3714;1;163;01/11/2009 00:00:00;7745,5;;;132838,8;;100344,6;;1350,0;1014978.0;704371741.0;13245409.0
3715;1;211;01/11/2009 00:00:00;3118,3;;;19078,2;;35098,8;;274,7;131354.0;111288940.0;3400704.0
3716;1;320;01/11/2009 00:00:00;4810,0;;;21422,9;;39385,1;;802,0;445721.0;252832650.0;6339213.0
3717;7;163;01/11/2009 00:00:00;6198,3;811,9;;47690,1;6951,1;47361,6;10127,8;;812914.0;1095272328.0;15987832.0
3718;7;211;01/11/2009 00:00:00;172,8;;;2045,6;;751,6;;;2639.0;2739027.0;186582.0
3719;7;320;01/11/2009 00:00:00;139,2;;;1447,2;;303,6;;;3870.0;3604665.0;70832.0
3720;5;163;01/11/2009 00:00:00;11983,2;;;50120,0;;10615,7;;91,1;157011.0;111674527.0;1658675.0
3721;5;211;01/11/2009 00:00:00;14005,4;;;15730,7;;1763,9;;;20079.0;14886815.0;456040.0
3722;5;320;01/11/2009 00:00:00;5238,2;;;28223,8;;15378,0;;;202026.0;122316452.0;2606622.0
3723;9;68;01/11/2009 00:00:00;3563,6;120,0;;3393,2;1684,1;3333,2;2278,5;;95718.0;61022237.0;1159070.0
3724;9;115;01/11/2009 00:00:00;1881,2;;;6978,4;;6290,4;;;164554.0;40272156.0;925042.0
3725;9;163;01/11/2009 00:00:00;9970,1;;;25096,5;;2073,4;;;31032.0;17667600.0;335582.0
3726;9;211;01/11/2009 00:00:00;725,6;3,7;;3328,4;36,0;3596,0;48,8;;15600.0;19945464.0;615629.0
3727;9;320;01/11/2009 00:00:00;228,4;74,6;;170,0;845,3;321,6;1143,7;;13324.0;10849446.0;274769.0
3728;8;68;01/12/2009 00:00:00;6687,0;1332,0;5282,0;27446,0;6149,0;21174,0;1900,0;1371,0;116329.0;120970184.0;11915828.0
3729;8;115;01/12/2009 00:00:00;9769,0;1285,0;3402,0;17728,0;2554,0;15302,0;14341,0;1013,0;614539.0;246710931.0;13001893.0
3730;8;163;01/12/2009 00:00:00;14591,0;3475,0;10294,0;37039,0;15081,0;42005,0;10091,0;1757,0;397307.0;383559850.0;40083129.0
3731;8;211;01/12/2009 00:00:00;3647,0;1577,0;2633,0;13431,0;1622,0;18026,0;5864,0;1216,0;57782.0;80169850.0;28229819.0
3732;8;320;01/12/2009 00:00:00;7191,0;728,0;12367,0;16954,0;551,0;12036,0;5420,0;696,0;127697.0;83285136.0;7983984.0
3733;10;68;01/12/2009 00:00:00;0,0;0,0;0,0;31,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3734;10;115;01/12/2009 00:00:00;2202,2;0,0;0,0;492,4;0,0;4939,4;0,0;1945,0;207489.0;15203860.0;511290.0
3735;10;163;01/12/2009 00:00:00;155,0;0,0;0,0;4,1;0,0;0,0;0,0;243,9;0.0;0.0;0.0
3736;10;211;01/12/2009 00:00:00;0,0;0,0;0,0;112,2;0,0;1176,3;0,0;137,5;991.0;106061.0;6420.0
3737;3;115;01/12/2009 00:00:00;10574,0;;;25838,5;;300905,6;;63,0;8376512.0;7534272181.0;144332610.0
3738;3;163;01/12/2009 00:00:00;493,8;0,0;;7759,8;0,0;11037,5;0,0;22,2;353018.0;144253326.0;2933376.0
3739;3;211;01/12/2009 00:00:00;205,6;2,0;;5312,4;122,0;;;754,8;0.0;0.0;0.0
3740;3;320;01/12/2009 00:00:00;229,2;0,0;;585,2;0,0;3092,2;0,0;743,4;62858.0;38124024.0;1132373.0
3741;12;163;01/12/2009 00:00:00;102,9;0,0;;12649,1;4454,3;;;0,0;;;
3742;12;211;01/12/2009 00:00:00;0,0;0,0;;9,4;433,4;21,6;1074,1;0,0;19136.0;4802923.0;169776.0
3743;4;68;01/12/2009 00:00:00;738,2;2311,2;;205,8;1196,0;4066,0;8235,8;143,4;105466.0;47413908.0;2489818.0
3744;4;115;01/12/2009 00:00:00;28542,5;3238,4;;56925,2;8633,2;312191,5;21654,8;598,2;9653981.0;5385571480.0;129605244.0
3745;4;163;01/12/2009 00:00:00;7411,2;2405,1;;4856,9;1798,5;23395,4;12355,0;2925,4;83678.0;56437511.0;4667810.0
3746;4;211;01/12/2009 00:00:00;4611,4;1435,9;;6889,0;2819,6;37288,3;13855,4;1513,0;427734.0;185000611.0;4216427.0
3748;11;68;01/12/2009 00:00:00;12477,5;0,0;0,0;19706,2;0,0;12197,8;0,0;692,5;137661.0;41967959.0;1217798.0
3749;11;115;01/12/2009 00:00:00;38281,2;0,0;0,0;20052,1;0,0;274955,2;0,0;235,4;8576573.0;4022625542.0;87416454.0
3750;11;163;01/12/2009 00:00:00;8835,0;0,0;0,0;19181,4;0,0;55370,2;0,0;2514,5;1038608.0;442810822.0;11274466.0
3751;11;208;01/12/2009 00:00:00;252,2;0,0;0,0;284,9;0,0;516,8;0,0;155,0;1703.0;1198499.0;46050.0
3752;11;211;01/12/2009 00:00:00;11327,0;0,0;0,0;14980,9;0,0;44477,7;0,0;4327,5;472410.0;165199843.0;4581669.0
3753;11;320;01/12/2009 00:00:00;1642,6;0,0;0,0;433,2;0,0;11409,2;0,0;0,0;113263.0;62819031.0;1678331.0
3754;2;68;01/12/2009 00:00:00;4914,7;215,2;0,0;7888,3;931,8;3421,0;436,5;384,3;44628.0;16702324.0;913170.0
3755;2;115;01/12/2009 00:00:00;437,4;0,0;0,0;1112,9;62,0;478,2;17,8;31,0;1705.0;2827677.0;116721.0
3756;2;163;01/12/2009 00:00:00;2566,7;0,0;0,0;10763,3;0,0;3666,8;0,0;405,9;53437.0;14784738.0;697307.0
3757;2;211;01/12/2009 00:00:00;1553,5;63,5;0,0;6878,5;246,5;3121,8;129,4;465,7;16833.0;16445027.0;642000.0
3758;2;320;01/12/2009 00:00:00;4095,5;341,0;0,0;9854,5;31,0;4626,9;13,0;31,0;24092.0;17167312.0;1114597.0
3759;2;1;01/12/2009 00:00:00;32,1;0,0;0,0;215,9;0,0;0,0;0,0;36,1;0.0;0.0;0.0
3760;6;68;01/12/2009 00:00:00;30,0;360,0;0,0;1519,0;0,0;0,0;0,0;0,0;0.0;0.0;0.0
3761;6;211;01/12/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;1055,5;0,0;8748.0;6031648.0;525666.0
3762;6;163;01/12/2009 00:00:00;0,0;0,0;0,0;155,0;0,0;5,0;512,8;0,0;27444.0;19759875.0;257874.0
3763;6;320;01/12/2009 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;1055,5;0,0;1416.0;1043276.0;525666.0
3764;1;68;01/12/2009 00:00:00;1719,6;;;18985,3;;16016,5;;168,6;152295.0;100401672.0;1853360.0
3765;1;115;01/12/2009 00:00:00;1408,9;;;18148,3;;3659,7;;219,1;21648.0;21589777.0;491218.0
3766;1;163;01/12/2009 00:00:00;12657,3;;;129981,4;;105922,7;;1793,6;1037686.0;743527357.0;13968046.0
3767;1;208;01/12/2009 00:00:00;2324,3;;;3014,7;;1357,0;;;2385.0;2996110.0;66580.0
