CodigoFluxoTransporte;CodigoFerrovia;CodigoCliente;CodigoMercadoria;CodigoUnidadeTarifaria;CodigoFluxoTransporteFerrovia;DataExclusao;CodigoEstacaoOrigem;CodigoEstacaoDestino;CodigoTipoFluxoTransporte;DistanciaItinerario;CodigoMercadoriaFerrovia;CodigoReferenciaEstacaoOrigem;CodigoReferenciaEstacaoDestino
21578;11;3437;1;1;34503;;2929;3522;;453,414;985.0;FPY;FXS
21579;11;525;10;1;34504;;3109;2999;;632,842;697.0;VOB;IEF
21580;11;3438;94;3;34512;;2806;4074;;610,489;571.0;FAR;FZN
21581;11;234;1;1;34516;;2958;3009;;740,734;3261.0;FSN;IPG
21586;11;3438;94;3;34536;;2806;2847;;490,472;571.0;FAR;FDM
21589;11;3438;93;3;34545;;4074;2806;;550,679;572.0;FZN;FAR
21590;11;3439;1;1;34547;;4074;3522;;525,012;985.0;FZN;FXS
21591;11;2812;1;1;34548;;2838;3522;;441,111;985.0;FCR;FXS
21592;11;1252;95;3;44291;;3016;2463;;139,509;574.0;ISN;ZJY
21593;11;12;95;3;44466;;3016;3006;;52,583;2677.0;ISN;IOF
21594;11;12;93;3;44467;;3016;3006;;52,583;2678.0;ISN;IOF
21595;11;2521;46;1;85280;;2488;3016;;441,316;1027.0;ZPD;ISN
21597;11;2521;46;1;85282;;2488;3016;;521,066;1027.0;ZPD;ISN
21598;11;2521;46;1;85283;;2488;3016;;521,066;1027.0;ZPD;ISN
21599;4;737;8;1;FUI02;;2380;2659;;225,045;2661.0;VMR;EPI
21600;4;737;8;1;FZE02;;2380;2384;;449,328;2661.0;VMR;VPN
21601;4;737;8;1;FZE01;;2380;3133;;446,935;2661.0;VMR;VTU
21602;4;3405;8;1;WFA06;;3133;2812;;1010,134;2661.0;VTU;FBB
21603;4;3405;8;1;WWWG04;;3133;2614;;1373,511;;VTU;EBM
21604;4;3405;8;1;XPS10;;3133;3064;;1862,245;2661.0;VTU;ZBL
21605;4;3405;8;1;XPS11;;3133;2840;;1165,600;2661.0;VTU;FCT
21606;4;3405;8;1;XPS12;;3133;3001;;1336,806;2661.0;VTU;IIP
21607;4;525;30;1;15806;;3133;2375;;433,111;2672.0;VTU;VIC
21608;4;3433;30;1;FZF03;;2384;3345;;722,915;2672.0;VPN;EPM
21609;4;1408;65;1;WPJ05;;3133;3322;;1514,543;2593.0;VTU;ELC
21610;4;3139;93;1;LBG10;;2384;2675;;689,459;2605.0;VPN;EYB
21611;4;3139;95;3;LBH11;;2384;2675;;689,459;2694.0;VPN;EYB
21612;4;977;31;1;WWX04;;3133;3376;;702,154;2609.0;VTU;EWL
21613;4;978;31;1;WXF05;;3133;2611;;984,340;2609.0;VTU;EAO
21614;4;3174;31;1;GAA01;;3133;3345;;720,522;2609.0;VTU;EPM
21615;4;3405;39;1;EWQ02;;3124;3133;;566,977;2701.0;VCS;VTU
21616;4;299;23;1;FHG03;;2378;3345;;295,587;2627.0;VJC;EPM
21617;4;3411;6;1;FZI01;;3115;2384;;641,022;2630.0;VFU;VPN
21618;4;3440;6;1;FZN01;;3115;2384;;641,022;2630.0;VFU;VPN
21619;4;237;26;1;EHG41;;2373;2384;;324,907;2586.0;VGV;VPN
21620;4;3397;26;1;FYC03;;2373;2384;;324,907;;VGV;VPN
21621;4;679;26;1;FZU01;;2366;3133;;129,226;2586.0;VCL;VTU
21622;4;521;26;1;FZV02;;2366;2384;;131,619;2586.0;VCL;VPN
21623;4;684;26;1;AWV06;;2382;2384;;75,027;2586.0;VPA;VPN
21624;4;801;26;1;ERK28;;2366;2384;;131,619;2586.0;VCL;VPN
21625;4;1423;26;1;FNL07;;2373;2384;;324,907;2586.0;VGV;VPN
21626;4;1423;26;1;FNL08;;2373;2384;;324,907;2586.0;VGV;VPN
21627;4;1423;26;1;EZO02;;2384;3133;;27,215;2586.0;VPN;VTU
21628;4;2815;26;1;FZR01;;2373;3133;;322,514;2586.0;VGV;VTU
21629;4;652;26;1;XOC27;;2373;3413;;483,382;2586.0;VGV;GGR
21630;4;3399;26;1;EZW09;;2373;2384;;324,907;2586.0;VGV;VPN
21631;4;3399;26;1;EZW11;;2373;2384;;324,907;2586.0;VGV;VPN
21632;4;3399;26;1;EZW12;;2373;2384;;324,907;2586.0;VGV;VPN
21633;4;3399;26;1;EZW13;;2373;2384;;324,907;2586.0;VGV;VPN
21634;4;3400;26;1;EZZ03;;2366;2384;;131,619;2586.0;VCL;VPN
21635;4;3401;26;1;EZY03;;2366;2384;;131,619;2586.0;VCL;VPN
21636;4;3401;26;1;GAG01;;2366;2384;;131,619;2586.0;VCL;VPN
21637;4;942;11;1;EVT05;;3133;2375;;433,111;2699.0;VTU;VIC
21638;4;179;69;1;FZK01;;3133;3322;;1514,543;2649.0;VTU;ELC
21639;4;308;26;1;FYK01;;2384;3133;;27,215;2586.0;VPN;VTU
21640;6;1120;59;1;08258;;2581;1886;;1291,419;3045.0;SCA;NMN
21641;6;1120;59;1;08260;;2581;1899;;1373,685;3045.0;SCA;NPF
21642;6;1073;46;1;08257;;2581;1588;;734,799;3112.0;SCA;LDP
21643;6;1919;60;1;08259;;2581;1552;;604,912;3138.0;SCA;LAR
21644;6;3441;95;1;08261;;2581;1588;;734,799;2955.0;SCA;LDP
21645;6;3442;59;1;08256;;2581;1886;;1291,419;3045.0;SCA;NMN
21646;3;3443;6;1;KDO01;;2354;4084;;750,700;537.0;QMA;QPI
21647;1;2646;46;1;07103;;1613;1552;;356,814;1571.0;LGP;LAR
21648;1;1049;120;1;07106;;2581;1588;;734,799;1450.0;SCA;LDP
21649;1;859;46;1;07134;;2581;1591;;504,655;1571.0;SCA;LDV
21650;1;1077;46;1;07137;;2581;1588;;734,799;1571.0;SCA;LDP
21651;1;1078;46;1;07406;;2581;1588;;734,799;1571.0;SCA;LDP
21653;1;1059;62;1;07478;;2581;1588;;734,799;1524.0;SCA;LDP
21656;1;859;46;1;07488;;2581;1591;;504,655;1571.0;SCA;LDV
21657;1;1073;46;1;07498;;2581;1588;;734,799;1571.0;SCA;LDP
21659;1;1073;46;1;07527;;2581;1599;;841,469;1571.0;SCA;LFC
21660;1;1618;96;3;07667;;2581;1588;;734,799;1416.0;SCA;LDP
21661;1;1618;95;3;07708;;2581;1588;;734,799;1391.0;SCA;LDP
21662;1;2642;60;1;07807;;2581;2043;;913,211;1597.0;SCA;ZTY
21666;1;3444;62;1;07889;;2581;1588;;734,799;1524.0;SCA;LDP
21667;1;1078;60;1;07919;;2581;1624;;623,051;1597.0;SCA;LIC
21668;1;1919;59;1;07933;;2581;1588;;734,799;1504.0;SCA;LDP
21669;1;859;59;1;07961;;2581;1588;;734,799;1504.0;SCA;LDP
21670;1;1079;59;1;07964;;2581;1588;;734,799;1504.0;SCA;LDP
21671;1;1073;59;1;07995;;2581;1588;;734,799;1504.0;SCA;LDP
21672;1;1073;59;1;08003;;2581;1599;;841,469;1504.0;SCA;LFC
21674;1;1818;46;1;08039;;2581;1599;;841,469;1570.0;SCA;LFC
21676;1;1077;46;1;08050;;2581;1588;;734,799;1571.0;SCA;LDP
21677;1;1077;46;1;08051;;2581;1588;;734,799;1571.0;SCA;LDP
21678;1;1920;47;1;08055;;2581;1599;;841,469;1441.0;SCA;LFC
21679;1;1383;60;1;08066;;2581;2043;;913,211;1597.0;SCA;ZTY
21680;1;2093;59;1;08067;;2581;1832;;1247,894;1504.0;SCA;NES
21682;1;1919;60;1;08069;;2581;1588;;734,799;1597.0;SCA;LDP
21683;1;1073;60;1;08070;;2581;1588;;734,799;1597.0;SCA;LDP
21684;1;1079;60;1;08073;;2581;1588;;734,799;1597.0;SCA;LDP
21685;1;854;60;1;08076;;2581;1588;;734,799;1597.0;SCA;LDP
21686;1;1891;60;1;08077;;2581;1588;;734,799;1597.0;SCA;LDP
21687;1;1892;60;1;08078;;2581;1588;;734,799;1597.0;SCA;LDP
21688;1;1383;60;1;08079;;2581;1624;;623,051;1597.0;SCA;LIC
21689;1;1082;60;1;08081;;2581;2043;;913,211;1597.0;SCA;ZTY
21690;1;1076;60;1;08083;;2581;2043;;913,211;1597.0;SCA;ZTY
21691;1;1076;60;1;08084;;2581;2043;;913,211;1597.0;SCA;ZTY
21692;1;1383;59;1;08086;;2581;1832;;1247,894;1504.0;SCA;NES
21693;1;1674;60;1;08090;;2581;2043;;913,211;1597.0;SCA;ZTY
21694;1;1120;60;1;08091;;2581;1591;;504,655;1597.0;SCA;LDV
21695;1;194;60;1;08092;;2581;2043;;913,211;1597.0;SCA;ZTY
21696;1;2592;59;1;08093;;2581;1899;;1373,685;1504.0;SCA;NPF
21697;1;1082;60;1;08094;;2581;2043;;913,211;1597.0;SCA;ZTY
21698;1;1383;60;1;08095;;2581;1820;;1346,097;1597.0;SCA;NDP
21699;1;1383;60;1;08096;;2581;1820;;1346,097;1597.0;SCA;NDP
21700;1;2549;60;1;08097;;2581;1552;;604,912;1597.0;SCA;LAR
21701;1;2549;47;1;08098;;2581;1588;;734,799;1437.0;SCA;LDP
21702;1;1049;46;1;08099;;2581;1591;;504,655;1571.0;SCA;LDV
21703;1;1378;67;1;08100;;2581;1686;;898,379;1343.0;SCA;LND
21704;1;1920;47;1;08101;;2581;1588;;734,799;1443.0;SCA;LDP
21706;1;1069;67;1;08103;;2581;1673;;926,268;1343.0;SCA;LMG
21707;1;3445;62;1;08104;;2581;1588;;734,799;1524.0;SCA;LDP
21708;1;1919;59;1;08105;;2581;1588;;734,799;1504.0;SCA;LDP
21709;1;1891;59;1;08106;;2581;1588;;734,799;1504.0;SCA;LDP
21710;1;908;46;1;08107;;2581;1588;;734,799;1569.0;SCA;LDP
21711;1;2690;95;3;08108;;2581;1588;;734,799;1391.0;SCA;LDP
21712;1;2692;95;3;08109;;2581;1588;;734,799;1391.0;SCA;LDP
21713;1;2690;95;3;08110;;2581;1756;;522,248;1391.0;SCA;LUS
21714;1;2239;62;1;08111;;2581;1588;;734,799;1524.0;SCA;LDP
21715;1;1077;59;1;08112;;2581;1588;;734,799;1504.0;SCA;LDP
21716;1;2239;47;1;08113;;2581;1588;;734,799;1443.0;SCA;LDP
21717;1;1891;59;1;08114;;2581;1588;;734,799;1504.0;SCA;LDP
21718;1;2239;47;1;08115;;2581;1588;;734,799;1443.0;SCA;LDP
21719;1;925;60;1;08116;;2581;1552;;604,912;1597.0;SCA;LAR
21720;1;925;60;1;08117;;2581;1624;;623,051;1597.0;SCA;LIC
21721;1;2239;62;1;08118;;2581;1588;;734,799;1526.0;SCA;LDP
21722;1;2239;62;1;08119;;2581;1588;;734,799;1526.0;SCA;LDP
21723;1;1078;59;1;08121;;2581;1588;;734,799;1504.0;SCA;LDP
21724;1;1919;59;1;08122;;2581;1588;;734,799;1504.0;SCA;LDP
21725;1;2550;47;1;08124;;2581;1588;;734,799;1443.0;SCA;LDP
21726;1;1083;46;1;08125;;2581;1591;;504,655;1571.0;SCA;LDV
21727;1;2692;95;3;08127;;2581;1756;;522,248;1391.0;SCA;LUS
21728;1;2633;59;1;08128;;2581;1588;;734,799;1504.0;SCA;LDP
21729;1;2631;59;1;08129;;2581;1588;;734,799;1504.0;SCA;LDP
21730;1;2618;59;1;08130;;2581;1588;;734,799;1504.0;SCA;LDP
21731;1;2226;59;1;08131;;2581;1588;;734,799;1504.0;SCA;LDP
21732;1;2629;59;1;08132;;2581;1588;;734,799;1504.0;SCA;LDP
21733;1;2621;59;1;08133;;2581;1588;;734,799;1504.0;SCA;LDP
21734;1;2624;59;1;08134;;2581;1588;;734,799;1504.0;SCA;LDP
21735;1;1383;120;1;08136;;2581;2043;;913,211;1599.0;SCA;ZTY
21736;1;2546;59;1;08137;;2581;1588;;734,799;1504.0;SCA;LDP
21737;1;2546;59;1;08138;;2581;1588;;734,799;1505.0;SCA;LDP
21738;1;1892;59;1;08139;;2581;1588;;734,799;1504.0;SCA;LDP
21740;1;2214;59;1;08141;;2581;1588;;734,799;1504.0;SCA;LDP
21742;1;1618;95;3;08147;;1613;1756;;274,150;1414.0;LGP;LUS
21756;1;3095;60;1;08216;;1613;2043;;665,113;1597.0;LGP;ZTY
21767;1;1618;95;3;09997;;2581;1756;;522,248;1391.0;SCA;LUS
21768;1;2963;115;1;10120;;2701;2043;;1564,741;2726.0;JCB;ZTY
21769;1;2564;15;1;24667;;2993;1552;;660,593;1549.0;IAB;LAR
21770;1;771;89;2;40391;;3099;2029;;1255,477;1522.0;ZOP;ZPP
21771;1;2564;15;1;45000;;2993;1552;;660,593;1549.0;IAB;LAR
21772;1;2564;72;1;45001;;2993;1552;;660,593;1396.0;IAB;LAR
21773;1;2564;15;1;45002;;2993;1552;;660,593;1549.0;IAB;LAR
21774;1;1915;67;1;50013;;1588;1686;;623,868;1343.0;LDP;LND
21775;1;1378;67;1;50024;;1591;1686;;393,724;1343.0;LDV;LND
21776;1;1145;68;1;50085;;1588;1654;;631,008;1344.0;LDP;LLD
21777;1;1912;67;1;50182;;1588;1686;;623,868;1343.0;LDP;LND
21778;1;2772;48;1;50324;;1724;1588;;611,768;1339.0;LRL;LDP
21779;1;2718;18;1;50348;;1568;1899;;925,705;1403.0;LBR;NPF
21780;1;2889;64;1;50448;;1749;1960;;572,866;1544.0;LTR;NVA
21781;1;1052;59;1;51255;;1588;1654;;631,008;1504.0;LDP;LLD
21782;1;1240;48;1;51281;;1724;1588;;611,768;1339.0;LRL;LDP
21783;1;1048;48;1;51283;;1724;1588;;611,768;1339.0;LRL;LDP
21784;1;1576;59;1;51458;;1673;1886;;1208,377;1504.0;LMG;NMN
21785;1;2327;6;1;51474;;1654;1820;;1242,306;1457.0;LLD;NDP
21786;1;925;60;1;51602;;1599;1579;;350,180;1597.0;LFC;LCO
21787;1;1052;46;1;51840;;1686;1588;;623,868;1571.0;LND;LDP
21788;1;2642;60;1;51926;;1673;2043;;794,983;1597.0;LMG;ZTY
21789;1;1240;48;1;51956;;1551;1588;;579,462;1336.0;LAP;LDP
21790;1;1923;68;1;52028;;1588;1654;;631,008;1344.0;LDP;LLD
21791;1;1093;48;1;52127;;1724;1588;;611,768;1336.0;LRL;LDP
21792;1;2722;17;1;52381;;1629;2026;;554,538;1401.0;LIP;ZOU
21793;1;2748;68;1;52416;;1588;1654;;631,008;1344.0;LDP;LLD
21794;1;31;46;1;52702;;1686;1588;;623,868;1571.0;LND;LDP
21795;1;1052;46;1;52722;;1588;1654;;631,008;1571.0;LDP;LLD
21796;1;1052;46;1;52972;;1588;1654;;631,008;1571.0;LDP;LLD
21797;1;1646;46;1;52993;;1588;1654;;631,008;1571.0;LDP;LLD
21798;1;1625;68;1;53013;;1588;1654;;631,008;1344.0;LDP;LLD
21799;1;908;46;1;53040;;1588;1654;;631,008;1571.0;LDP;LLD
21800;1;1378;66;1;53156;;1591;1686;;393,724;1476.0;LDV;LND
21801;1;1912;65;1;53198;;1588;1686;;623,868;1406.0;LDP;LND
21802;1;1667;15;1;53470;;1599;2993;;897,150;1556.0;LFC;IAB
21803;1;2564;15;1;53503;;1552;2993;;660,593;1549.0;LAR;IAB
21804;1;50;127;1;53513;;1591;1820;;841,442;1495.0;LDV;NDP
21805;1;1145;68;1;53597;;1588;1724;;611,768;1344.0;LDP;LRL
21806;1;2598;79;2;53678;;1654;1861;;1691,807;1348.0;LLD;NIJ
21807;1;1576;59;1;53703;;1673;1886;;1208,377;1504.0;LMG;NMN
21808;1;1576;59;1;53715;;1654;1886;;1187,628;1504.0;LLD;NMN
21809;1;2757;59;1;53764;;1673;1832;;1164,852;1504.0;LMG;NES
21810;1;1120;59;1;53772;;1673;1886;;1208,377;1504.0;LMG;NMN
21811;1;1199;48;1;53777;;1724;1588;;611,768;1336.0;LRL;LDP
21812;1;2598;79;2;53822;;1654;1920;;2090,791;1348.0;LLD;NRG
21813;1;1378;65;1;53840;;1591;1686;;393,724;1406.0;LDV;LND
21814;1;1240;48;1;53909;;1724;1588;;611,768;1336.0;LRL;LDP
21815;1;2542;64;1;53938;;1749;1654;;566,051;1382.0;LTR;LLD
21816;1;1199;60;1;53950;;1673;2043;;794,983;1597.0;LMG;ZTY
21817;1;1378;70;1;54062;;1591;1686;;393,724;2687.0;LDV;LND
21818;1;1120;46;1;54077;;1591;1820;;841,442;1571.0;LDV;NDP
21819;1;2654;46;1;54110;;1686;1588;;623,868;1571.0;LND;LDP
21820;1;2654;46;1;54157;;1588;1654;;631,008;1571.0;LDP;LLD
21821;1;148;47;1;54230;;1588;1654;;631,008;1437.0;LDP;LLD
21822;1;1378;67;1;54236;;1686;1591;;393,724;1343.0;LND;LDV
21823;1;1093;48;1;54284;;1724;1588;;611,768;1336.0;LRL;LDP
21824;1;2736;66;1;54285;;1588;2008;;858,590;1476.0;LDP;ZKC
21825;1;2736;65;1;54286;;1588;2008;;858,590;1406.0;LDP;ZKC
21826;1;2736;67;1;54287;;1588;2008;;858,590;1500.0;LDP;ZKC
21827;1;50;127;1;54289;;1591;1820;;841,442;1495.0;LDV;NDP
21828;1;2736;67;1;54315;;1588;2008;;858,590;1515.0;LDP;ZKC
21829;1;2964;70;1;54323;;1552;2008;;728,703;2687.0;LAR;ZKC
21830;1;2736;70;1;54325;;1588;2008;;858,590;2687.0;LDP;ZKC
21831;1;2736;67;1;54326;;1588;2008;;858,590;1420.0;LDP;ZKC
21832;1;2736;123;1;54330;;1588;2008;;858,590;1514.0;LDP;ZKC
21833;1;2736;67;1;54331;;1588;2008;;858,590;1515.0;LDP;ZKC
21834;1;2736;67;1;54333;;1588;2008;;858,590;1583.0;LDP;ZKC
21835;1;2736;66;1;54334;;1588;2008;;858,590;1474.0;LDP;ZKC
21836;1;1378;67;1;54340;;1591;1686;;393,724;1343.0;LDV;LND
21837;1;2552;120;1;54364;;1588;1654;;631,008;1450.0;LDP;LLD
21838;1;839;48;1;54392;;1724;1588;;611,768;1336.0;LRL;LDP
21839;1;1145;67;1;54428;;1588;2008;;858,590;1343.0;LDP;ZKC
21840;1;1378;67;1;54436;;1591;1686;;393,724;1343.0;LDV;LND
21841;1;1071;64;1;54461;;1749;1654;;566,051;1381.0;LTR;LLD
21842;1;1599;56;1;54471;;1599;1820;;929,084;1398.0;LFC;NDP
21843;1;859;59;1;54519;;1654;1886;;1187,628;1504.0;LLD;NMN
21844;1;1120;59;1;54547;;1673;1886;;1208,377;1504.0;LMG;NMN
21845;1;1345;77;1;54557;;1552;2993;;660,593;1496.0;LAR;IAB
21846;1;2581;89;2;54577;;1556;1899;;850,014;1522.0;LAW;NPF
21847;1;1484;59;1;54585;;1673;1832;;1164,852;1504.0;LMG;NES
21848;1;1287;15;1;54589;;1552;2993;;660,593;1549.0;LAR;IAB
21849;1;2734;68;1;54614;;1588;1654;;631,008;1344.0;LDP;LLD
21850;1;2327;15;1;54621;;1552;1959;;1441,847;1557.0;LAR;NUG
21851;1;1071;64;1;54694;;1749;1654;;566,051;1382.0;LTR;LLD
21852;1;1348;67;1;54698;;1588;1654;;631,008;1343.0;LDP;LLD
21853;1;854;60;1;54722;;1724;1588;;611,768;1597.0;LRL;LDP
21854;1;50;127;1;54727;;1573;1959;;1475,495;1495.0;LCC;NUG
21855;1;1383;95;3;54793;;1552;1959;;1441,847;1411.0;LAR;NUG
21856;1;3121;70;1;54816;;1552;2008;;728,703;2687.0;LAR;ZKC
21857;1;1145;68;1;54817;;1588;2008;;858,590;1344.0;LDP;ZKC
21858;1;1556;67;1;54818;;1588;2008;;858,590;1343.0;LDP;ZKC
21859;1;1241;15;1;54819;;1599;1959;;1553,404;1556.0;LFC;NUG
21860;1;1199;60;1;54821;;1654;2043;;774,234;1597.0;LLD;ZTY
21861;1;1199;55;1;54822;;1724;1588;;611,768;1361.0;LRL;LDP
21862;1;1664;59;1;54823;;1654;1886;;1187,628;1504.0;LLD;NMN
21863;1;1643;64;1;54824;;1624;1815;;1056,714;1382.0;LIC;NCZ
21864;1;1556;70;1;54825;;1552;2008;;728,703;2687.0;LAR;ZKC
21865;1;2697;67;1;54839;;1588;1654;;631,008;1343.0;LDP;LLD
21866;1;1199;60;1;54846;;1577;1579;;532,643;1597.0;LCM;LCO
21867;1;1199;48;1;54847;;1588;1654;;631,008;1336.0;LDP;LLD
21868;1;1199;48;1;54852;;1588;1551;;579,462;1336.0;LDP;LAP
21869;1;2773;60;1;54853;;1686;1591;;393,724;1597.0;LND;LDV
21870;1;1052;67;1;54854;;1588;1654;;631,008;1343.0;LDP;LLD
21871;1;2579;68;1;54867;;1588;1654;;631,008;1344.0;LDP;LLD
21872;1;2579;68;1;54868;;1588;1654;;631,008;1344.0;LDP;LLD
21873;1;2579;68;1;54869;;1588;1654;;631,008;1344.0;LDP;LLD
21874;1;2579;68;1;54871;;1588;1654;;631,008;1344.0;LDP;LLD
21875;1;2579;68;1;54873;;1588;1654;;631,008;1344.0;LDP;LLD
21876;1;2579;68;1;54875;;1588;1654;;631,008;1344.0;LDP;LLD
21877;1;2579;68;1;54876;;1588;1654;;631,008;1344.0;LDP;LLD
21878;1;2579;68;1;54877;;1588;1654;;631,008;1344.0;LDP;LLD
21879;1;2712;18;1;54900;;1568;2035;;829,694;1403.0;LBR;ZRG
21880;1;1598;67;1;54903;;1588;2008;;858,590;1343.0;LDP;ZKC
21881;1;2703;67;1;54904;;1588;2008;;858,590;1343.0;LDP;ZKC
21882;1;1667;15;1;54910;;1599;2993;;897,150;1556.0;LFC;IAB
21883;1;2748;68;1;54912;;1588;1654;;631,008;1344.0;LDP;LLD
21884;1;2748;68;1;54913;;1588;1654;;631,008;1344.0;LDP;LLD
21885;1;2748;68;1;54914;;1588;1654;;631,008;1344.0;LDP;LLD
21886;1;2748;68;1;54915;;1588;1654;;631,008;1344.0;LDP;LLD
21887;1;2748;68;1;54916;;1588;1654;;631,008;1344.0;LDP;LLD
21888;1;2748;68;1;54917;;1588;1654;;631,008;1344.0;LDP;LLD
21889;1;2748;68;1;54918;;1588;1654;;631,008;1344.0;LDP;LLD
21890;1;2748;68;1;54919;;1588;1654;;631,008;1344.0;LDP;LLD
21891;1;2748;68;1;54920;;1588;1654;;631,008;1344.0;LDP;LLD
21892;1;2712;18;1;54928;;1568;2029;;846,435;1403.0;LBR;ZPP
21893;1;2579;68;1;54929;;1588;1654;;631,008;1344.0;LDP;LLD
21894;1;2679;15;1;54967;;1552;1959;;1441,847;1557.0;LAR;NUG
21895;1;2681;6;1;54995;;1654;1820;;1242,306;1457.0;LLD;NDP
21896;1;1584;93;3;55017;;1552;1959;;1441,847;1409.0;LAR;NUG
21897;1;870;47;1;55019;;1724;1588;;611,768;1447.0;LRL;LDP
21898;1;2654;46;1;55020;;1686;1588;;623,868;1571.0;LND;LDP
21899;1;2654;46;1;55023;;1686;1588;;623,868;1571.0;LND;LDP
21900;1;2654;46;1;55025;;1686;1588;;623,868;1571.0;LND;LDP
21901;1;2648;46;1;55030;;1724;1588;;611,768;1571.0;LRL;LDP
21902;1;50;127;1;55038;;1591;1820;;841,442;1495.0;LDV;NDP
21903;1;2796;46;1;55041;;1686;1588;;623,868;1571.0;LND;LDP
21904;1;1692;95;3;55043;;1724;1588;;611,768;1411.0;LRL;LDP
21905;1;2773;46;1;55052;;1686;1588;;623,868;1571.0;LND;LDP
21906;1;50;127;1;55094;;1591;1959;;1465,762;1495.0;LDV;NUG
21907;1;870;47;1;55116;;1588;1654;;631,008;1447.0;LDP;LLD
21908;1;1914;67;1;55122;;1588;1686;;623,868;1583.0;LDP;LND
21909;1;1749;93;3;55147;;1724;1588;;611,768;1409.0;LRL;LDP
21910;1;1681;93;3;55181;;1724;1588;;611,768;1409.0;LRL;LDP
21911;1;2736;70;1;55192;;1552;2008;;728,703;2687.0;LAR;ZKC
21912;1;1692;96;3;55197;;1588;1724;;611,768;1416.0;LDP;LRL
21913;1;2722;18;1;55199;;1568;2026;;562,401;1403.0;LBR;ZOU
21914;1;1692;95;3;55205;;1724;1588;;611,768;1411.0;LRL;LDP
21915;1;1195;18;1;55219;;1568;2026;;562,401;1404.0;LBR;ZOU
21916;1;1195;18;1;55220;;1568;2035;;829,694;1404.0;LBR;ZRG
21917;1;1195;18;1;55222;;1568;1899;;925,705;1404.0;LBR;NPF
21918;1;1153;89;2;55237;;1556;1899;;850,014;1522.0;LAW;NPF
21919;1;2563;89;2;55238;;1556;1899;;850,014;1522.0;LAW;NPF
21920;1;2595;87;2;55250;;1556;1899;;850,014;1486.0;LAW;NPF
21921;1;2563;87;2;55251;;1556;1899;;850,014;1486.0;LAW;NPF
21922;1;1681;94;3;55260;;1588;1724;;611,768;1415.0;LDP;LRL
21923;1;1153;87;2;55264;;1556;1899;;850,014;1486.0;LAW;NPF
21924;1;1914;65;1;55279;;1588;1686;;623,868;1406.0;LDP;LND
21925;1;1199;48;1;55285;;1724;1588;;611,768;1336.0;LRL;LDP
21926;1;2734;68;1;55291;;1588;1654;;631,008;1344.0;LDP;LLD
21927;1;678;68;1;55299;;1552;1915;;904,628;1344.0;LAR;NRA
21928;1;1199;48;1;55312;;1551;1588;;579,462;1336.0;LAP;LDP
21929;1;2681;6;1;55316;;1591;1820;;841,442;1457.0;LDV;NDP
21930;1;2100;87;2;55330;;1556;3540;;781,202;1486.0;LAW;ZBU
21931;1;1534;89;2;55331;;1556;3540;;781,202;1522.0;LAW;ZBU
21932;1;2221;94;3;55397;;1588;1654;;631,008;1415.0;LDP;LLD
21933;1;31;48;1;55404;;1724;1588;;611,768;1336.0;LRL;LDP
21934;1;1663;127;1;55408;;1765;1588;;419,590;1541.0;LVT;LDP
21935;1;1692;96;3;55419;;1588;1654;;631,008;1416.0;LDP;LLD
21936;1;1914;67;1;55441;;1588;1920;;1795,899;1343.0;LDP;NRG
21937;1;2671;67;1;55442;;1588;1820;;947,414;1343.0;LDP;NDP
21938;1;1592;55;1;55460;;1552;1959;;1441,847;1360.0;LAR;NUG
21939;1;2267;48;1;55473;;1588;1654;;631,008;1339.0;LDP;LLD
21940;1;1829;67;1;55477;;1588;1654;;631,008;1343.0;LDP;LLD
21941;1;1534;87;2;55506;;1556;3540;;781,202;1486.0;LAW;ZBU
21942;1;1532;46;1;55529;;1686;1591;;393,724;1571.0;LND;LDV
21943;1;1383;96;3;55530;;1588;1686;;623,868;1416.0;LDP;LND
21944;1;1383;95;3;55531;;1686;1588;;623,868;1411.0;LND;LDP
21945;1;2672;96;3;55532;;1588;1551;;579,462;1416.0;LDP;LAP
21946;1;2672;95;3;55533;;1551;1588;;579,462;1411.0;LAP;LDP
21947;1;1199;96;3;55539;;1588;1551;;579,462;1416.0;LDP;LAP
21948;1;1199;95;3;55540;;1551;1588;;579,462;1411.0;LAP;LDP
21949;1;1199;96;3;55562;;1551;1588;;579,462;1416.0;LAP;LDP
21950;1;2238;96;3;55568;;1588;1686;;623,868;1416.0;LDP;LND
21951;1;2238;95;3;55569;;1686;1588;;623,868;1411.0;LND;LDP
21952;1;2688;94;3;55571;;1588;1654;;631,008;1415.0;LDP;LLD
21953;1;2599;95;3;55575;;1686;1588;;623,868;1411.0;LND;LDP
21954;1;2599;96;3;55584;;1588;1686;;623,868;1416.0;LDP;LND
21955;1;2221;94;3;55585;;1588;1551;;579,462;1415.0;LDP;LAP
21956;1;1996;67;1;55586;;1588;1654;;631,008;1343.0;LDP;LLD
21957;1;31;93;3;55588;;1551;1588;;579,462;1409.0;LAP;LDP
21958;1;31;94;3;55589;;1588;1551;;579,462;1415.0;LDP;LAP
21959;1;2221;93;3;55590;;1551;1588;;579,462;1409.0;LAP;LDP
21960;1;908;46;1;55592;;1686;1588;;623,868;1571.0;LND;LDP
21961;1;2676;59;1;55599;;1673;1832;;1164,852;1504.0;LMG;NES
21962;1;1677;47;1;55607;;1588;1654;;631,008;1437.0;LDP;LLD
21963;1;839;48;1;55611;;1724;1588;;611,768;1336.0;LRL;LDP
