CodigoFluxoTransporte;CodigoFerrovia;CodigoCliente;CodigoMercadoria;CodigoUnidadeTarifaria;CodigoFluxoTransporteFerrovia;DataExclusao;CodigoEstacaoOrigem;CodigoEstacaoDestino;CodigoTipoFluxoTransporte;DistanciaItinerario;CodigoMercadoriaFerrovia;CodigoReferenciaEstacaoOrigem;CodigoReferenciaEstacaoDestino
833;4;942;1;1;MBI01;;3117;2375;;169,520;2671.0;VAL;VIC
834;4;737;1;1;MEMAL04;;3117;2380;;155,696;;VAL;VMR
835;4;656;1;1;2218541492134629;;3117;3133;;602,631;;VAL;VTU
836;4;1752;1;1;EFVM2218571389063931;;3117;3133;;602,631;;VAL;VTU
837;4;1752;1;1;EFVM221859806143983;;3120;3133;;584,013;;VBR;VTU
838;4;1752;1;1;EFVM22192822560893;;3121;3133;;543,707;;VBS;VTU
839;4;942;1;1;EFVM221942035752701;;2365;2375;;110,402;;VCE;VIC
840;4;656;1;1;EFVM22197330932934;;2365;3133;;543,513;;VCE;VTU
841;4;1752;1;1;EFVM221991963280779;;2365;3133;;543,513;;VCE;VTU
842;4;942;1;1;MAQ05;;2369;2375;;238,285;;VFA;VIC
843;4;737;1;1;MEMAL05;;2369;2380;;224,461;;VFA;VMR
844;4;656;1;1;EFVM221916530270048;;2369;3133;;671,396;;VFA;VTU
845;4;1752;1;1;EFVM2219191392089965;;2369;3133;;671,396;;VFA;VTU
846;4;358;1;1;MEMCA01;;2369;3133;;671,396;;VFA;VTU
847;4;656;1;1;EFVM2219242015270892;;3126;3133;;668,938;;VFM;VTU
848;4;1752;1;1;EFVM221926310451125;;3126;3133;;668,938;;VFM;VTU
849;4;942;1;1;EFVM2219281172271042;;3127;2375;;173,296;;VGS;VIC
850;4;656;1;1;EFVM2219311614934922;;3127;3133;;606,407;;VGS;VTU
851;4;1752;1;1;EFVM221933254396113;;3127;3133;;606,407;;VGS;VTU
852;4;942;1;1;EFVM2219361048431884;;3128;2375;;108,965;;VJP;VIC
853;4;737;1;1;MEMAL01;;3128;2380;;95,141;;VJP;VMR
854;4;794;1;1;MEMAJ01;;3128;2382;;469,442;;VJP;VPA
855;4;88;1;1;MEMAK01;;3128;2382;;469,442;;VJP;VPA
856;4;656;1;1;EFVM221945289969316;;3128;3133;;542,076;;VJP;VTU
857;4;1752;1;1;EFVM2219481151789233;;3128;3133;;542,076;;VJP;VTU
858;4;1752;1;1;EFVM221950988025322;;2380;3133;;446,935;;VMR;VTU
859;4;1752;1;1;EFVM2219531774970160;;3109;3133;;670,876;;VOB;VTU
860;4;1752;1;1;EFVM22195570150393;;2382;3133;;72,634;;VPA;VTU
861;4;656;1;1;EFVM221958505723340;;2389;3133;;610,941;;VTO;VTU
862;4;1752;1;1;EFVM22200341959429;;2389;3133;;610,941;;VTO;VTU
863;4;942;1;1;EFVM22202784623309;;3133;2375;;433,111;;VTU;VIC
864;4;656;1;1;EFVM22205269487507;;3133;3133;;;;VTU;VTU
865;4;1752;1;1;EFVM222071475588382;;3108;3133;;643,477;;VWI;VTU
866;4;62;99;1;CUB24;;3108;2384;;645,870;;VWI;VPN
867;4;62;99;1;CUB28;;2384;3108;;645,870;2710.0;VPN;VWI
868;4;62;99;1;CUB26;;3133;3108;;643,477;;VTU;VWI
869;4;878;48;1;EHH01;;2650;2384;;928,718;;ELP;VPN
870;4;525;32;1;37502;;3133;3109;;670,876;2673.0;VTU;VOB
871;4;1448;32;1;44402;;3133;3122;;523,894;2673.0;VTU;VBV
872;4;62;19;1;DDX08;;3133;3108;;643,477;;VTU;VWI
873;4;565;105;1;35409;;2384;2368;;507,234;;VPN;VDD
874;4;545;15;1;EQL02;;2375;3133;;433,111;2658.0;VIC;VTU
875;4;737;8;1;WKN01;;2380;2806;;712,989;2661.0;VMR;FAR
876;4;656;8;1;WFA04;;3133;2812;;1010,134;;VTU;FBB
877;4;656;8;1;WWG02;;3133;2614;;1373,511;2661.0;VTU;EBM
878;4;656;8;1;EFVM2220401364269348;;3133;2408;;1447,016;;VTU;ZBV
879;4;656;8;1;XNF02;;3133;3064;;1862,245;;VTU;ZBL
880;4;656;8;1;EFVM2220471158296065;;3133;2840;;1165,600;;VTU;FCT
881;4;656;8;1;XPS06;;3133;3001;;1336,806;2661.0;VTU;IIP
882;4;656;8;1;WSE07;;3133;3015;;1340,996;;VTU;ISC
883;4;942;8;1;10309;;2375;2366;;303,885;3203.0;VIC;VCL
884;4;942;8;1;WID03;;2375;2675;;253,955;2661.0;VIC;EYB
885;4;942;8;1;WID02;;2375;2632;;237,869;2661.0;VIC;EEL
886;4;942;8;1;WID04;;2375;2677;;249,365;2661.0;VIC;EYU
887;4;942;8;1;EFVM22214807547051;;2375;2378;;8,176;;VIC;VJC
888;4;942;8;1;WEW01;;2375;2382;;360,477;;VIC;VPA
889;4;942;8;1;EWO01;;2375;3133;;433,111;2661.0;VIC;VTU
890;4;942;5;1;XMX01;;2654;2375;;273,871;2621.0;EMS;VIC
891;4;942;21;1;EEW01;;2654;2375;;273,871;2622.0;EMS;VIC
892;4;942;64;1;EFVM222121463888970;;2654;2375;;273,871;;EMS;VIC
893;4;942;64;1;EFVM222124367909205;;2655;2375;;247,851;;ENG;VIC
894;4;1448;5;1;XDO05;;2654;2379;;180,328;2581.0;EMS;VJM
895;4;656;5;1;ERW02;;3127;3133;;606,407;;VGS;VTU
896;4;654;5;1;ESV01;;2384;3133;;27,215;;VPN;VTU
897;4;645;5;1;EXI02;;2384;3133;;27,215;;VPN;VTU
898;4;763;5;1;ETF01;;2384;3133;;27,215;;VPN;VTU
899;4;655;5;1;ESU01;;2384;3133;;27,215;;VPN;VTU
900;4;525;30;1;15801;;3133;3109;;670,876;2672.0;VTU;VOB
901;4;1448;30;1;BTO04;;3133;3122;;523,894;2672.0;VTU;VBV
902;4;929;30;1;XDN03;;3133;3376;;702,154;2672.0;VTU;EWL
903;4;1562;30;1;EUW02;;3133;3109;;670,876;;VTU;VOB
904;4;1476;30;1;XRQ01;;3133;2673;;675,814;;VTU;EVP
905;4;942;30;1;15901;;3133;2375;;433,111;2672.0;VTU;VIC
906;4;821;72;1;EXK01;;3118;2371;;370,573;2704.0;VAZ;VFS
907;4;821;72;1;147011;;2371;3118;;370,573;;VFS;VAZ
908;4;737;15;1;BXV03;;2380;2659;;225,045;;VMR;EPI
909;4;737;15;1;DOJ03;;2380;2384;;449,328;;VMR;VPN
910;4;737;15;1;EFVM222271099876672;;2380;3133;;446,935;;VMR;VTU
911;4;942;15;1;WIH05;;2375;2617;;223,430;2665.0;VIC;ECA
912;4;942;15;1;WIH01;;2375;2675;;253,955;2665.0;VIC;EYB
913;4;942;15;1;WIH06;;2375;2632;;237,869;2665.0;VIC;EEL
914;4;942;15;1;WIH03;;2375;2677;;249,365;2665.0;VIC;EYU
915;4;942;15;1;ESL02;;2375;3133;;433,111;2665.0;VIC;VTU
916;4;942;15;1;DNG03;;2384;2375;;435,504;;VPN;VIC
917;4;137;18;1;DEL04;;3133;2373;;322,514;2578.0;VTU;VGV
918;4;957;65;1;XPP01;;3133;3503;;1429,792;2593.0;VTU;ZVF
919;4;882;65;1;EFVM2222381114968066;;3133;3503;;1429,792;;VTU;ZVF
920;4;594;65;1;EFVM222241248460373;;3133;2633;;753,875;;VTU;EEQ
921;4;594;65;1;EFVM22224377605529;;3133;2667;;1083,102;;VTU;ETC
922;4;595;65;1;WPD03;;3133;3503;;1429,792;2593.0;VTU;ZVF
923;4;210;65;1;XOO01;;3133;3367;;1119,447;;VTU;EVG
924;4;1415;65;1;WLT03;;3133;3322;;1514,543;;VTU;ELC
925;4;1996;65;1;XQF01;;3133;3503;;1429,792;;VTU;ZVF
926;4;1005;93;1;EFVM222256412847161;;3118;2384;;122,027;;VAZ;VPN
927;4;737;93;1;AEO07;;2384;2380;;449,328;;VPN;VMR
928;4;1884;93;1;XEL02;;2384;3064;;1864,638;;VPN;ZBL
929;4;403;93;1;WTL01;;2384;2675;;689,459;;VPN;EYB
930;4;1450;93;1;EFVM222310120556316;;2384;3297;;1752,962;;VPN;EGA
931;4;1473;95;1;WVU09;;2384;2659;;674,373;;VPN;EPI
932;4;1885;95;1;XIX01;;2384;2659;;674,373;;VPN;EPI
933;4;1822;95;1;XEK03;;2384;3064;;1864,638;;VPN;ZBL
934;4;737;94;3;AZT09;;2380;2384;;449,328;2604.0;VMR;VPN
935;4;403;94;1;WTK01;;2675;2384;;689,459;;EYB;VPN
936;4;1885;96;1;XIY02;;2659;2384;;674,373;;EPI;VPN
937;4;403;96;1;ENB04;;2675;2384;;689,459;;EYB;VPN
938;4;1560;96;1;XBK01;;2384;2659;;674,373;;VPN;EPI
939;4;1831;31;1;EFVM2223321231300303;;3133;3345;;720,522;;VTU;EPM
940;4;737;31;1;46507;;3133;2380;;446,935;2559.0;VTU;VMR
941;4;1448;31;1;21310;;3133;3122;;523,894;;VTU;VBV
942;4;942;31;1;21408;;3133;2375;;433,111;;VTU;VIC
943;4;996;31;1;WJF02;;3133;2674;;824,799;;VTU;EWD
944;4;996;31;1;WJF04;;3133;3376;;702,154;;VTU;EWL
945;4;929;31;1;WQJ02;;3133;3376;;702,154;;VTU;EWL
946;4;1562;31;1;ESN02;;3133;3109;;670,876;;VTU;VOB
947;4;1476;31;1;WYP03;;3133;2673;;675,814;2609.0;VTU;EVP
948;4;942;38;1;XJV04;;2618;2375;;216,898;2576.0;ECE;VIC
949;4;942;38;1;EGM02;;3127;2375;;173,296;2576.0;VGS;VIC
950;4;737;39;1;BWY01;;3124;2380;;120,042;2701.0;VCS;VMR
951;4;525;39;1;14201;;3124;3109;;103,899;;VCS;VOB
952;4;942;39;1;EVU01;;3124;2375;;133,866;;VCS;VIC
953;4;996;23;1;DYH01;;2375;2629;;555,991;;VIC;EEB
954;4;997;23;1;WNA021;;2375;2648;;257,915;;VIC;ELD
955;4;977;23;1;CYD01;;2378;3376;;277,219;;VJC;EWL
956;4;525;105;1;EFVM2224171836857342;;3109;3133;;670,876;;VOB;VTU
957;4;27;47;1;86014;;3501;3133;;1466,178;2554.0;ZUL;VTU
958;4;1116;47;1;CGZ01;;3310;3133;;1771,615;2554.0;EJI;VTU
959;4;1119;47;1;CDY021;;3259;3133;;1408,646;;EBJ;VTU
960;4;609;6;1;16801;;3115;2384;;641,022;2630.0;VFU;VPN
961;4;632;6;1;85601;;3345;2384;;722,915;;EPM;VPN
962;4;794;6;1;37201;;2382;2384;;75,027;2630.0;VPA;VPN
963;4;513;6;1;11502;;3115;2384;;641,022;2630.0;VFU;VPN
964;4;1038;6;1;AAL02;;3115;2384;;641,022;2630.0;VFU;VPN
965;4;378;6;1;EDW03;;2642;2384;;806,665;2630.0;EHT;VPN
966;4;574;6;1;84503;;3115;2384;;641,022;2630.0;VFU;VPN
967;4;74;6;1;CYG02;;2642;2384;;806,665;2630.0;EHT;VPN
968;4;547;6;1;17702;;3115;2384;;641,022;2630.0;VFU;VPN
969;4;566;6;1;66103;;3115;2384;;641,022;2630.0;VFU;VPN
970;4;569;6;1;AOK02;;3115;2384;;641,022;;VFU;VPN
971;4;88;6;1;AWA04;;2382;2384;;75,027;2630.0;VPA;VPN
972;4;576;6;1;80201;;3345;2384;;722,915;;EPM;VPN
973;4;610;6;1;XRI01;;2642;2384;;806,665;;EHT;VPN
974;4;575;6;1;33204;;3345;2384;;722,915;2630.0;EPM;VPN
975;4;1477;6;1;EUJ01;;3129;2384;;533,649;2630.0;VLB;VPN
976;4;1040;6;1;AOL01;;3115;2384;;641,022;;VFU;VPN
977;4;942;6;1;XJW01;;2618;2375;;216,898;2650.0;ECE;VIC
978;4;942;6;1;BTB01;;2382;2375;;360,477;;VPA;VIC
979;4;942;43;1;EAB03;;3133;2375;;433,111;2697.0;VTU;VIC
980;4;565;105;1;24203;;2368;2384;;507,234;;VDD;VPN
981;4;525;10;1;EFVM222518564791377;;3109;3133;;670,876;;VOB;VTU
982;4;1448;10;1;EFVM2225211777983185;;2379;2632;;144,326;;VJM;EEL
983;4;1448;10;1;EFVM222523305047701;;2379;2373;;204,140;;VJM;VGV
984;4;1448;10;1;EFVM2225261937395546;;2379;2659;;145,326;;VJM;EPI
985;4;1448;10;1;EFVM222533504384815;;2379;2384;;529,047;;VJM;VPN
986;4;1448;10;1;EFVM2225351366204732;;2379;3133;;526,654;;VJM;VTU
987;4;1448;10;1;EFVM2225381965877816;;2384;2384;;0,000;;VPN;VPN
988;4;2198;26;1;EWK01;;2373;2384;;324,907;;VGV;VPN
989;4;881;26;1;DYB04;;2373;2384;;324,907;;VGV;VPN
990;4;369;26;1;EVX03;;2373;2384;;324,907;;VGV;VPN
991;4;1411;26;1;CVT07;;2373;2384;;324,907;;VGV;VPN
992;4;237;26;1;CPP10;;2373;2384;;324,907;;VGV;VPN
993;4;405;26;1;EDU07;;2366;2384;;131,619;2586.0;VCL;VPN
994;4;621;26;1;ECL01;;2373;2384;;324,907;;VGV;VPN
995;4;679;26;1;CHI01;;2363;2384;;174,579;;VBG;VPN
996;4;679;26;1;CAS01;;3130;2384;;163,622;;VMC;VPN
997;4;64;26;1;CXB03;;2373;2384;;324,907;;VGV;VPN
998;4;684;26;1;AWV01;;2382;2384;;75,027;;VPA;VPN
999;4;801;26;1;ERK04;;2373;2384;;324,907;;VGV;VPN
1000;4;653;26;1;WYV02;;3130;3413;;322,097;;VMC;GGR
1001;4;1003;26;1;EWC01;;3128;2384;;544,469;;VJP;VPN
1002;4;1423;26;1;WLS22;;2620;2384;;867,325;;ECM;VPN
1003;4;1423;26;1;22017;;2366;2384;;131,619;;VCL;VPN
1004;4;1423;26;1;22022;;2373;2384;;324,907;2586.0;VGV;VPN
1005;4;1423;26;1;22003;;3128;2384;;544,469;2586.0;VJP;VPN
1006;4;1942;26;1;EVP011;;2373;2384;;324,907;;VGV;VPN
1007;4;652;26;1;XOC07;;2373;3413;;483,382;;VGV;GGR
1008;4;804;26;1;CPL08;;2373;2384;;324,907;;VGV;VPN
1009;4;2259;26;1;EWM01;;2373;2384;;324,907;;VGV;VPN
1010;4;1936;26;1;EVM10;;2373;3133;;322,514;;VGV;VTU
1011;4;656;105;1;BZZ04;;2375;3133;;433,111;2698.0;VIC;VTU
1012;4;656;105;1;BZZ03;;3109;3133;;670,876;2698.0;VOB;VTU
1013;4;525;15;1;21003;;2375;3109;;237,765;2705.0;VIC;VOB
1014;4;1407;78;1;EFVM222721221299664;;3391;3118;;191,584;;GAG;VAZ
1015;4;1407;78;1;EFVM22274518892108;;2366;3118;;103,592;;VCL;VAZ
1016;4;821;78;1;EFVM222763756306;;2368;2371;;108,634;;VDD;VFS
1017;4;821;78;1;EFVM222791980385109;;3124;2371;;170,770;;VCS;VFS
1018;4;821;78;1;EFVM222711694721379;;2382;2371;;323,573;;VPA;VFS
1019;4;492;43;1;EQI02;;3133;3109;;670,876;;VTU;VOB
1020;4;942;43;1;15404;;2369;2375;;238,285;2706.0;VFA;VIC
1021;4;1943;59;1;XMI03;;3501;3133;;1466,178;;ZUL;VTU
1022;4;1121;59;1;XGS01;;3259;3133;;1408,646;;EBJ;VTU
1023;4;1890;59;1;EFVM2227251023040191;;3501;3133;;1466,178;;ZUL;VTU
1024;4;1926;59;1;XIA03;;3501;3133;;1466,178;;ZUL;VTU
1025;4;1853;59;1;XII02;;3501;3133;;1466,178;;ZUL;VTU
1026;4;1852;59;1;XIH02;;3501;3133;;1466,178;;ZUL;VTU
1027;4;1867;59;1;XIG02;;3501;3133;;1466,178;;ZUL;VTU
1028;4;1887;59;1;XHY02;;3501;3133;;1466,178;;ZUL;VTU
1029;4;525;1;1;MEMAZ01;;2369;3109;;30,520;;VFA;VOB
1030;4;942;1;1;MAQ02;;3126;2375;;235,827;;VFM;VIC
1031;4;942;1;1;CXN03;;3109;2375;;237,765;;VOB;VIC
1032;4;737;105;1;EFVM22283413002265;;3133;2380;;446,935;;VTU;VMR
1033;4;977;105;1;DHU01;;2373;3376;;379,640;;VGV;EWL
1034;4;1448;1;1;MEMBA01;;2369;2379;;144,742;;VFA;VJM
1035;4;525;11;1;DFX02;;3109;3133;;670,876;2699.0;VOB;VTU
1036;4;942;11;1;ERL02;;2375;3133;;433,111;2699.0;VIC;VTU
1037;4;942;11;1;EVT02;;3133;2375;;433,111;2699.0;VTU;VIC
1038;4;65;46;1;DXY01;;3259;3133;;1408,646;2610.0;EBJ;VTU
1039;4;1795;46;1;XSW01;;3501;3133;;1466,178;;ZUL;VTU
1040;4;2260;46;1;XSX01;;3501;3133;;1466,178;;ZUL;VTU
1041;4;2261;46;1;XSU02;;3252;3133;;1419,543;;EAU;VTU
1042;4;2261;46;1;XSU01;;3501;3133;;1466,178;;ZUL;VTU
1043;4;1888;46;1;XHA04;;3501;3133;;1466,178;;ZUL;VTU
1044;4;1836;46;1;XGM07;;3259;3133;;1408,646;;EBJ;VTU
1045;4;1836;46;1;XGM05;;3508;3133;;1482,814;;ZYE;VTU
1046;4;1836;46;1;XGM04;;3501;3133;;1466,178;;ZUL;VTU
1047;4;2264;7;1;XSB01;;2375;2674;;391,688;;VIC;EWD
1048;4;153;69;1;XRJ02;;3133;3244;;1515,543;;VTU;EAE
1049;4;957;69;1;XPN02;;3133;2633;;753,875;;VTU;EEQ
1050;4;957;69;1;XPN01;;3133;3503;;1429,792;2649.0;VTU;ZVF
1051;4;968;69;1;EFVM2228571569100196;;3133;2633;;753,875;;VTU;EEQ
1052;4;1412;69;1;EFVM2228591210973598;;3133;3322;;1514,543;;VTU;ELC
1053;4;210;69;1;EFVM22292695837796;;3133;3367;;1119,447;;VTU;EVG
1054;4;1998;69;1;EFVM222941976813750;;3133;3322;;1514,543;;VTU;ELC
1055;4;1996;69;1;XNA03;;3133;3503;;1429,792;;VTU;ZVF
1056;4;525;13;1;13412;;3109;3133;;670,876;3203.0;VOB;VTU
1057;4;559;28;1;BDH29;;2390;3128;;262,775;;VTR;VJP
1058;4;558;28;1;BDF17;;2390;3124;;287,676;;VTR;VCS
1059;4;558;28;1;BDF46;;2390;3128;;262,775;;VTR;VJP
1060;4;514;28;1;BDG20;;2390;2379;;247,353;;VTR;VJM
1061;4;514;28;1;BDG41;;2390;3128;;262,775;;VTR;VJP
1062;4;2265;60;1;XRE01;;2384;3267;;1832,170;;VPN;EBZ
1063;4;518;60;1;DWX01;;2384;2659;;674,373;;VPN;EPI
1064;4;583;60;1;EKV01;;2384;2617;;658,934;;VPN;ECA
1065;4;640;60;1;XMV02;;2384;3367;;1121,840;;VPN;EVG
1066;4;2266;60;1;WTE01;;2384;3267;;1832,170;;VPN;EBZ
1067;4;957;70;1;XPM01;;3133;3503;;1429,792;2595.0;VTU;ZVF
1068;4;1412;70;1;EFVM223072112302280;;3133;3322;;1514,543;;VTU;ELC
1069;4;882;70;1;XOT03;;3133;3503;;1429,792;2595.0;VTU;ZVF
1070;4;594;70;1;EFVM223013117140061;;3133;2667;;1083,102;;VTU;ETC
1071;4;210;70;1;XOQ01;;3133;3367;;1119,447;;VTU;EVG
1072;4;1996;70;1;XMK02;;3133;3503;;1429,792;;VTU;ZVF
1073;4;656;1;1;EFVM22302477670072;;3117;3133;;602,631;;VAL;VTU
1074;4;656;1;1;EFVM223032440939210;;2365;3133;;543,513;;VCE;VTU
1075;4;737;1;1;MEMAL03;;3123;2380;;0,000;;VCM;VMR
1076;4;1752;1;1;EFVM2230391544137500;;3123;3133;;0,000;;VCM;VTU
1077;4;656;1;1;EFVM223045469421480;;2369;3133;;671,396;;VFA;VTU
1078;4;656;1;1;EFVM2230491137046823;;3126;3133;;668,938;;VFM;VTU
1079;4;358;1;1;223052682772347;;3126;3133;;668,938;;VFM;VTU
1080;4;656;1;1;EFVM2230551282445431;;2372;3133;;594,488;;VFZ;VTU
1081;4;1752;1;1;EFVM223058767309629;;2372;3133;;594,488;;VFZ;VTU
1082;4;656;1;1;EFVM2231101596582377;;3128;3133;;542,076;;VJP;VTU
1083;4;793;1;1;CBFVJPVTU;;3128;3133;;542,076;;VJP;VTU
1084;4;358;1;1;2231161322824948;;3128;3133;;542,076;;VJP;VTU
1085;4;1752;1;1;EFVM2231222051311617;;3133;3133;;0,000;;VTU;VTU
1086;4;656;1;1;EFVM223124503501054;;2389;3133;;610,941;;VTO;VTU
1087;4;656;1;1;EFVM2231281777554188;;3133;3133;;0,000;;VTU;VTU
1088;4;656;1;1;EFVM2238401509706481;;3127;3133;;606,407;;VGS;VTU
1089;4;62;105;1;EFVM224150449991294;;3108;2375;;210,366;;VWI;VIC
1090;4;62;105;1;EFVM224153705383420;;3108;2384;;645,870;;VWI;VPN
1091;4;62;105;1;EFVM224155960775546;;2384;3108;;645,870;;VPN;VWI
1092;4;62;105;1;EFVM22415819392774;;3133;3108;;643,477;;VTU;VWI
1093;4;525;105;1;EFVM224222063973836;;3133;3109;;670,876;;VTU;VOB
1094;4;942;105;1;EXD01;;3133;2375;;433,111;;VTU;VIC
1095;4;545;15;1;EQL01;;2375;3133;;433,111;;VIC;VTU
1096;4;737;105;1;EFVM2242111694236642;;2380;2806;;712,989;;VMR;FAR
1097;4;737;105;1;EFVM2242131172009907;;2380;2812;;563,199;;VMR;FBB
1098;4;656;105;1;EFVM224216469602351;;3133;3118;;119,634;;VTU;VAZ
1099;4;656;105;1;EFVM224218373622586;;3133;2812;;1010,134;;VTU;FBB
1100;4;656;105;1;EFVM2242211818698677;;3133;2614;;1373,511;;VTU;EBM
1101;4;656;105;1;EFVM224223877315905;;3133;2408;;1447,016;;VTU;ZBV
1102;4;656;105;1;EFVM2242261200492177;;3133;3064;;1862,245;;VTU;ZBL
1103;4;656;105;1;EFVM22422878928584;;3133;3001;;1336,806;;VTU;IIP
1104;4;656;105;1;EFVM224231821260893;;3133;2384;;27,215;;VTU;VPN
1105;4;942;105;1;EFVM224235643483229;;2375;2617;;223,430;;VIC;ECA
1106;4;942;105;1;EFVM2242371318031392;;2375;2366;;303,885;;VIC;VCL
1107;4;942;105;1;EFVM224240451523699;;2375;2675;;253,955;;VIC;EYB
1108;4;942;105;1;EFVM2242421051196783;;2375;2632;;237,869;;VIC;EEL
1109;4;942;105;1;EFVM224245536060981;;2375;2677;;249,365;;VIC;EYU
1110;4;942;105;1;EFVM224247859237253;;2375;3133;;433,111;;VIC;VTU
1111;4;942;105;1;EFVM224249695473342;;2375;3133;;433,111;;VIC;VTU
1112;4;656;5;1;70414;;3127;3133;;606,407;;VGS;VTU
1113;4;656;5;1;XNZ01;;2654;3133;;706,982;;EMS;VTU
1114;4;656;5;1;WTA01;;3345;3133;;720,522;;EPM;VTU
1115;4;1448;30;1;BTO02;;3133;3122;;523,894;;VTU;VBV
1116;4;737;15;1;BXV02;;2380;2632;;224,045;;VMR;EEL
1117;4;737;15;1;15003;;2380;3133;;446,935;;VMR;VTU
1118;4;942;15;1;ESL01;;2375;3133;;433,111;;VIC;VTU
1119;4;137;18;1;DEL01;;3133;2373;;322,514;;VTU;VGV
1120;4;1149;65;1;EFQ01;;3133;3503;;1429,792;;VTU;ZVF
1121;4;594;65;1;WXW01;;3133;2667;;1083,102;;VTU;ETC
1122;4;595;65;1;WPD02;;3133;3503;;1429,792;;VTU;ZVF
1123;4;210;65;1;CAI01;;3133;3367;;1119,447;;VTU;EVG
1124;4;1089;93;1;EFB02;;2384;2675;;689,459;;VPN;EYB
1125;4;524;93;1;WOT01;;2659;2384;;674,373;;EPI;VPN
1126;4;1451;93;1;WGX01;;2384;2675;;689,459;;VPN;EYB
1127;4;507;93;1;WRQ01;;2659;2384;;674,373;;EPI;VPN
1128;4;507;93;1;WRQ03;;2384;2659;;674,373;;VPN;EPI
1129;4;1453;95;1;WUY02;;2384;2659;;674,373;;VPN;EPI
1130;4;385;95;1;WSV02;;2384;2659;;674,373;;VPN;EPI
1131;4;403;95;1;ENA01;;2384;2675;;689,459;;VPN;EYB
1132;4;229;95;1;DUG02;;2384;3297;;1752,962;;VPN;EGA
1133;4;231;95;1;DVM01;;2384;2659;;674,373;;VPN;EPI
1134;4;507;95;1;EFVM224450193351204;;2659;2384;;674,373;;EPI;VPN
1135;4;1452;95;1;WBX01;;2384;2659;;674,373;;VPN;EPI
1136;4;1089;94;1;WUC01;;2675;2384;;689,459;;EYB;VPN
1137;4;1005;94;1;EXF01;;2384;3118;;122,027;;VPN;VAZ
1138;4;524;94;1;WME01;;2384;2659;;674,373;;VPN;EPI
1139;4;1451;94;1;WGW01;;2675;2384;;689,459;;EYB;VPN
1140;4;1450;94;1;WUG01;;3297;2384;;1752,962;;EGA;VPN
1141;4;587;94;1;DVB01;;2675;2384;;689,459;;EYB;VPN
1142;4;737;31;1;46501;;3133;2380;;446,935;;VTU;VMR
1143;4;1448;31;1;21301;;3133;3122;;523,894;;VTU;VBV
1144;4;942;38;1;13702;;2618;2375;;216,898;;ECE;VIC
1145;4;656;39;1;13901;;3124;3133;;566,977;;VCS;VTU
1146;4;299;23;1;CYJ01;;3133;2618;;650,009;;VTU;ECE
1147;4;525;105;1;EFVM2245351218064280;;3109;3133;;670,876;;VOB;VTU
1148;4;545;105;1;EFVM2245381466365473;;2375;2384;;435,504;;VIC;VPN
1149;4;871;47;1;863061;;3297;3133;;1750,569;;EGA;VTU
1150;4;519;6;1;819061;;3115;2384;;641,022;;VFU;VPN
1151;4;571;6;1;18606;;2674;2384;;827,192;;EWD;VPN
1152;4;238;6;1;BXY02;;3345;2384;;722,915;;EPM;VPN
1153;4;566;6;1;66102;;3109;2384;;673,269;;VOB;VPN
1154;4;633;6;1;86902;;3345;2384;;722,915;;EPM;VPN
1155;4;580;6;1;EFVM224610823325614;;3109;2384;;673,269;;VOB;VPN
1156;4;610;6;1;DDH01;;2674;2384;;827,192;;EWD;VPN
1157;4;567;6;1;26702;;2674;2384;;827,192;2630.0;EWD;VPN
1158;4;942;6;1;23301;;2618;2375;;216,898;;ECE;VIC
1159;4;942;43;1;EAB01;;3133;2375;;433,111;;VTU;VIC
1160;4;525;10;1;EFVM2246271243104528;;3109;2384;;673,269;;VOB;VPN
1161;4;525;10;1;EFVM2246291147124763;;3109;3133;;670,876;;VOB;VTU
1162;4;1448;10;1;EFVM2246431168684213;;2379;3133;;526,654;;VJM;VTU
1163;4;1448;10;1;EFVM2246462030504130;;2384;2379;;529,047;;VPN;VJM
1164;4;1448;10;1;EFVM2246511030663189;;3133;2379;;526,654;;VTU;VJM
1165;4;1432;10;1;EFVM2246541211180236;;2379;2373;;204,140;;VJM;VGV
1166;4;660;26;1;EFVM2246581527433688;;2363;2384;;174,579;;VBG;VPN
1167;4;660;26;1;EQY04;;2373;2384;;324,907;;VGV;VPN
1168;4;660;26;1;DYO03;;3130;2384;;163,622;;VMC;VPN
1169;4;405;26;1;EDU03;;3130;2384;;163,622;;VMC;VPN
1170;4;651;26;1;AOT02;;2382;3413;;233,502;;VPA;GGR
1171;4;801;26;1;ERK06;;2366;2384;;131,619;;VCL;VPN
1172;4;362;26;1;DLR02;;3130;2384;;163,622;;VMC;VPN
1173;4;217;26;1;DUP02;;3128;2384;;544,469;;VJP;VPN
1174;4;1423;26;1;WLS07;;3213;2384;;1650,713;;DRU;VPN
1175;4;1423;26;1;EFVM2247411376476552;;3130;2384;;163,622;;VMC;VPN
1176;4;656;41;1;WLX01;;3270;3133;;1782,374;;ECD;VTU
1177;4;656;105;1;BZZ02;;2375;3133;;433,111;;VIC;VTU
1178;4;656;105;1;BZZ01;;3109;3133;;670,876;;VOB;VTU
1179;4;1407;78;1;EFVM224759217846127;;2382;2371;;323,573;;VPA;VFS
1180;4;358;1;1;MEMAV01;;2384;3133;;27,215;;VPN;VTU
1181;4;737;105;1;DJD01;;3133;2380;;446,935;;VTU;VMR
1182;4;525;11;1;DFX01;;3109;3133;;670,876;;VOB;VTU
