CodigoDesempenhoLocomotiva;CodigoFerrovia;CodigoModeloLocomotiva;DataReferencia;NumeroConsumoCombustivel;NumeroImobilizacaoOficinaPropria;NumeroImobilizacaoOficinaTerceiros;NumeroImobilizacaoMorta;NumeroDisponivelNaoUtilizadoPropria;NumeroDisponivelNaoUtilizadoTerceiros;NumeroUtilizacaoPropria;NumeroUtilizacaoTerceiros;NumeroUtilizacaoServicoInterno;NumeroTKBTracionada;NumeroTKUTracionada;NumeroDistanciaPercorrida
10682;5;178;01/06/2007 00:00:00;0;0,0;0,0;2160,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10683;8;178;01/06/2007 00:00:00;48962;396,0;0,0;720,0;2092,0;0,0;1105,0;0,0;7,0;5095752.0;2924254.0;16033
10684;9;178;01/06/2007 00:00:00;5063;104,1;0,0;4320,0;194,2;0,0;941,3;0,0;200,4;992831.0;693821.0;1651
10685;5;178;01/07/2007 00:00:00;0;0,0;0,0;2232,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10686;8;178;01/07/2007 00:00:00;46747;767,0;0,0;744,0;1895,0;0,0;1052,0;0,0;6,0;5122117.0;3035921.0;18916
10687;9;178;01/07/2007 00:00:00;5730;83,9;0,0;4464,0;435,4;0,0;775,9;0,0;192,7;807049.0;547099.0;1466
10688;5;178;01/08/2007 00:00:00;0;0,0;0,0;2232,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10689;8;178;01/08/2007 00:00:00;48262;1127,0;0,0;0,0;2195,0;0,0;1007,0;0,0;18,0;5016284.0;2577922.0;14675
10690;9;178;01/08/2007 00:00:00;6501;113,8;0,0;4464,0;267,0;0,0;1038,3;0,0;68,9;1101912.0;717404.0;1818
10691;5;178;01/09/2007 00:00:00;0;0,0;0,0;2160,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10692;8;178;01/09/2007 00:00:00;32518;1127,0;0,0;0,0;2195,0;0,0;1007,0;0,0;20,0;5016284.0;2577922.0;14675
10693;9;178;01/09/2007 00:00:00;7841;130,2;0,0;4320,0;101,6;0,0;1055,7;0,0;152,5;1153036.0;764252.0;2116
10694;5;178;01/10/2007 00:00:00;0;0,0;0,0;2232,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10695;8;178;01/10/2007 00:00:00;41711;1127,0;0,0;0,0;2195,0;0,0;1007,0;0,0;20,0;5016284.0;2577922.0;14675
10696;9;178;01/10/2007 00:00:00;6621;76,2;0,0;4464,0;104,8;0,0;1154,5;0,0;152,5;1324276.0;965586.0;2514
10697;5;178;01/11/2007 00:00:00;0;0,0;0,0;2160,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10698;8;178;01/11/2007 00:00:00;29584;1601,0;0,0;0,0;1836,0;0,0;795,0;0,0;89,0;4347813.0;2370553.0;12893
10699;9;178;01/11/2007 00:00:00;13211;210,4;0,0;3600,0;81,4;0,0;1479,7;0,0;388,5;1834904.0;1281773.0;3391
10700;5;178;01/12/2007 00:00:00;0;0,0;0,0;2232,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10701;8;178;01/12/2007 00:00:00;29584;1069,6;0,0;744,0;2025,6;0,0;624,8;0,0;6,1;3212397.0;2144737.0;12732
10702;9;178;01/12/2007 00:00:00;8673;184,1;0,0;3720,0;191,2;0,0;1383,7;0,0;472,9;1470004.0;1016220.0;2590
10703;5;178;01/01/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10704;8;178;01/01/2008 00:00:00;32284;1745,9;0,0;0,0;2041,9;0,0;676,2;0,0;6,0;4040129.0;2518952.0;12540
10705;9;178;01/01/2008 00:00:00;983;4549,5;0,0;0,0;363,2;0,0;779,7;0,0;259,6;854411.0;505569.0;1636
10706;5;178;01/02/2008 00:00:00;0;2088,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10707;8;178;01/02/2008 00:00:00;12178;0,0;0,0;16,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10708;9;178;01/02/2008 00:00:00;1291;4270,7;0,0;0,0;258,9;0,0;796,3;0,0;242,1;872532.0;501455.0;1709
10709;5;178;01/03/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10710;8;178;01/03/2008 00:00:00;26081;1817,0;0,0;0,0;2218,0;0,0;429,0;0,0;0,0;2344998.0;1411411.0;8000
10711;9;178;01/03/2008 00:00:00;665;4502,2;0,0;0,0;438,1;0,0;722,1;0,0;289,6;791302.0;497674.0;1567
10712;5;178;01/04/2008 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10713;8;178;01/04/2008 00:00:00;26924;2616,0;0,0;0,0;3624,0;0,0;2400,0;0,0;207,0;8571322.0;5190006.0;29544
10714;9;178;01/04/2008 00:00:00;826;4377,5;0,0;0,0;396,9;0,0;746,6;0,0;239,1;818073.0;527789.0;1598
10715;5;178;01/05/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10716;8;178;01/05/2008 00:00:00;36003;2221,1;0,0;0,0;1557,5;0,0;685,4;0,0;14,3;3243946.0;1777480.0;10585
10717;9;178;01/05/2008 00:00:00;838;4529,3;0,0;0,0;406,0;0,0;769,1;0,0;247,6;842829.0;530081.0;1593
10718;5;178;01/06/2008 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10719;8;178;01/06/2008 00:00:00;21685;994,6;0,0;720,0;2106,9;0,0;47451,8;0,0;720,0;2388901.0;1355176.0;10040
10720;9;178;01/06/2008 00:00:00;1283;4401,7;0,0;0,0;179,9;0,0;885,8;0,0;292,5;994754.0;578345.0;1957
10721;5;178;01/07/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10722;8;178;01/07/2008 00:00:00;14023;1342,0;0,0;744,0;1788,0;0,0;590,0;0,0;744,0;1211738.0;750727.0;4502
10723;9;178;01/07/2008 00:00:00;589;4546,0;0,0;0,0;339,1;0,0;764,4;0,0;302,5;858391.0;539869.0;1558
10724;5;178;01/08/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10725;8;178;01/08/2008 00:00:00;15515;84,0;0,0;0,0;573,0;0,0;590,0;0,0;0,0;4039894.0;2223465.0;9632
10726;9;178;01/08/2008 00:00:00;593;4536,9;0,0;0,0;442,8;0,0;736,3;0,0;236,0;826838.0;533444.0;1479
10727;5;178;01/09/2008 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10728;8;178;01/09/2008 00:00:00;14023;1288,0;0,0;0,0;2183,0;0,0;130,0;0,0;0,0;446346.0;232833.0;4176
10729;9;178;01/09/2008 00:00:00;841;4377,6;0,0;0,0;351,0;0,0;756,3;0,0;275,1;849318.0;534162.0;1519
10730;5;178;01/10/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10731;8;178;01/10/2008 00:00:00;11050;1327,0;0,0;0,0;2181,0;0,0;213,0;0,0;0,0;488762.0;235637.0;3737
10732;9;178;01/10/2008 00:00:00;939;4538,0;0,0;0,0;352,6;0,0;819,8;0,0;241,6;920579.0;557927.0;1579
10733;5;178;01/11/2008 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10734;8;178;01/11/2008 00:00:00;11050;709,0;0,0;0,0;2666,0;0,0;345,0;0,0;0,0;316518.0;140584.0;3472
10735;9;178;01/11/2008 00:00:00;610;4393,4;0,0;0,0;423,5;0,0;687,5;0,0;255,5;772047.0;498095.0;1235
10736;5;178;01/12/2008 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10737;8;178;01/12/2008 00:00:00;15209;14,0;0,0;0,0;618,0;0,0;3087,0;0,0;0,0;708183.0;369695.0;4223
10738;9;178;01/12/2008 00:00:00;568;4505,9;0,0;0,0;522,4;0,0;622,4;0,0;301,3;729625.0;498070.0;1158
10739;5;178;01/01/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10740;8;178;01/01/2009 00:00:00;19440;222,0;0,0;0,0;2723,0;0,0;602,0;0,0;0,0;1003940.0;444846.0;3501
10741;9;178;01/01/2009 00:00:00;411;4552,8;0,0;0,0;741,3;0,0;299,9;0,0;358,0;357288.0;205338.0;525
10742;5;178;01/02/2009 00:00:00;0;2016,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10743;8;178;01/02/2009 00:00:00;10239;183,0;0,0;672,0;2329,0;0,0;849,0;0,0;0,0;622958.0;318737.0;1809
10744;9;178;01/02/2009 00:00:00;395;4114,0;0,0;0,0;615,8;0,0;298,1;0,0;348,1;359342.0;205338.0;489
10745;5;178;01/03/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10746;8;178;01/03/2009 00:00:00;13354;3,0;0,0;744,0;685,0;0,0;1,0;0,0;0,0;561947.0;256644.0;2476
10747;9;178;01/03/2009 00:00:00;292;4568,2;0,0;0,0;706,9;0,0;288,3;0,0;388,7;351859.0;218546.0;693
10748;5;178;01/04/2009 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10749;8;178;01/04/2009 00:00:00;9508;147,0;0,0;0,0;2111,0;0,0;1342,0;0,0;0,0;513445.0;298547.0;2368
10750;9;178;01/04/2009 00:00:00;490;4403,7;0,0;0,0;486,1;0,0;536,6;0,0;333,6;653881.0;373646.0;963
10751;5;178;01/05/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10752;8;178;01/05/2009 00:00:00;136252;206,0;0,0;0,0;3310,0;0,0;204,0;0,0;0,0;192685.0;72397.0;1853
10753;9;178;01/05/2009 00:00:00;564;4505,6;0,0;0,0;500,9;0,0;608,9;0,0;336,6;759972.0;441844.0;1103
10754;1;178;01/06/2009 00:00:00;0;720,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10755;5;178;01/06/2009 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10756;8;178;01/06/2009 00:00:00;13936;1327,0;0,0;0,0;2181,0;0,0;213,0;0,0;0,0;488762.0;235637.0;3737
10757;9;178;01/06/2009 00:00:00;731;4384,7;0,0;0,0;395,0;0,0;652,7;0,0;327,6;802922.0;469545.0;1154
10758;1;178;01/07/2009 00:00:00;0;720,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10759;5;178;01/07/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10760;8;178;01/07/2009 00:00:00;12050;484,0;0,0;744,0;3046,0;0,0;190,0;0,0;744,0;373404.0;228689.0;3215
10761;9;178;01/07/2009 00:00:00;739;4652,3;0,0;0,0;268,8;0,0;708,6;0,0;322,3;830720.0;491550.0;1135
10762;1;178;01/08/2009 00:00:00;0;720,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10763;5;178;01/08/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10764;9;178;01/08/2009 00:00:00;1046;4561,3;0,0;0,0;346,3;0,0;718,2;0,0;326,2;864615.0;496905.0;1176
10765;5;178;01/09/2009 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10766;8;178;01/09/2009 00:00:00;13863;12,0;0,0;0,0;3654,0;0,0;13,0;0,0;0,0;298949.0;77018.0;3064
10767;9;178;01/09/2009 00:00:00;900;4397,8;0,0;0,0;423,2;0,0;617,9;0,0;321,0;765238.0;452804.0;1041
10768;5;178;01/10/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10769;8;178;01/10/2009 00:00:00;15382;3892,0;0,0;0,0;15,0;0,0;3892,0;0,0;0,0;622451.0;287960.0;4108
10770;9;178;01/10/2009 00:00:00;934;4529,7;0,0;0,0;337,6;0,0;578,6;0,0;506,1;743102.0;437027.0;967
10771;5;178;01/11/2009 00:00:00;0;2160,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10772;8;178;01/11/2009 00:00:00;16392;4318,0;0,0;0,0;10,0;0,0;4318,0;0,0;0,0;394809.0;168556.0;4079
10773;9;178;01/11/2009 00:00:00;939;4430,8;0,0;0,0;347,3;0,0;482,3;0,0;499,6;613822.0;360996.0;790
10774;5;178;01/12/2009 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10775;8;178;01/12/2009 00:00:00;10277;936,0;0,0;0,0;3222,0;0,0;306,0;0,0;0,0;528287.0;208096.0;2250
10776;9;178;01/12/2009 00:00:00;856;4526,4;0,0;0,0;340,6;0,0;481,1;0,0;603,9;590325.0;356081.0;759
10777;5;178;01/01/2010 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10778;8;178;01/01/2010 00:00:00;11147;12,0;0,0;4464,0;3760,0;0,0;21,0;0,0;4464,0;514490.0;215338.0;3180
10779;9;178;01/01/2010 00:00:00;759;4586,7;0,0;0,0;353,2;0,0;413,2;0,0;599,0;530685.0;314362.0;660
10780;5;178;01/02/2010 00:00:00;0;2016,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10781;8;178;01/02/2010 00:00:00;16809;4032,0;0,0;1,0;4032,0;0,0;12,0;0,0;4032,0;850721.0;493343.0;4588
10782;9;178;01/02/2010 00:00:00;744;4100,9;0,0;0,0;227,2;0,0;387,8;0,0;660,2;510082.0;313674.0;639
10783;5;178;01/03/2010 00:00:00;0;2232,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10784;8;178;01/03/2010 00:00:00;17271;21,0;0,0;2744,0;4464,0;0,0;213,0;0,0;2741,0;542802.0;263665.0;3484
10785;9;178;01/03/2010 00:00:00;1010;4535,4;0,0;0,0;33,9;0,0;531,7;0,0;851,0;710210.0;433401.0;849
10786;5;178;01/04/2010 00:00:00;0;1440,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10787;8;178;01/04/2010 00:00:00;12796;59,0;0,0;4320,0;87,0;0,0;4320,0;0,0;4320,0;449410.0;159638.0;2468
10788;9;178;01/04/2010 00:00:00;847;4417,6;0,0;0,0;149,0;0,0;462,7;0,0;730,7;624426.0;379195.0;709
10789;5;178;01/05/2010 00:00:00;0;1488,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10790;8;178;01/05/2010 00:00:00;10306;4464,0;0,0;4464,0;4464,0;0,0;4464,0;0,0;0,0;342880.0;96808.0;1908
10791;9;178;01/05/2010 00:00:00;883;4540,0;0,0;0,0;117,3;0,0;478,4;0,0;816,2;652974.0;412240.0;691
10792;5;178;01/06/2010 00:00:00;0;1440,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10793;8;178;01/06/2010 00:00:00;14386;115,0;0,0;115,0;80,0;0,0;115,0;0,0;115,0;65614.0;24931.0;495
10794;9;178;01/06/2010 00:00:00;523;4373,3;0,0;0,0;210,4;0,0;285,3;0,0;891,0;386105.0;252782.0;374
10795;5;178;01/07/2010 00:00:00;0;1488,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10796;8;178;01/07/2010 00:00:00;12038;973,0;0,0;4464,0;1960,0;0,0;1009,0;0,0;4464,0;330982.0;148816.0;2211
10797;9;178;01/07/2010 00:00:00;616;4543,6;0,0;0,0;47,9;0,0;342,1;0,0;1018,4;459893.0;310787.0;419
10798;8;179;01/01/2006 00:00:00;136069;9451,1;0,0;5952,0;936,0;0,0;8330,3;0,0;1571,6;37318847.0;19019925.0;98595
10799;8;179;01/02/2006 00:00:00;178469;13190,2;0,0;672,0;2577,4;0,0;6408,3;0,0;281,4;32237965.0;16842937.0;84566
10800;8;179;01/03/2006 00:00:00;190619;13548,3;0,0;744,0;4135,7;0,0;6853,2;0,0;644,1;36663691.0;18701322.0;97641
10801;8;179;01/04/2006 00:00:00;180737;14015,7;0,0;720,0;2577,3;0,0;7167,0;0,0;562,8;32463028.0;16514106.0;86042
10802;8;179;01/05/2006 00:00:00;263272;8143,1;0,0;5952,0;2017,9;0,0;9116,0;0,0;67,0;33368363.0;17100456.0;79903
10803;8;179;01/06/2006 00:00:00;214131;10260,8;0,0;5760,0;1798,1;0,0;6596,3;0,0;64,8;27712795.0;13958148.0;74762
10804;8;179;01/07/2006 00:00:00;256837;8253,1;0,0;5952,0;3018,8;0,0;7997,2;0,0;75,0;33725004.0;17252336.0;92418
10805;8;179;01/08/2006 00:00:00;257625;8456,3;0,0;5952,0;2515,5;0,0;8300,0;0,0;72,1;36305218.0;18710731.0;96277
10806;8;179;01/09/2006 00:00:00;242217;8841,1;0,0;5952,0;2026,9;0,0;7773,9;0,0;78,0;35463117.0;18034431.0;91993
10807;8;179;01/10/2006 00:00:00;274214;8440,7;0,0;6150,4;2212,0;0,0;8595,7;0,0;95,6;38925827.0;20087708.0;98600
10808;8;179;01/11/2006 00:00:00;248458;8629,1;0,0;5760,0;2077,2;0,0;7921,4;0,0;98,0;34499671.0;18035292.0;101376
10809;8;179;01/12/2006 00:00:00;199690;8579,1;0,0;5952,0;2595,7;0,0;8154,1;0,0;15,2;35070445.0;18111434.0;101236
10810;8;179;01/01/2007 00:00:00;233823;7302,4;0,0;5952,0;3723,7;0,0;8310,3;0,0;7,5;33939231.0;17214961.0;102822
10811;8;179;01/02/2007 00:00:00;147737;7016,5;0,0;5376,0;3069,8;0,0;7385,5;0,0;0,0;25230281.0;13304995.0;76299
10812;8;179;01/03/2007 00:00:00;235011;8407,0;0,0;5952,0;2573,0;0,0;8323,0;0,0;40,0;29249458.0;15376093.0;82542
10813;8;179;01/04/2007 00:00:00;224240;13472,0;0,0;720,0;4404,0;0,0;5506,0;0,0;377,0;28826996.0;14982751.0;80267
10814;8;179;01/05/2007 00:00:00;2883978;13875,6;0,0;744,0;3960,0;0,0;6113,0;0,0;39,0;36986995.0;19425810.0;94863
10815;8;179;01/06/2007 00:00:00;242032;14715,0;0,0;720,0;4233,0;0,0;4746,0;0,0;66,0;28959016.0;15891720.0;81113
10816;8;179;01/07/2007 00:00:00;268655;11991,0;0,0;744,0;6572,0;0,0;4490,0;0,0;6,0;34068748.0;18454467.0;91963
10817;8;179;01/08/2007 00:00:00;251333;16165,0;0,0;0,0;3954,0;0,0;4914,0;0,0;13,0;31991885.0;17711691.0;92234
10818;8;179;01/09/2007 00:00:00;271747;16165,0;0,0;0,0;3954,0;0,0;4914,0;0,0;18,0;31991885.0;17711691.0;92234
10819;8;179;01/10/2007 00:00:00;272681;16165,0;0,0;0,0;3954,0;0,0;4914,0;0,0;18,0;31991885.0;17711691.0;92234
10820;8;179;01/11/2007 00:00:00;247613;14982,0;0,0;0,0;4363,0;0,0;5125,0;0,0;9,0;33851778.0;18986454.0;91657
10821;8;179;01/12/2007 00:00:00;247613;14432,3;0,0;744,0;4617,9;0,0;5501,9;0,0;27,9;31877911.0;16788177.0;88892
10822;8;179;01/01/2008 00:00:00;235640;14532,2;0,0;0,0;4626,0;0,0;4649,8;0,0;76,5;28213063.0;14538256.0;77352
10823;8;179;01/02/2008 00:00:00;218200;6263,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;323
10824;8;179;01/03/2008 00:00:00;245571;15024,0;0,0;0,0;5038,0;0,0;5233,0;0,0;0,0;30872920.0;16451442.0;84738
10825;8;179;01/04/2008 00:00:00;258042;27947,0;0,0;0,0;7573,0;0,0;10560,0;0,0;399,0;57370725.0;30088069.0;155992
10826;8;179;01/05/2008 00:00:00;259005;15110,5;0,0;0,0;4811,6;0,0;5373,8;0,0;9,1;33370406.0;17995209.0;90389
10827;8;179;01/06/2008 00:00:00;250679;12452,0;0,0;720,0;6082,5;0,0;5225,5;0,0;720,0;32326548.0;17397034.0;84190
10828;8;179;01/07/2008 00:00:00;286944;13270,0;0,0;744,0;5579,0;0,0;5703,0;0,0;744,0;38895535.0;21473443.0;104206
10829;8;179;01/08/2008 00:00:00;262577;28345,0;0,0;0,0;36218,0;0,0;49287,0;0,0;0,0;651782045.0;388746155.0;883213
10830;8;179;01/09/2008 00:00:00;286944;11319,0;0,0;0,0;7550,0;0,0;4897,0;0,0;0,0;33338048.0;18504744.0;96596
10831;8;179;01/10/2008 00:00:00;247860;13486,0;0,0;744,0;6136,0;0,0;4928,0;0,0;744,0;33012418.0;18017332.0;95676
10832;8;179;01/11/2008 00:00:00;247860;13816,0;0,0;0,0;6095,0;0,0;4582,0;0,0;0,0;33797030.0;18920093.0;102062
10833;8;179;01/12/2008 00:00:00;271785;1689,0;0,0;0,0;1194,0;0,0;22148,0;0,0;0,0;40305336.0;21793556.0;106191
10834;8;179;01/01/2009 00:00:00;261394;13891,0;0,0;0,0;1339,0;0,0;5235,0;0,0;0,0;34126213.0;18623326.0;90195
10835;8;179;01/02/2009 00:00:00;197152;12544,0;0,0;672,0;5035,0;0,0;4595,0;0,0;0,0;31988902.0;17263949.0;83434
10836;8;179;01/03/2009 00:00:00;214090;5,0;0,0;0,0;3110,0;0,0;399,0;0,0;744,0;29069979.0;16349144.0;84104
10837;8;179;01/04/2009 00:00:00;207168;1456,0;0,0;720,0;6907,0;0,0;4209,0;0,0;0,0;27285481.0;14836096.0;83846
10838;8;179;01/05/2009 00:00:00;3389015;13196,0;0,0;0,0;8261,0;0,0;3093,0;0,0;0,0;20715892.0;10961892.0;62305
10839;8;179;01/06/2009 00:00:00;146156;13486,0;0,0;0,0;6136,0;0,0;4928,0;0,0;0,0;33012418.0;18017332.0;95676
10840;8;179;01/07/2009 00:00:00;195371;12672,0;0,0;0,0;8161,0;0,0;3632,0;0,0;0,0;24524248.0;13776869.0;79710
10841;8;179;01/08/2009 00:00:00;218846;6778,0;0,0;0,0;762,0;0,0;3321,0;0,0;0,0;23681816.0;13553661.0;65380
10842;8;179;01/09/2009 00:00:00;154730;205,0;0,0;0,0;23013,0;0,0;461,0;0,0;0,0;16435612.0;8800334.0;57859
10843;8;179;01/10/2009 00:00:00;189334;24511,0;0,0;0,0;379,0;0,0;24511,0;0,0;0,0;23236061.0;12773699.0;70171
10844;8;179;01/11/2009 00:00:00;256004;1556,0;0,0;0,0;22777,0;0,0;1708,0;0,0;0,0;31996514.0;17809927.0;99644
10845;8;179;01/12/2009 00:00:00;220490;13059,0;0,0;0,0;7596,0;0,0;3949,0;0,0;0,0;28423955.0;16053494.0;83989
10846;8;179;01/01/2010 00:00:00;246736;15110,0;0,0;0,0;4811,0;0,0;5374,0;0,0;9,1;29058270.0;16482478.0;90737
10847;8;179;01/02/2010 00:00:00;186827;15200,0;0,0;0,0;4815,0;0,0;5374,0;0,0;10,0;23586155.0;13296884.0;69423
10848;8;179;01/03/2010 00:00:00;255469;767,0;0,0;0,0;24552,0;0,0;2300,0;0,0;0,0;30266527.0;16592669.0;94348
10849;8;179;01/04/2010 00:00:00;215791;1460,0;0,0;0,0;2350,0;0,0;34,0;0,0;0,0;27514629.0;15099167.0;82068
10850;8;179;01/05/2010 00:00:00;209852;23,0;0,0;0,0;5015,0;0,0;868,0;0,0;0,0;27235739.0;15163659.0;81162
10851;8;179;01/06/2010 00:00:00;258695;23,0;0,0;4293,0;4293,0;0,0;4293,0;0,0;4293,0;2334433.0;1405361.0;7876
10852;8;179;01/07/2010 00:00:00;200980;11909,0;0,0;25296,0;7276,0;0,0;3897,0;0,0;25296,0;24689118.0;13663187.0;67031
10853;1;181;01/01/2006 00:00:00;478216;427,9;0,0;5208,0;8326,5;0,0;7564,5;0,0;49,1;60983685.0;26437753.0;62893
10854;4;181;01/01/2006 00:00:00;0;0,0;1488,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10855;5;181;01/01/2006 00:00:00;1888405;2219,5;0,0;7440,0;22488,2;0,0;4950,4;0,0;102,0;53596426.0;34880630.0;8543
10856;8;181;01/01/2006 00:00:00;3320436;27360,6;0,0;1488,0;5319,5;0,0;64434,9;0,0;5794,2;464564642.0;267789203.0;57942
10857;9;181;01/01/2006 00:00:00;1320414;1183,4;1179,2;5208,0;11145,6;10809,4;3904,5;8080,4;153,6;187144525.0;101324191.0;313183
10858;11;181;01/01/2006 00:00:00;504105;1789,3;0,0;0,0;10309,8;0,0;7244,7;0,0;0,0;89511305.0;40397803.0;119357
10859;1;181;01/02/2006 00:00:00;506892;415,0;0,0;4704,0;6463,7;0,0;7609,7;0,0;295,7;62567440.0;36732695.0;65410
10860;4;181;01/02/2006 00:00:00;0;0,0;1344,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10861;5;181;01/02/2006 00:00:00;1286272;1916,8;0,0;6720,0;21008,4;0,0;3906,6;0,0;48,2;41695293.0;25265373.0;7198
10862;8;181;01/02/2006 00:00:00;2540363;31113,9;0,0;0,0;19012,3;58,3;43658,4;440,6;1037,8;406734812.0;234188580.0;740416
10863;9;181;01/02/2006 00:00:00;1620188;686,0;731,2;4704,0;8382,4;9443,1;5474,8;7951,4;259,0;225514778.0;131580988.0;370481
10864;11;181;01/02/2006 00:00:00;454275;2025,8;0,0;0,0;9009,3;0,0;6436,9;0,0;0,0;61517385.0;37435566.0;108104
10865;1;181;01/03/2006 00:00:00;582449;366,3;0,0;5208,0;5449,1;0,0;10487,1;0,0;65,5;84305023.0;50360699.0;80453
10866;4;181;01/03/2006 00:00:00;0;0,0;1488,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10867;5;181;01/03/2006 00:00:00;1126507;1821,3;0,0;7440,0;25462,4;0,0;2407,6;0,0;68,8;27351898.0;17635816.0;4690
10868;8;181;01/03/2006 00:00:00;2669538;29075,9;0,0;0,0;24939,5;798,2;50332,5;930,2;590,0;429676067.0;253730169.0;778115
10869;9;181;01/03/2006 00:00:00;2075087;1604,1;1364,0;5208,0;7623,7;7088,2;7042,6;11635,6;97,8;294524416.0;169219345.0;481571
10870;11;181;01/03/2006 00:00:00;530967;1948,9;0,0;0,0;9303,5;0,0;8091,5;0,0;0,0;99741740.0;46229513.0;131714
10871;1;181;01/04/2006 00:00:00;584282;316,3;0,0;6480,0;4772,5;0,0;8965,6;0,0;345,6;73553183.0;43547589.0;79315
10872;4;181;01/04/2006 00:00:00;0;0,0;1440,0;0,0;0,0;0,0;0,0;0,0;0,0;0.0;0.0;0
10873;5;181;01/04/2006 00:00:00;1227805;1549,5;0,0;7200,0;24377,2;0,0;2840,6;0,0;32,7;29824562.0;19863218.0;5307
10874;8;181;01/04/2006 00:00:00;2459426;31072,4;0,0;0,0;17615,7;145,5;54972,5;2486,9;1302,4;452466576.0;253333670.0;785219
10875;9;181;01/04/2006 00:00:00;1608993;997,9;942,8;5040,0;9399,5;9483,3;5422,8;9006,3;27,3;240305042.0;142144915.0;399518
10876;11;181;01/04/2006 00:00:00;584868;1339,7;0,0;0,0;9137,1;0,0;8243,2;0,0;0,0;101831910.0;48216115.0;134268
10877;1;181;01/05/2006 00:00:00;597623;381,2;0,0;5952,0;4993,6;0,0;9921,1;0,0;328,1;71764074.0;44513613.0;87112
