CodigoAbastecimentoFerrovia;CodigoAbastecimento;CodigoFerrovia;Litros
3447;11693;4;0
3448;11693;11;0
3449;11717;5;1064395
3450;11719;1;3000
3451;11720;1;43242
3452;11721;1;789972
3453;11722;7;24501
3454;11723;7;6609643
3455;11724;7;4185370
3456;11725;7;614702
3457;11730;9;19946
3458;11733;9;7200
3459;11745;5;0
3460;11745;1;0
3461;11764;12;0
3462;11779;4;0
3463;11786;4;0
3464;11786;11;0
3465;11786;5;0
3466;11786;1;0
3467;11793;4;0
3468;11793;11;0
3469;11808;5;1099385
3470;11809;1;8500
3471;11810;1;9000
3472;11811;1;47766
3473;11812;1;662651
3474;11813;7;60000
3475;11814;7;6168785
3476;11815;7;3190470
3477;11816;9;1200
3478;11816;7;723812
3479;11820;9;39360
3480;11835;5;0
3481;11835;1;0
3482;11846;9;0
3483;11846;5;0
3484;11872;4;0
3485;11879;4;0
3486;11879;11;0
3487;11879;5;0
3488;11879;1;0
3489;11886;4;0
3490;11886;11;0
